"","value","value"
"59604","C20orf196","lymph node"
"59605","NOP56","Metabolism of proteins"
"59606","NOP56","ribonucleoprotein complex biogenesis"
"59607","NOP56","lymph node"
"59608","CENPQ","Resolution of Sister Chromatid Cohesion"
"59609","CENPQ","DNA conformation change"
"59610","CENPQ","lymph node"
"59611","PHC2","Cellular responses to stress"
"59612","PHC2","male gamete generation"
"59613","PHC2","lymph node"
"59614","CCDC74A","lymph node"
"59615","CREBL2","positive regulation of glucose transport"
"59616","CREBL2","lymph node"
"59617","SIRT2","Signaling events mediated by HDAC Class III"
"59618","SIRT2","ripoptosome assembly"
"59619","SIRT2","lymph node"
"59620","TCF21","negative regulation of intracellular steroid hormone receptor signaling pathway"
"59621","TCF21","lymph node"
"59622","TMEM132C","lymph node"
"59623","GUCD1","lymph node"
"59624","FAM91A1","Gastric Cancer Network 2"
"59625","FAM91A1","lymph node"
"59626","TUBGCP6","Cell Cycle"
"59627","TUBGCP6","organelle fission"
"59628","TUBGCP6","lymph node"
"59629","MEFV","NOD pathway"
"59630","MEFV","response to cytokine"
"59631","MEFV","lymph node"
"59632","ZHX3","positive regulation of ossification"
"59633","ZHX3","lymph node"
"59634","CEP95","lymph node"
"59635","C18orf8","lymph node"
"59636","FAM189A2","lymph node"
"59637","FOSL1","Wnt Signaling Pathway and Pluripotency"
"59638","FOSL1","response to organonitrogen compound"
"59639","FOSL1","lymph node"
"59640","ACKR2","Peptide ligand-binding receptors"
"59641","ACKR2","response to cytokine"
"59642","ACKR2","lymph node"
"59643","G0S2","Diurnally Regulated Genes with Circadian Orthologs"
"59644","G0S2","positive regulation of apoptotic signaling pathway"
"59645","G0S2","lymph node"
"59646","LANCL2","regulation of response to alcohol"
"59647","LANCL2","lymph node"
"59648","C12orf4","regulation of vesicle-mediated transport"
"59649","C12orf4","lymph node"
"59650","LACC1","lymph node"
"59651","SPIN1","regulation of Wnt signaling pathway"
"59652","SPIN1","lymph node"
"59653","FMOD","Keratan sulfate/keratin metabolism"
"59654","FMOD","transmembrane receptor protein serine/threonine kinase signaling pathway"
"59655","FMOD","lymph node"
"59656","ITGA10","Hemostasis"
"59657","ITGA10","cell morphogenesis involved in neuron differentiation"
"59658","ITGA10","lymph node"
"59659","RNFT1","lymph node"
"59660","ARMCX5","lymph node"
"59661","KCTD12","protein oligomerization"
"59662","KCTD12","lymph node"
"59663","PSMG3","lymph node"
"59664","ENPP4","ribonucleoside catabolic process"
"59665","ENPP4","lymph node"
"59666","ZNF800","lymph node"
"59667","CYLD","Canonical NF-kappaB pathway"
"59668","CYLD","ripoptosome assembly"
"59669","CYLD","lymph node"
"59670","FBXO10","proteolysis involved in cellular protein catabolic process"
"59671","FBXO10","lymph node"
"59672","SMPX","muscle contraction"
"59673","SMPX","lymph node"
"59674","CUL2","Antigen processing: Ubiquitination & Proteasome degradation"
"59675","CUL2","cellular response to decreased oxygen levels"
"59676","CUL2","lymph node"
"59677","THAP3","lymph node"
"59678","ZNF18","Generic Transcription Pathway"
"59679","ZNF18","lymph node"
"59680","TXNDC15","cellular homeostasis"
"59681","TXNDC15","lymph node"
"59682","ADAMTS10","O-glycosylation of TSR domain-containing proteins"
"59683","ADAMTS10","lymph node"
"59684","C21orf33","Gastric Cancer Network 1"
"59685","C21orf33","lymph node"
"59686","DPY19L4","glycosylation"
"59687","DPY19L4","lymph node"
"59688","CCDC12","lymph node"
"59689","PRMT1","mRNA Processing"
"59690","PRMT1","positive regulation of hemopoiesis"
"59691","PRMT1","lymph node"
"59692","ELOVL7","cofactor metabolic process"
"59693","ELOVL7","lymph node"
"59694","BNIP1","negative regulation of apoptotic process"
"59695","BNIP1","lymph node"
"59696","SEC24A","Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"59697","SEC24A","glycosylation"
"59698","SEC24A","lymph node"
"59699","RNF114","male gamete generation"
"59700","RNF114","lymph node"
"59701","VASH2","positive regulation of epithelial cell proliferation"
"59702","VASH2","lymph node"
"59703","CPEB4","Imatinib Resistance in Chronic Myeloid Leukemia"
"59704","CPEB4","response to organonitrogen compound"
"59705","CPEB4","lymph node"
"59706","FBXO2","Antigen processing: Ubiquitination & Proteasome degradation"
"59707","FBXO2","glycoprotein catabolic process"
"59708","FBXO2","lymph node"
"59709","DENND4B","regulation of GTPase activity"
"59710","DENND4B","lymph node"
"59711","SLIT2","Axon guidance"
"59712","SLIT2","chemorepulsion involved in postnatal olfactory bulb interneuron migration"
"59713","SLIT2","lymph node"
"59714","OGT","Ectoderm Differentiation"
"59715","OGT","negative regulation of intracellular transport"
"59716","OGT","lymph node"
"59717","TIPARP","glycosylation"
"59718","TIPARP","lymph node"
"59719","CDH26","cell-cell adhesion via plasma-membrane adhesion molecules"
"59720","CDH26","lymph node"
"59721","KLHL25","proteolysis involved in cellular protein catabolic process"
"59722","KLHL25","lymph node"
"59723","SCAF1","transcription from RNA polymerase II promoter"
"59724","SCAF1","lymph node"
"59725","MDFIC","Regulation of nuclear beta catenin signaling and target gene transcription"
"59726","MDFIC","negative regulation of protein import"
"59727","MDFIC","lymph node"
"59728","HNRNPM","mRNA Processing"
"59729","HNRNPM","positive regulation of protein import"
"59730","HNRNPM","lymph node"
"59731","MORC3","Interactome of polycomb repressive complex 2 (PRC2) "
"59732","MORC3","maintenance of protein location in cell"
"59733","MORC3","lymph node"
"59734","EXOC5","Insulin Pathway"
"59735","EXOC5","secretion by cell"
"59736","EXOC5","lymph node"
"59737","YBEY","ribonucleoprotein complex biogenesis"
"59738","YBEY","lymph node"
"59739","PLCD1","Oxytocin signaling"
"59740","PLCD1","alcohol metabolic process"
"59741","PLCD1","lymph node"
"59742","NNAT","positive regulation of hormone secretion"
"59743","NNAT","lymph node"
"59744","FMR1","dendritic spine development"
"59745","FMR1","lymph node"
"59746","SGMS2","Sphingolipid de novo biosynthesis"
"59747","SGMS2","alcohol metabolic process"
"59748","SGMS2","lymph node"
"59749","PCM1","Cell Cycle"
"59750","PCM1","intraciliary transport involved in cilium morphogenesis"
"59751","PCM1","lymph node"
"59752","ARHGAP12","Signaling Pathways"
"59753","ARHGAP12","morphogenesis of an epithelial sheet"
"59754","ARHGAP12","lymph node"
"59755","CLEC14A","lymph node"
"59756","PPM1K","single-organism catabolic process"
"59757","PPM1K","lymph node"
"59758","LSM12","lymph node"
"59759","MAN1B1","N-glycan trimming in the ER and Calnexin/Calreticulin cycle"
"59760","MAN1B1","N-glycan processing"
"59761","MAN1B1","lymph node"
"59762","TAMM41","glycerophospholipid metabolic process"
"59763","TAMM41","lymph node"
"59764","TPM2","Striated Muscle Contraction"
"59765","TPM2","muscle contraction"
"59766","TPM2","lymph node"
"59767","DPH7","peptidyl-histidine modification"
"59768","DPH7","lymph node"
"59769","JUND","Aryl Hydrocarbon Receptor Pathway"
"59770","JUND","response to organonitrogen compound"
"59771","JUND","lymph node"
"59772","AJUBA","Cell Cycle"
"59773","AJUBA","glycerophospholipid metabolic process"
"59774","AJUBA","lymph node"
"59775","ZNF573","Generic Transcription Pathway"
"59776","ZNF573","lymph node"
"59777","SAP30BP","Negative epigenetic regulation of rRNA expression"
"59778","SAP30BP","negative regulation of gene expression, epigenetic"
"59779","SAP30BP","lymph node"
"59780","SEMA5A","Other semaphorin interactions"
"59781","SEMA5A","regulation of axon extension"
"59782","SEMA5A","lymph node"
"59783","SELM","Selenium Metabolism and Selenoproteins"
"59784","SELM","lymph node"
"59785","EML5","lymph node"
"59786","STON2","regulation of vesicle-mediated transport"
"59787","STON2","lymph node"
"59788","CD209","immune response-regulating signaling pathway"
"59789","CD209","lymph node"
"59790","POLR2J3","lymph node"
"59791","C20orf27","lymph node"
"59792","MXRA7","lymph node"
"59793","ZNF48","lymph node"
"59794","WDR63","lymph node"
"59795","RBM4B","Circadian rythm related genes"
"59796","RBM4B","regulation of cellular amide metabolic process"
"59797","RBM4B","lymph node"
"59798","TFB2M","Mitochondrial Gene Expression"
"59799","TFB2M","DNA-templated transcription, initiation"
"59800","TFB2M","lymph node"
"59801","ALDH4A1","Proline catabolism"
"59802","ALDH4A1","alpha-amino acid metabolic process"
"59803","ALDH4A1","lymph node"
"59804","DYNLRB1","TGF-beta receptor signaling"
"59805","DYNLRB1","behavior"
"59806","DYNLRB1","lymph node"
"59807","HEG1","endothelial cell morphogenesis"
"59808","HEG1","lymph node"
"59809","ATPAF2","proton-transporting ATP synthase complex assembly"
"59810","ATPAF2","lymph node"
"59811","GCN1L1","positive regulation of transcription from RNA polymerase II promoter in response to stress"
"59812","GCN1L1","lymph node"
"59813","BRK1","Signaling Pathways"
"59814","BRK1","immune response-regulating signaling pathway"
"59815","BRK1","lymph node"
"59816","RAB2B","regulation of vesicle-mediated transport"
"59817","RAB2B","lymph node"
"59818","MARK4","LKB1 signaling events"
"59819","MARK4","cytoskeleton organization"
"59820","MARK4","lymph node"
"59821","HIP1","Coregulation of Androgen receptor activity"
"59822","HIP1","regulation of vesicle-mediated transport"
"59823","HIP1","lymph node"
"59824","USPL1","nucleus organization"
"59825","USPL1","lymph node"
"59826","MED6","Generic Transcription Pathway"
"59827","MED6","DNA-templated transcription, initiation"
"59828","MED6","lymph node"
"59829","LPAR5","Signaling Pathways"
"59830","LPAR5","lymph node"
"59831","ADGRL3","GPCRs, Class B Secretin-like"
"59832","ADGRL3","response to organonitrogen compound"
"59833","ADGRL3","lymph node"
"59834","XPA","Global Genomic NER (GG-NER)"
"59835","XPA","cellular response to DNA damage stimulus"
"59836","XPA","lymph node"
"59837","KIAA0922","regulation of leukocyte proliferation"
"59838","KIAA0922","lymph node"
"59839","FBXO5","Mitotic M-M/G1 phases"
"59840","FBXO5","oocyte differentiation"
"59841","FBXO5","lymph node"
"59842","PELI1","Activated TLR4 signalling"
"59843","PELI1","immune response-regulating signaling pathway"
"59844","PELI1","lymph node"
"59845","RPS6KA4","L1CAM interactions"
"59846","RPS6KA4","positive regulation of chromatin modification"
"59847","RPS6KA4","lymph node"
"59848","ZNF155","Generic Transcription Pathway"
"59849","ZNF155","lymph node"
"59850","NELL2","protein trimerization"
"59851","NELL2","lymph node"
"59852","GLT8D2","carbohydrate biosynthetic process"
"59853","GLT8D2","lymph node"
"59854","SPATA2L","lymph node"
"59855","UQCC1","respiratory chain complex III assembly"
"59856","UQCC1","lymph node"
"59857","SLC9B2","Transmembrane transport of small molecules"
"59858","SLC9B2","inorganic ion transmembrane transport"
"59859","SLC9B2","lymph node"
"59860","CLASP2","Resolution of Sister Chromatid Cohesion"
"59861","CLASP2","regulation of axon extension"
"59862","CLASP2","lymph node"
"59863","ZMYM6","cytoskeleton organization"
"59864","ZMYM6","lymph node"
"59865","TMCO1","lymph node"
"59866","ATP5G3","Electron Transport Chain"
"59867","ATP5G3","purine ribonucleoside biosynthetic process"
"59868","ATP5G3","lymph node"
"59869","GPR155","cognition"
"59870","GPR155","lymph node"
"59871","ANKRD1","PPARA activates gene expression"
"59872","ANKRD1","positive regulation of neuron differentiation"
"59873","ANKRD1","lymph node"
"59874","HSF1","p73 transcription factor network"
"59875","HSF1","male gamete generation"
"59876","HSF1","lymph node"
"59877","XPC","Global Genomic NER (GG-NER)"
"59878","XPC","regulation of cell cycle phase transition"
"59879","XPC","lymph node"
"59880","COMTD1","methylation"
"59881","COMTD1","lymph node"
"59882","HES6","Notch-mediated HES/HEY network"
"59883","HES6","negative regulation of transcription from RNA polymerase II promoter"
"59884","HES6","lymph node"
"59885","KLHL13","Aurora B signaling"
"59886","KLHL13","organelle fission"
"59887","KLHL13","lymph node"
"59888","SZRD1","lymph node"
"59889","GIGYF1","insulin-like growth factor receptor signaling pathway"
"59890","GIGYF1","lymph node"
"59891","CDH13","Adherens junctions interactions"
"59892","CDH13","positive regulation of smooth muscle cell proliferation"
"59893","CDH13","lymph node"
"59894","TGIF1","TGF-beta Receptor Signaling"
"59895","TGIF1","transmembrane receptor protein serine/threonine kinase signaling pathway"
"59896","TGIF1","lymph node"
"59897","SPIN2B","multicellular organism reproduction"
"59898","SPIN2B","lymph node"
"59899","SNX25","regulation of transforming growth factor beta receptor signaling pathway"
"59900","SNX25","lymph node"
"59901","C14orf2","lymph node"
"59902","EIF4B","mTOR signaling pathway"
"59903","EIF4B","response to organonitrogen compound"
"59904","EIF4B","lymph node"
"59905","SMEK1","Integrated Breast Cancer Pathway"
"59906","SMEK1","lymph node"
"59907","DCP1A","mRNA decay by 5' to 3' exoribonuclease"
"59908","DCP1A","deadenylation-dependent decapping of nuclear-transcribed mRNA"
"59909","DCP1A","lymph node"
"59910","CHST8","Metapathway biotransformation"
"59911","CHST8","glycosylation"
"59912","CHST8","lymph node"
"59913","ZNF850","lymph node"
"59914","SWAP70","B cell mediated immunity"
"59915","SWAP70","lymph node"
"59916","ACOX2","Synthesis of bile acids and bile salts"
"59917","ACOX2","fatty acid beta-oxidation"
"59918","ACOX2","lymph node"
"59919","IER5L","lymph node"
"59920","ZFAND6","negative regulation of apoptotic process"
"59921","ZFAND6","lymph node"
"59922","CNOT11","Deadenylation of mRNA"
"59923","CNOT11","cell proliferation"
"59924","CNOT11","lymph node"
"59925","SERP2","lymph node"
"59926","GRB14","Cell surface interactions at the vascular wall"
"59927","GRB14","localization of cell"
"59928","GRB14","lymph node"
"59929","ZNF467","lymph node"
"59930","PLA2G4C","Acyl chain remodelling of PI"
"59931","PLA2G4C","glycerophospholipid metabolic process"
"59932","PLA2G4C","lymph node"
"59933","TAF1","Regulation of retinoblastoma protein"
"59934","TAF1","DNA-templated transcription, initiation"
"59935","TAF1","lymph node"
"59936","ATF7IP","methylation"
"59937","ATF7IP","lymph node"
"59938","NOL4L","Imatinib Resistance in Chronic Myeloid Leukemia"
"59939","NOL4L","lymph node"
"59940","SIGLEC12","lymph node"
"59941","CBX5","Factors involved in megakaryocyte development and platelet production"
"59942","CBX5","regulation of body fluid levels"
"59943","CBX5","lymph node"
"59944","TRABD","lymph node"
"59945","CRIM1","insulin-like growth factor receptor signaling pathway"
"59946","CRIM1","lymph node"
"59947","E2F6","Cell Cycle"
"59948","E2F6","cell cycle phase transition"
"59949","E2F6","lymph node"
"59950","AKAP8L","lymph node"
"59951","SART1","positive regulation of hemopoiesis"
"59952","SART1","lymph node"
"59953","DTNB","lymph node"
"59954","CD40","NLR Proteins"
"59955","CD40","immune response-regulating signaling pathway"
"59956","CD40","lymph node"
"59957","CAMKK1","Transmission across Chemical Synapses"
"59958","CAMKK1","positive regulation of kinase activity"
"59959","CAMKK1","lymph node"
"59960","PPM1B","Cytokine Signaling in Immune system"
"59961","PPM1B","lipoprotein metabolic process"
"59962","PPM1B","lymph node"
"59963","SLC10A6","Bile salt and organic anion SLC transporters"
"59964","SLC10A6","bile acid and bile salt transport"
"59965","SLC10A6","lymph node"
"59966","NPB","Peptide ligand-binding receptors"
"59967","NPB","neuropeptide signaling pathway"
"59968","NPB","lymph node"
"59969","PPP2R5C","Hemostasis"
"59970","PPP2R5C","regulation of cell cycle phase transition"
"59971","PPP2R5C","lymph node"
"59972","RPL8","Translation"
"59973","RPL8","protein targeting to ER"
"59974","RPL8","lymph node"
"59975","PMS2","MMR"
"59976","PMS2","mismatch repair"
"59977","PMS2","lymph node"
"59978","USP25","protein K48-linked deubiquitination"
"59979","USP25","lymph node"
"59980","SEMA4A","Other semaphorin interactions"
"59981","SEMA4A","regulation of axon extension"
"59982","SEMA4A","lymph node"
"59983","EN1","Dopaminergic Neurogenesis"
"59984","EN1","forelimb morphogenesis"
"59985","EN1","lymph node"
"59986","RPS4X","Translation"
"59987","RPS4X","protein targeting to ER"
"59988","RPS4X","lymph node"
"59989","SMC4","Aurora B signaling"
"59990","SMC4","DNA conformation change"
"59991","SMC4","lymph node"
"59992","DAPL1","negative regulation of autophagy"
"59993","DAPL1","lymph node"
"59994","MIS18A","Chromosome Maintenance"
"59995","MIS18A","DNA conformation change"
"59996","MIS18A","lymph node"
"59997","ZNF587B","lymph node"
"59998","CLN3","protein maturation"
"59999","CLN3","lymph node"
"60000","FNDC1","lymph node"
"60001","PRKACA","Factors involved in megakaryocyte development and platelet production"
"60002","PRKACA","immune response-regulating signaling pathway"
"60003","PRKACA","lymph node"
"60004","C10orf12","lymph node"
"60005","CHPF2","Chondroitin sulfate/dermatan sulfate metabolism"
"60006","CHPF2","chondroitin sulfate biosynthetic process"
"60007","CHPF2","lymph node"
"60008","KLHL18","protein modification by small protein conjugation"
"60009","KLHL18","lymph node"
"60010","POLR2F","Regulatory RNA pathways"
"60011","POLR2F","DNA-templated transcription, initiation"
"60012","POLR2F","lymph node"
"60013","ELN","Extracellular matrix organization"
"60014","ELN","extracellular matrix disassembly"
"60015","ELN","lymph node"
"60016","SLC30A5","Transmembrane transport of small molecules"
"60017","SLC30A5","zinc II ion transport"
"60018","SLC30A5","lymph node"
"60019","SFXN4","transition metal ion homeostasis"
"60020","SFXN4","lymph node"
"60021","CENPK","Resolution of Sister Chromatid Cohesion"
"60022","CENPK","DNA conformation change"
"60023","CENPK","lymph node"
"60024","KIAA0226L","lymph node"
"60025","SULF2","muscle contraction"
"60026","SULF2","lymph node"
"60027","PTK7","convergent extension"
"60028","PTK7","lymph node"
"60029","FRMD6","actin-mediated cell contraction"
"60030","FRMD6","lymph node"
"60031","LPIN3","Mitotic M-M/G1 phases"
"60032","LPIN3","glycerophospholipid metabolic process"
"60033","LPIN3","lymph node"
"60034","IL16","positive regulation of positive chemotaxis"
"60035","IL16","lymph node"
"60036","BHLHB9","positive regulation of neuron differentiation"
"60037","BHLHB9","lymph node"
"60038","IL18R1","IL23-mediated signaling events"
"60039","IL18R1","T-helper cell differentiation"
"60040","IL18R1","lymph node"
"60041","DPAGT1","Post-translational protein modification"
"60042","DPAGT1","glycosylation"
"60043","DPAGT1","lymph node"
"60044","FOCAD","lymph node"
"60045","TADA1","Chromatin modifying enzymes"
"60046","TADA1","histone H3 acetylation"
"60047","TADA1","lymph node"
"60048","FYB","Cell-Cell communication"
"60049","FYB","immune response-regulating signaling pathway"
"60050","FYB","lymph node"
"60051","C10orf54","transmembrane receptor protein serine/threonine kinase signaling pathway"
"60052","C10orf54","lymph node"
"60053","GPBP1L1","lymph node"
"60054","ZNF256","Generic Transcription Pathway"
"60055","ZNF256","lymph node"
"60056","PTPN18","B Cell Receptor Signaling Pathway"
"60057","PTPN18","dephosphorylation"
"60058","PTPN18","lymph node"
"60059","RHBDF2","regulation of secretion"
"60060","RHBDF2","lymph node"
"60061","CCDC102B","lymph node"
"60062","ITPRIP","lymph node"
"60063","WWC3","regulation of organ growth"
"60064","WWC3","lymph node"
"60065","MLH3","Cell Cycle"
"60066","MLH3","reciprocal DNA recombination"
"60067","MLH3","lymph node"
"60068","KIAA1586","protein modification by small protein conjugation"
"60069","KIAA1586","lymph node"
"60070","ASCC3","DNA conformation change"
"60071","ASCC3","lymph node"
"60072","TMEM51","lymph node"
"60073","RAB6B","cytoplasmic transport"
"60074","RAB6B","lymph node"
"60075","RAB11FIP2","Transmembrane transport of small molecules"
"60076","RAB11FIP2","regulation of hormone levels"
"60077","RAB11FIP2","lymph node"
"60078","KLRD1","DAP12 signaling"
"60079","KLRD1","immune effector process"
"60080","KLRD1","lymph node"
"60081","BCL2L11","Apoptosis Modulation and Signaling"
"60082","BCL2L11","male gamete generation"
"60083","BCL2L11","lymph node"
"60084","PCTP","cholesterol metabolic process"
"60085","PCTP","lymph node"
"60086","SRI","Transmembrane transport of small molecules"
"60087","SRI","negative regulation of protein import"
"60088","SRI","lymph node"
"60089","RTF1","Endoderm Differentiation"
"60090","RTF1","DNA-templated transcription, initiation"
"60091","RTF1","lymph node"
"60092","SLC25A14","Electron Transport Chain"
"60093","SLC25A14","mitochondrial transport"
"60094","SLC25A14","lymph node"
"60095","TSG101","Membrane binding and targetting of GAG proteins"
"60096","TSG101","regulation of vesicle-mediated transport"
"60097","TSG101","lymph node"
"60098","FNDC5","positive regulation of fat cell differentiation"
"60099","FNDC5","lymph node"
"60100","KRIT1","Hypothetical Network for Drug Addiction"
"60101","KRIT1","negative regulation of apoptotic process"
"60102","KRIT1","lymph node"
"60103","NR5A2","Generic Transcription Pathway"
"60104","NR5A2","DNA-templated transcription, initiation"
"60105","NR5A2","lymph node"
"60106","COG5","glycosylation"
"60107","COG5","lymph node"
"60108","POLR2M","single-organism cellular localization"
"60109","POLR2M","lymph node"
"60110","ATAD5","cellular response to DNA damage stimulus"
"60111","ATAD5","lymph node"
"60112","ARF3","Phospholipid metabolism"
"60113","ARF3","glycerophospholipid metabolic process"
"60114","ARF3","lymph node"
"60115","CALCRL","Class B/2 (Secretin family receptors)"
"60116","CALCRL","positive regulation of smooth muscle cell proliferation"
"60117","CALCRL","lymph node"
"60118","RPL14","Translation"
"60119","RPL14","protein targeting to ER"
"60120","RPL14","lymph node"
"60121","OPA1","positive regulation of neuron differentiation"
"60122","OPA1","lymph node"
"60123","CHCHD10","purine ribonucleoside biosynthetic process"
"60124","CHCHD10","lymph node"
"60125","CDH23","divalent inorganic cation homeostasis"
"60126","CDH23","lymph node"
"60127","PLRG1","Processing of Capped Intron-Containing Pre-mRNA"
"60128","PLRG1","regulation of cell cycle phase transition"
"60129","PLRG1","lymph node"
"60130","EXOSC4","mRNA decay by 3' to 5' exoribonuclease"
"60131","EXOSC4","immune effector process"
"60132","EXOSC4","lymph node"
"60133","DUSP5","Direct p53 effectors"
"60134","DUSP5","immune response-regulating signaling pathway"
"60135","DUSP5","lymph node"
"60136","MICAL2","actin filament organization"
"60137","MICAL2","lymph node"
"60138","C17orf49","chromosome organization"
"60139","C17orf49","lymph node"
"60140","POMZP3","lymph node"
"60141","PINLYP","negative regulation of catalytic activity"
"60142","PINLYP","lymph node"
"60143","DMD","Ectoderm Differentiation"
"60144","DMD","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"
"60145","DMD","lymph node"
"60146","ADTRP","lymph node"
"60147","HPS4","positive regulation of developmental pigmentation"
"60148","HPS4","lymph node"
"60149","GTPBP2","peptide biosynthetic process"
"60150","GTPBP2","lymph node"
"60151","PTGDS","Circadian rythm related genes"
"60152","PTGDS","unsaturated fatty acid biosynthetic process"
"60153","PTGDS","lymph node"
"60154","ELK1","Focal Adhesion"
"60155","ELK1","immune response-regulating signaling pathway"
"60156","ELK1","lymph node"
"60157","SMYD3","Histone Modifications"
"60158","SMYD3","DNA conformation change"
"60159","SMYD3","lymph node"
"60160","NAT9","Metapathway biotransformation"
"60161","NAT9","protein acetylation"
"60162","NAT9","lymph node"
"60163","TAF6","Eukaryotic Transcription Initiation"
"60164","TAF6","DNA-templated transcription, initiation"
"60165","TAF6","lymph node"
"60166","PPP1R3B","energy reserve metabolic process"
"60167","PPP1R3B","lymph node"
"60168","CFAP20","protein polyglutamylation"
"60169","CFAP20","lymph node"
"60170","VPS26A","Signaling by Wnt"
"60171","VPS26A","cytoplasmic transport"
"60172","VPS26A","lymph node"
"60173","WDR45B","lipoprotein metabolic process"
"60174","WDR45B","lymph node"
"60175","ADPRM","heterocycle catabolic process"
"60176","ADPRM","lymph node"
"60177","PRRC2A","lymph node"
"60178","DUSP23","dephosphorylation"
"60179","DUSP23","lymph node"
"60180","FAM26F","ion transmembrane transport"
"60181","FAM26F","lymph node"
"60182","TRMT61A","methylation"
"60183","TRMT61A","lymph node"
"60184","SERF1A","lymph node"
"60185","MYO1F","regulation of cell motility"
"60186","MYO1F","lymph node"
"60187","ZFHX3","Circadian rythm related genes"
"60188","ZFHX3","negative regulation of muscle cell differentiation"
"60189","ZFHX3","lymph node"
"60190","PARVB","Cell-Cell communication"
"60191","PARVB","establishment or maintenance of cell polarity"
"60192","PARVB","lymph node"
"60193","SLC25A23","adenine nucleotide transport"
"60194","SLC25A23","lymph node"
"60195","DESI1","lymph node"
"60196","EDC4","mRNA decay by 5' to 3' exoribonuclease"
"60197","EDC4","heterocycle catabolic process"
"60198","EDC4","lymph node"
"60199","SLA","PDGFR-beta signaling pathway"
"60200","SLA","lymph node"
"60201","MYO5A","Innate Immune System"
"60202","MYO5A","melanosome localization"
"60203","MYO5A","lymph node"
"60204","USP48","proteolysis involved in cellular protein catabolic process"
"60205","USP48","lymph node"
"60206","VTI1A","vesicle organization"
"60207","VTI1A","lymph node"
"60208","PTP4A3","Signaling events mediated by PRL"
"60209","PTP4A3","localization of cell"
"60210","PTP4A3","lymph node"
"60211","FAM117B","lymph node"
"60212","TTLL5","male gamete generation"
"60213","TTLL5","lymph node"
"60214","MED13L","PPARA activates gene expression"
"60215","MED13L","lymph node"
"60216","GPBAR1","Signaling Pathways"
"60217","GPBAR1","regulation of bicellular tight junction assembly"
"60218","GPBAR1","lymph node"
"60219","IRF8","Validated targets of C-MYC transcriptional repression"
"60220","IRF8","positive regulation of interferon-gamma production"
"60221","IRF8","lymph node"
"60222","SEL1L3","lymph node"
"60223","ASXL1","histone deubiquitination"
"60224","ASXL1","lymph node"
"60225","ARPC5","Axon guidance"
"60226","ARPC5","immune response-regulating signaling pathway"
"60227","ARPC5","lymph node"
"60228","CD4","PD-1 signaling"
"60229","CD4","immune response-regulating signaling pathway"
"60230","CD4","lymph node"
"60231","C8orf44","lymph node"
"60232","GOLGA1","single-organism cellular localization"
"60233","GOLGA1","lymph node"
"60234","C5orf42","limb development"
"60235","C5orf42","lymph node"
"60236","CXCL12","Signaling by ERBB4"
"60237","CXCL12","regulation of axon extension"
"60238","CXCL12","lymph node"
"60239","MYO1B","actin filament organization"
"60240","MYO1B","lymph node"
"60241","APBB1IP","GRB2:SOS provides linkage to MAPK signaling for Integrins"
"60242","APBB1IP","lymphocyte activation"
"60243","APBB1IP","lymph node"
"60244","ZNF462","regulation of binding"
"60245","ZNF462","lymph node"
"60246","REPS1","lymph node"
"60247","LSM11","Post-Elongation Processing of Intronless pre-mRNA"
"60248","LSM11","mRNA 3'-end processing by stem-loop binding and cleavage"
"60249","LSM11","lymph node"
"60250","AP1B1","Lysosome Vesicle Biogenesis"
"60251","AP1B1","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"
"60252","AP1B1","lymph node"
"60253","KIAA0141","regulation of cysteine-type endopeptidase activity"
"60254","KIAA0141","lymph node"
"60255","LAMC1","Extracellular matrix organization"
"60256","LAMC1","extracellular matrix disassembly"
"60257","LAMC1","lymph node"
"60258","TMEM229B","lymph node"
"60259","FAM208B","lymph node"
"60260","ITGA11","Extracellular matrix organization"
"60261","ITGA11","localization of cell"
"60262","ITGA11","lymph node"
"60263","STT3B","glycoprotein catabolic process"
"60264","STT3B","lymph node"
"60265","ARHGEF37","regulation of GTPase activity"
"60266","ARHGEF37","lymph node"
"60267","RTTN","pattern specification process"
"60268","RTTN","lymph node"
"60269","COL1A1","VEGFR3 signaling in lymphatic endothelium"
"60270","COL1A1","extracellular matrix disassembly"
"60271","COL1A1","lymph node"
"60272","TBC1D10B","cytoplasmic transport"
"60273","TBC1D10B","lymph node"
"60274","CDC42SE2","phagocytosis"
"60275","CDC42SE2","lymph node"
"60276","STRN","Plasma membrane estrogen receptor signaling"
"60277","STRN","cell-cell junction assembly"
"60278","STRN","lymph node"
"60279","UBTD2","lymph node"
"60280","COQ3","Ubiquinol biosynthesis"
"60281","COQ3","cofactor metabolic process"
"60282","COQ3","lymph node"
"60283","NTF3","BDNF signaling pathway"
"60284","NTF3","positive regulation of receptor internalization"
"60285","NTF3","lymph node"
"60286","SEMA3A","Axon guidance"
"60287","SEMA3A","cranial nerve structural organization"
"60288","SEMA3A","lymph node"
"60289","MATR3","posttranscriptional regulation of gene expression"
"60290","MATR3","lymph node"
"60291","ADH5","Folate-Alcohol and Cancer Pathway"
"60292","ADH5","alcohol metabolic process"
"60293","ADH5","lymph node"
"60294","ZNF345","transcription from RNA polymerase II promoter"
"60295","ZNF345","lymph node"
"60296","LRRC23","lymph node"
