Gene,Gene_ID,Relation,BiologicalProcess,BiologicalProcess_ID
TSC22D3,1831,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PRDX3,10935,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
DHRS2,10202,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
CBX4,8535,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PRNP,5621,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
NACA,4666,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PTGFR,5737,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
FKBP8,23770,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PLK2,10769,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
FIGNL1,63979,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
HIGD2A,192286,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PPIF,10105,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
MIEN1,84299,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
BMF,90427,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
IFI6,2537,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
FCMR,9214,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
MITF,4286,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PIP,5304,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
DDAH2,23564,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
CIAPIN1,57019,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
RNF34,80196,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PAFAH2,5051,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
BAG1,573,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
KLHL20,27252,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
MNT,4335,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
G2E3,55632,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
SPHK2,56848,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
ATAD3A,55210,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
NAA35,60560,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
SLC40A1,30061,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
KRIT1,889,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
TNFAIP8,25816,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
AREL1,9870,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
TAF9B,51616,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
TNFRSF18,8784,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
NOL3,8996,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
MPZ,4359,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
NAA38,84316,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
INTS1,26173,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
MAGEA3,4102,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
BCL2L12,83596,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
PTTG1IP,754,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
DPEP1,1800,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
BAG5,9529,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
FAIM,55179,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
URI1,8725,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
TMBIM4,51643,PARTICIPATES_GpBP,negative regulation of apoptotic process,GO:0043066
NOP14,8602,PARTICIPATES_GpBP,RNA 5'-end processing,GO:0000966
UTP20,27340,PARTICIPATES_GpBP,RNA 5'-end processing,GO:0000966
TRMT10C,54931,PARTICIPATES_GpBP,RNA 5'-end processing,GO:0000966
CD180,4064,PARTICIPATES_GpBP,regulation of lipopolysaccharide-mediated signaling pathway,GO:0031664
LY86,9450,PARTICIPATES_GpBP,regulation of lipopolysaccharide-mediated signaling pathway,GO:0031664
RAD52,5893,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
LCN2,3934,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
IL18RAP,8807,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
OSER1,51526,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
GJB2,2706,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
CST3,1471,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
PYCR2,29920,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
GUCY1B3,2983,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
CBX8,57332,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
PYCR1,5831,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
CYP1B1,1545,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
ROMO1,140823,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
MPV17,4358,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
HDAC6,10013,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
ZNF277,11179,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
LONP1,9361,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
STAU1,6780,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
VRK2,7444,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
PRODH,5625,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
MELK,9833,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
NET1,10276,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
RHOB,388,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
RBM11,54033,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
SLC25A24,29957,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
PRKRA,8575,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
ADNP2,22850,PARTICIPATES_GpBP,cellular response to oxidative stress,GO:0034599
GIMAP1,170575,PARTICIPATES_GpBP,B cell activation,GO:0042113
PLCL2,23228,PARTICIPATES_GpBP,B cell activation,GO:0042113
POLM,27434,PARTICIPATES_GpBP,B cell activation,GO:0042113
LYL1,4066,PARTICIPATES_GpBP,B cell activation,GO:0042113
CMTM7,112616,PARTICIPATES_GpBP,B cell activation,GO:0042113
ICOSLG,23308,PARTICIPATES_GpBP,B cell activation,GO:0042113
TPD52,7163,PARTICIPATES_GpBP,B cell activation,GO:0042113
VPRBP,9730,PARTICIPATES_GpBP,B cell activation,GO:0042113
IKZF3,22806,PARTICIPATES_GpBP,B cell activation,GO:0042113
ONECUT1,3175,PARTICIPATES_GpBP,B cell activation,GO:0042113
IFNA1,3439,PARTICIPATES_GpBP,B cell activation,GO:0042113
TXLNA,200081,PARTICIPATES_GpBP,B cell activation,GO:0042113
BLNK,29760,PARTICIPATES_GpBP,B cell activation,GO:0042113
CXCR5,643,PARTICIPATES_GpBP,B cell activation,GO:0042113
NKX2-3,159296,PARTICIPATES_GpBP,B cell activation,GO:0042113
AKAP17A,8227,PARTICIPATES_GpBP,B cell activation,GO:0042113
MFNG,4242,PARTICIPATES_GpBP,B cell activation,GO:0042113
ADGRG3,222487,PARTICIPATES_GpBP,B cell activation,GO:0042113
LRRC8A,56262,PARTICIPATES_GpBP,B cell activation,GO:0042113
RAG2,5897,PARTICIPATES_GpBP,B cell activation,GO:0042113
IFNW1,3467,PARTICIPATES_GpBP,B cell activation,GO:0042113
MS4A1,931,PARTICIPATES_GpBP,B cell activation,GO:0042113
DCLRE1C,64421,PARTICIPATES_GpBP,B cell activation,GO:0042113
GPR183,1880,PARTICIPATES_GpBP,B cell activation,GO:0042113
PHOX2A,401,PARTICIPATES_GpBP,cranial nerve formation,GO:0021603
SIN3B,23309,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
BRMS1,25855,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
MTA2,9219,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
BRMS1L,84312,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
HDAC8,55869,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
SFPQ,6421,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
MORF4L2,9643,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
HDAC10,83933,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
RCOR1,23186,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
PRDM5,11107,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
TBL1X,6907,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
SMARCAD1,56916,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
ELK4,2005,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
SUDS3,64426,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
MORF4L1,10933,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
HOPX,84525,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
SIRT3,23410,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
TBL1XR1,79718,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
HDAC11,79885,PARTICIPATES_GpBP,histone deacetylation,GO:0016575
WRAP53,55135,PARTICIPATES_GpBP,regulation of establishment of protein localization to telomere,GO:0070203
CCT6A,908,PARTICIPATES_GpBP,regulation of establishment of protein localization to telomere,GO:0070203
PON3,5446,PARTICIPATES_GpBP,phenylpropanoid catabolic process,GO:0046271
EPHX2,2053,PARTICIPATES_GpBP,phenylpropanoid catabolic process,GO:0046271
CYP2A6,1548,PARTICIPATES_GpBP,phenylpropanoid catabolic process,GO:0046271
ABCA2,20,PARTICIPATES_GpBP,sterol transport,GO:0015918
ABCG4,64137,PARTICIPATES_GpBP,sterol transport,GO:0015918
ABCA5,23461,PARTICIPATES_GpBP,sterol transport,GO:0015918
OSBP,5007,PARTICIPATES_GpBP,sterol transport,GO:0015918
MSR1,4481,PARTICIPATES_GpBP,sterol transport,GO:0015918
STX12,23673,PARTICIPATES_GpBP,sterol transport,GO:0015918
SLC25A12,8604,PARTICIPATES_GpBP,C4-dicarboxylate transport,GO:0015740
SLC13A3,64849,PARTICIPATES_GpBP,C4-dicarboxylate transport,GO:0015740
SLC13A5,284111,PARTICIPATES_GpBP,C4-dicarboxylate transport,GO:0015740
SLC25A13,10165,PARTICIPATES_GpBP,C4-dicarboxylate transport,GO:0015740
ATP5S,27109,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
IMPDH2,3615,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
PAPSS2,9060,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ADSSL1,122622,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
CHCHD10,400916,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5O,539,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
SURF1,6834,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
VPS9D1,9605,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5D,513,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ADK,132,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5L2,267020,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5G3,518,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
GMPS,8833,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5J2,9551,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
IMPDH1,3614,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5I,521,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
UQCC3,790955,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5F1,515,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
PRPS2,5634,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
LDHC,3948,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5A1,498,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5H,10476,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
AK9,221264,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5G2,517,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ADSL,158,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5C1,509,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
PAPSS1,9061,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5L,10632,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5E,514,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
GBAS,2631,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5J,522,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
ATP5G1,516,PARTICIPATES_GpBP,purine ribonucleoside biosynthetic process,GO:0046129
RUNX3,864,PARTICIPATES_GpBP,interferon-gamma production,GO:0032609
TBX21,30009,PARTICIPATES_GpBP,positive regulation of DNA recombination,GO:0045911
PAXIP1,22976,PARTICIPATES_GpBP,positive regulation of DNA recombination,GO:0045911
WHSC1,7468,PARTICIPATES_GpBP,positive regulation of DNA recombination,GO:0045911
TEAD3,7005,PARTICIPATES_GpBP,neuroblast division,GO:0055057
DCT,1638,PARTICIPATES_GpBP,neuroblast division,GO:0055057
SOX5,6660,PARTICIPATES_GpBP,neuroblast division,GO:0055057
DOCK7,85440,PARTICIPATES_GpBP,neuroblast division,GO:0055057
ZNF45,7596,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF1B,9014,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR1A,25885,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2F,5435,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED20,9477,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF1C,9013,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLRMT,5442,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NR3C2,4306,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
CDK7,1022,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MAML2,84441,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
CRCP,27297,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF6,6878,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
RTF1,23168,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MAZ,4150,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2F1,2962,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
BRF1,2972,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2H2,2966,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED25,81857,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF13,6884,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED4,29079,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED23,9439,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2B,2959,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NAT14,57106,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2L,5441,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NR2C1,7181,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TWISTNB,221830,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NR5A2,2494,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
YWHAH,7533,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED26,9441,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NDUFA4,4697,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TFAM,7019,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED12,9968,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2B,5431,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
RXRB,6257,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GSR,2936,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NR1D2,9975,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2H3,2967,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF7,6879,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF6L,10629,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF2,6873,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR1C,9533,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX7A2L,9167,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF1A,9015,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2A1,2957,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED10,84246,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TEAD1,7003,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TXNRD1,7296,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED7,9443,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NRBP1,29959,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
E2F2,1870,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF12,6883,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX5A,9377,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2H1,2965,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED27,9442,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR1E,64425,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
THRB,7068,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2A2,2958,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2K,5440,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED30,90390,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2I,2969,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
CCNH,902,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2G,5436,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
CD3EAP,10849,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR1D,51082,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2I,5438,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2E2,2961,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NRBF2,29982,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED15,51586,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TEAD2,8463,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED8,112950,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TTF1,7270,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX6C,1345,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED24,9862,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
THRAP3,9967,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED17,9440,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
ESRRA,2101,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GPX2,2877,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX6A1,1337,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX5B,1329,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MAML1,9794,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2C,5432,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF5,6877,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NR1I3,9970,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
UBTF,7343,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED16,10025,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR3GL,84265,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MAML3,55534,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
SNAPC5,10302,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2F2,2963,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2H,5437,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
PTRF,284119,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR1B,84172,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2E,5434,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2H5,404672,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX7C,1350,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED14,9282,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
E2F3,1871,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
YWHAQ,10971,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX4I1,1327,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TFB2M,64216,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2A,5430,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
MED6,10001,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
GTF2E1,2960,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR3H,171568,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
SESN1,27244,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
COX6B1,1340,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR2J,5439,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
TAF1,6872,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
HNF4G,3174,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
POLR3G,10622,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
NR2C2AP,126382,PARTICIPATES_GpBP,"DNA-templated transcription, initiation",GO:0006352
CTBS,1486,PARTICIPATES_GpBP,oligosaccharide catabolic process,GO:0009313
HEXB,3074,PARTICIPATES_GpBP,oligosaccharide catabolic process,GO:0009313
GM2A,2760,PARTICIPATES_GpBP,oligosaccharide catabolic process,GO:0009313
CTHRC1,115908,PARTICIPATES_GpBP,localization of cell,GO:0051674
LRRC6,23639,PARTICIPATES_GpBP,localization of cell,GO:0051674
DNAH5,1767,PARTICIPATES_GpBP,localization of cell,GO:0051674
GFRA3,2676,PARTICIPATES_GpBP,localization of cell,GO:0051674
DNAH17,8632,PARTICIPATES_GpBP,localization of cell,GO:0051674
KRT2,3849,PARTICIPATES_GpBP,localization of cell,GO:0051674
JAGN1,84522,PARTICIPATES_GpBP,localization of cell,GO:0051674
ROBO3,64221,PARTICIPATES_GpBP,localization of cell,GO:0051674
SATB2,23314,PARTICIPATES_GpBP,localization of cell,GO:0051674
CKLF,51192,PARTICIPATES_GpBP,localization of cell,GO:0051674
DPP4,1803,PARTICIPATES_GpBP,localization of cell,GO:0051674
GPM6A,2823,PARTICIPATES_GpBP,localization of cell,GO:0051674
JAM2,58494,PARTICIPATES_GpBP,localization of cell,GO:0051674
PSTPIP1,9051,PARTICIPATES_GpBP,localization of cell,GO:0051674
ITGAL,3683,PARTICIPATES_GpBP,localization of cell,GO:0051674
PTPRF,5792,PARTICIPATES_GpBP,localization of cell,GO:0051674
ERG,2078,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL28,56477,PARTICIPATES_GpBP,localization of cell,GO:0051674
STYK1,55359,PARTICIPATES_GpBP,localization of cell,GO:0051674
UNK,85451,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCR6,1235,PARTICIPATES_GpBP,localization of cell,GO:0051674
EPHB4,2050,PARTICIPATES_GpBP,localization of cell,GO:0051674
BIN2,51411,PARTICIPATES_GpBP,localization of cell,GO:0051674
PEAK1,79834,PARTICIPATES_GpBP,localization of cell,GO:0051674
CD151,977,PARTICIPATES_GpBP,localization of cell,GO:0051674
TMEM201,199953,PARTICIPATES_GpBP,localization of cell,GO:0051674
DOK2,9046,PARTICIPATES_GpBP,localization of cell,GO:0051674
SIRPG,55423,PARTICIPATES_GpBP,localization of cell,GO:0051674
ARID5B,84159,PARTICIPATES_GpBP,localization of cell,GO:0051674
ITGA9,3680,PARTICIPATES_GpBP,localization of cell,GO:0051674
SAA4,6291,PARTICIPATES_GpBP,localization of cell,GO:0051674
GBX2,2637,PARTICIPATES_GpBP,localization of cell,GO:0051674
RERE,473,PARTICIPATES_GpBP,localization of cell,GO:0051674
S100P,6286,PARTICIPATES_GpBP,localization of cell,GO:0051674
SOX18,54345,PARTICIPATES_GpBP,localization of cell,GO:0051674
TRPM4,54795,PARTICIPATES_GpBP,localization of cell,GO:0051674
FAP,2191,PARTICIPATES_GpBP,localization of cell,GO:0051674
CXCL5,6374,PARTICIPATES_GpBP,localization of cell,GO:0051674
CDC42BPA,8476,PARTICIPATES_GpBP,localization of cell,GO:0051674
CELSR1,9620,PARTICIPATES_GpBP,localization of cell,GO:0051674
BRAT1,221927,PARTICIPATES_GpBP,localization of cell,GO:0051674
ASAP3,55616,PARTICIPATES_GpBP,localization of cell,GO:0051674
PLEKHG5,57449,PARTICIPATES_GpBP,localization of cell,GO:0051674
