Anatomy,Anatomy_ID,Relation,Gene,Gene_ID
lymph node,UBERON:0000029,EXPRESSES_AeG,STK3,6788
lymph node,UBERON:0000029,EXPRESSES_AeG,CHSY3,337876
lymph node,UBERON:0000029,EXPRESSES_AeG,KRT8,3856
lymph node,UBERON:0000029,EXPRESSES_AeG,SPSB2,84727
lymph node,UBERON:0000029,EXPRESSES_AeG,CCDC120,90060
lymph node,UBERON:0000029,EXPRESSES_AeG,USP11,8237
lymph node,UBERON:0000029,EXPRESSES_AeG,SH2B1,25970
lymph node,UBERON:0000029,EXPRESSES_AeG,AURKA,6790
lymph node,UBERON:0000029,EXPRESSES_AeG,NOP14,8602
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM177B,400823
lymph node,UBERON:0000029,EXPRESSES_AeG,EML6,400954
lymph node,UBERON:0000029,EXPRESSES_AeG,LSM10,84967
lymph node,UBERON:0000029,EXPRESSES_AeG,PSMB4,5692
lymph node,UBERON:0000029,EXPRESSES_AeG,RPL19,6143
lymph node,UBERON:0000029,EXPRESSES_AeG,SPATA20,64847
lymph node,UBERON:0000029,EXPRESSES_AeG,NENF,29937
lymph node,UBERON:0000029,EXPRESSES_AeG,CREB3L1,90993
lymph node,UBERON:0000029,EXPRESSES_AeG,RAC1,5879
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR33,55339
lymph node,UBERON:0000029,EXPRESSES_AeG,GRAMD1A,57655
lymph node,UBERON:0000029,EXPRESSES_AeG,CPE,1363
lymph node,UBERON:0000029,EXPRESSES_AeG,ANKRD28,23243
lymph node,UBERON:0000029,EXPRESSES_AeG,GATM,2628
lymph node,UBERON:0000029,EXPRESSES_AeG,ECHDC2,55268
lymph node,UBERON:0000029,EXPRESSES_AeG,PTPN9,5780
lymph node,UBERON:0000029,EXPRESSES_AeG,CEP112,201134
lymph node,UBERON:0000029,EXPRESSES_AeG,ARL14EP,120534
lymph node,UBERON:0000029,EXPRESSES_AeG,C1orf123,54987
lymph node,UBERON:0000029,EXPRESSES_AeG,COA1,55744
lymph node,UBERON:0000029,EXPRESSES_AeG,LETM2,137994
lymph node,UBERON:0000029,EXPRESSES_AeG,DENND3,22898
lymph node,UBERON:0000029,EXPRESSES_AeG,CTAG2,30848
lymph node,UBERON:0000029,EXPRESSES_AeG,RBM45,129831
lymph node,UBERON:0000029,EXPRESSES_AeG,PPP2R5D,5528
lymph node,UBERON:0000029,EXPRESSES_AeG,CECR1,51816
lymph node,UBERON:0000029,EXPRESSES_AeG,ZBTB18,10472
lymph node,UBERON:0000029,EXPRESSES_AeG,PXDN,7837
lymph node,UBERON:0000029,EXPRESSES_AeG,LOC100996693,100996693
lymph node,UBERON:0000029,EXPRESSES_AeG,PARPBP,55010
lymph node,UBERON:0000029,EXPRESSES_AeG,C6orf89,221477
lymph node,UBERON:0000029,EXPRESSES_AeG,AP5M1,55745
lymph node,UBERON:0000029,EXPRESSES_AeG,NDUFAF6,137682
lymph node,UBERON:0000029,EXPRESSES_AeG,PTPRM,5797
lymph node,UBERON:0000029,EXPRESSES_AeG,C8orf88,100127983
lymph node,UBERON:0000029,EXPRESSES_AeG,CD320,51293
lymph node,UBERON:0000029,EXPRESSES_AeG,UBQLN4,56893
lymph node,UBERON:0000029,EXPRESSES_AeG,ARMCX2,9823
lymph node,UBERON:0000029,EXPRESSES_AeG,ASNSD1,54529
lymph node,UBERON:0000029,EXPRESSES_AeG,BRAP,8315
lymph node,UBERON:0000029,EXPRESSES_AeG,PTPRG,5793
lymph node,UBERON:0000029,EXPRESSES_AeG,ZFP3,124961
lymph node,UBERON:0000029,EXPRESSES_AeG,MLH1,4292
lymph node,UBERON:0000029,EXPRESSES_AeG,GTF2H3,2967
lymph node,UBERON:0000029,EXPRESSES_AeG,ROR1,4919
lymph node,UBERON:0000029,EXPRESSES_AeG,LETMD1,25875
lymph node,UBERON:0000029,EXPRESSES_AeG,OLFM2,93145
lymph node,UBERON:0000029,EXPRESSES_AeG,SPECC1,92521
lymph node,UBERON:0000029,EXPRESSES_AeG,ABCA4,24
lymph node,UBERON:0000029,EXPRESSES_AeG,MFN2,9927
lymph node,UBERON:0000029,EXPRESSES_AeG,MMP16,4325
lymph node,UBERON:0000029,EXPRESSES_AeG,PPFIBP2,8495
lymph node,UBERON:0000029,EXPRESSES_AeG,MALL,7851
lymph node,UBERON:0000029,EXPRESSES_AeG,KLF11,8462
lymph node,UBERON:0000029,EXPRESSES_AeG,SRP68,6730
lymph node,UBERON:0000029,EXPRESSES_AeG,POLR3D,661
lymph node,UBERON:0000029,EXPRESSES_AeG,CNTLN,54875
lymph node,UBERON:0000029,EXPRESSES_AeG,ARPC5L,81873
lymph node,UBERON:0000029,EXPRESSES_AeG,AIF1,199
lymph node,UBERON:0000029,EXPRESSES_AeG,PRRX1,5396
lymph node,UBERON:0000029,EXPRESSES_AeG,PLCB4,5332
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM19A2,338811
lymph node,UBERON:0000029,EXPRESSES_AeG,RDH11,51109
lymph node,UBERON:0000029,EXPRESSES_AeG,EIF3F,8665
lymph node,UBERON:0000029,EXPRESSES_AeG,BTBD11,121551
lymph node,UBERON:0000029,EXPRESSES_AeG,ZDBF2,57683
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF493,284443
lymph node,UBERON:0000029,EXPRESSES_AeG,ITGB3,3690
lymph node,UBERON:0000029,EXPRESSES_AeG,POLA2,23649
lymph node,UBERON:0000029,EXPRESSES_AeG,MAP2K7,5609
lymph node,UBERON:0000029,EXPRESSES_AeG,SYCP2,10388
lymph node,UBERON:0000029,EXPRESSES_AeG,CD2BP2,10421
lymph node,UBERON:0000029,EXPRESSES_AeG,ABCB10,23456
lymph node,UBERON:0000029,EXPRESSES_AeG,KLF15,28999
lymph node,UBERON:0000029,EXPRESSES_AeG,ULK3,25989
lymph node,UBERON:0000029,EXPRESSES_AeG,HOXD10,3236
lymph node,UBERON:0000029,EXPRESSES_AeG,C16orf91,283951
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM84B,157638
lymph node,UBERON:0000029,EXPRESSES_AeG,GPR75,10936
lymph node,UBERON:0000029,EXPRESSES_AeG,PGC,5225
lymph node,UBERON:0000029,EXPRESSES_AeG,NBAS,51594
lymph node,UBERON:0000029,EXPRESSES_AeG,TGIF2,60436
lymph node,UBERON:0000029,EXPRESSES_AeG,IZUMO4,113177
lymph node,UBERON:0000029,EXPRESSES_AeG,GLTSCR1L,23506
lymph node,UBERON:0000029,EXPRESSES_AeG,BATF2,116071
lymph node,UBERON:0000029,EXPRESSES_AeG,YJEFN3,374887
lymph node,UBERON:0000029,EXPRESSES_AeG,HSPA4,3308
lymph node,UBERON:0000029,EXPRESSES_AeG,PCDH18,54510
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC1A5,6510
lymph node,UBERON:0000029,EXPRESSES_AeG,PRMT9,90826
lymph node,UBERON:0000029,EXPRESSES_AeG,EXOC6,54536
lymph node,UBERON:0000029,EXPRESSES_AeG,CX3CL1,6376
lymph node,UBERON:0000029,EXPRESSES_AeG,CBLN4,140689
lymph node,UBERON:0000029,EXPRESSES_AeG,IGFBP4,3487
lymph node,UBERON:0000029,EXPRESSES_AeG,TAF11,6882
lymph node,UBERON:0000029,EXPRESSES_AeG,C19orf54,284325
lymph node,UBERON:0000029,EXPRESSES_AeG,LAMTOR2,28956
lymph node,UBERON:0000029,EXPRESSES_AeG,POLR3GL,84265
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM5,10329
lymph node,UBERON:0000029,EXPRESSES_AeG,HOXA5,3202
lymph node,UBERON:0000029,EXPRESSES_AeG,EPAS1,2034
lymph node,UBERON:0000029,EXPRESSES_AeG,SNX16,64089
lymph node,UBERON:0000029,EXPRESSES_AeG,ZMYND11,10771
lymph node,UBERON:0000029,EXPRESSES_AeG,TTI2,80185
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF664,144348
lymph node,UBERON:0000029,EXPRESSES_AeG,MRPL38,64978
lymph node,UBERON:0000029,EXPRESSES_AeG,HNRNPU,3192
lymph node,UBERON:0000029,EXPRESSES_AeG,LDHB,3945
lymph node,UBERON:0000029,EXPRESSES_AeG,CCDC17,149483
lymph node,UBERON:0000029,EXPRESSES_AeG,ZCWPW1,55063
lymph node,UBERON:0000029,EXPRESSES_AeG,CENPT,80152
lymph node,UBERON:0000029,EXPRESSES_AeG,ACO1,48
lymph node,UBERON:0000029,EXPRESSES_AeG,PDE4D,5144
lymph node,UBERON:0000029,EXPRESSES_AeG,DOCK1,1793
lymph node,UBERON:0000029,EXPRESSES_AeG,CDK7,1022
lymph node,UBERON:0000029,EXPRESSES_AeG,FIP1L1,81608
lymph node,UBERON:0000029,EXPRESSES_AeG,CALCOCO2,10241
lymph node,UBERON:0000029,EXPRESSES_AeG,COX7A2,1347
lymph node,UBERON:0000029,EXPRESSES_AeG,PDE3B,5140
lymph node,UBERON:0000029,EXPRESSES_AeG,IL7,3574
lymph node,UBERON:0000029,EXPRESSES_AeG,RBMX,27316
lymph node,UBERON:0000029,EXPRESSES_AeG,HSBP1L1,440498
lymph node,UBERON:0000029,EXPRESSES_AeG,NR2C2,7182
lymph node,UBERON:0000029,EXPRESSES_AeG,AHCTF1,25909
lymph node,UBERON:0000029,EXPRESSES_AeG,RAD51,5888
lymph node,UBERON:0000029,EXPRESSES_AeG,ARF6,382
lymph node,UBERON:0000029,EXPRESSES_AeG,NSMAF,8439
lymph node,UBERON:0000029,EXPRESSES_AeG,CDK18,5129
lymph node,UBERON:0000029,EXPRESSES_AeG,METTL10,399818
lymph node,UBERON:0000029,EXPRESSES_AeG,DHRS13,147015
lymph node,UBERON:0000029,EXPRESSES_AeG,F10,2159
lymph node,UBERON:0000029,EXPRESSES_AeG,LIPE,3991
lymph node,UBERON:0000029,EXPRESSES_AeG,PPP4C,5531
lymph node,UBERON:0000029,EXPRESSES_AeG,ZFYVE27,118813
lymph node,UBERON:0000029,EXPRESSES_AeG,LCA5,167691
lymph node,UBERON:0000029,EXPRESSES_AeG,MAPK9,5601
lymph node,UBERON:0000029,EXPRESSES_AeG,PLAU,5328
lymph node,UBERON:0000029,EXPRESSES_AeG,NID1,4811
lymph node,UBERON:0000029,EXPRESSES_AeG,CDC37L1,55664
lymph node,UBERON:0000029,EXPRESSES_AeG,RP9,6100
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNHIT6,54680
lymph node,UBERON:0000029,EXPRESSES_AeG,ANXA11,311
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC39A14,23516
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC6A9,6536
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM161B,153396
lymph node,UBERON:0000029,EXPRESSES_AeG,NUCKS1,64710
lymph node,UBERON:0000029,EXPRESSES_AeG,PLGRKT,55848
lymph node,UBERON:0000029,EXPRESSES_AeG,IKBKB,3551
lymph node,UBERON:0000029,EXPRESSES_AeG,HGF,3082
lymph node,UBERON:0000029,EXPRESSES_AeG,LIPA,3988
lymph node,UBERON:0000029,EXPRESSES_AeG,LRRC48,83450
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF614,80110
lymph node,UBERON:0000029,EXPRESSES_AeG,NDUFA11,126328
lymph node,UBERON:0000029,EXPRESSES_AeG,VGLL3,389136
lymph node,UBERON:0000029,EXPRESSES_AeG,SAR1A,56681
lymph node,UBERON:0000029,EXPRESSES_AeG,MSMO1,6307
lymph node,UBERON:0000029,EXPRESSES_AeG,NCOR2,9612
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC40A1,30061
lymph node,UBERON:0000029,EXPRESSES_AeG,PROSC,11212
lymph node,UBERON:0000029,EXPRESSES_AeG,CRY1,1407
lymph node,UBERON:0000029,EXPRESSES_AeG,ZC3H8,84524
lymph node,UBERON:0000029,EXPRESSES_AeG,CDC42,998
lymph node,UBERON:0000029,EXPRESSES_AeG,PAPOLG,64895
lymph node,UBERON:0000029,EXPRESSES_AeG,MAPK8IP1,9479
lymph node,UBERON:0000029,EXPRESSES_AeG,CCDC82,79780
lymph node,UBERON:0000029,EXPRESSES_AeG,NBR1,4077
lymph node,UBERON:0000029,EXPRESSES_AeG,ZFAND1,79752
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM243,79161
lymph node,UBERON:0000029,EXPRESSES_AeG,DDX6,1656
lymph node,UBERON:0000029,EXPRESSES_AeG,PWWP2B,170394
lymph node,UBERON:0000029,EXPRESSES_AeG,PDLIM1,9124
lymph node,UBERON:0000029,EXPRESSES_AeG,ORC6,23594
lymph node,UBERON:0000029,EXPRESSES_AeG,APOBEC3D,140564
lymph node,UBERON:0000029,EXPRESSES_AeG,CEP350,9857
lymph node,UBERON:0000029,EXPRESSES_AeG,FRG1,2483
lymph node,UBERON:0000029,EXPRESSES_AeG,HSD17B7,51478
lymph node,UBERON:0000029,EXPRESSES_AeG,PRR29,92340
lymph node,UBERON:0000029,EXPRESSES_AeG,DAP3,7818
lymph node,UBERON:0000029,EXPRESSES_AeG,RNF123,63891
lymph node,UBERON:0000029,EXPRESSES_AeG,SCLY,51540
lymph node,UBERON:0000029,EXPRESSES_AeG,DHRS9,10170
lymph node,UBERON:0000029,EXPRESSES_AeG,MECOM,2122
lymph node,UBERON:0000029,EXPRESSES_AeG,TNKS2,80351
lymph node,UBERON:0000029,EXPRESSES_AeG,SPAG16,79582
lymph node,UBERON:0000029,EXPRESSES_AeG,RECQL5,9400
lymph node,UBERON:0000029,EXPRESSES_AeG,SBNO2,22904
lymph node,UBERON:0000029,EXPRESSES_AeG,MEF2A,4205
lymph node,UBERON:0000029,EXPRESSES_AeG,FGL2,10875
lymph node,UBERON:0000029,EXPRESSES_AeG,HSPB3,8988
lymph node,UBERON:0000029,EXPRESSES_AeG,RNF215,200312
lymph node,UBERON:0000029,EXPRESSES_AeG,YPEL4,219539
lymph node,UBERON:0000029,EXPRESSES_AeG,MCM5,4174
lymph node,UBERON:0000029,EXPRESSES_AeG,GTF3A,2971
lymph node,UBERON:0000029,EXPRESSES_AeG,XRRA1,143570
lymph node,UBERON:0000029,EXPRESSES_AeG,SEMA3B,7869
lymph node,UBERON:0000029,EXPRESSES_AeG,RASGEF1B,153020
lymph node,UBERON:0000029,EXPRESSES_AeG,TNS1,7145
lymph node,UBERON:0000029,EXPRESSES_AeG,EPB41L3,23136
lymph node,UBERON:0000029,EXPRESSES_AeG,LRRC6,23639
lymph node,UBERON:0000029,EXPRESSES_AeG,MTA1,9112
lymph node,UBERON:0000029,EXPRESSES_AeG,LRRC37A3,374819
lymph node,UBERON:0000029,EXPRESSES_AeG,USP39,10713
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR19,57728
lymph node,UBERON:0000029,EXPRESSES_AeG,HSPA6,3310
lymph node,UBERON:0000029,EXPRESSES_AeG,MEOX1,4222
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM109A,144717
lymph node,UBERON:0000029,EXPRESSES_AeG,CEACAM19,56971
lymph node,UBERON:0000029,EXPRESSES_AeG,KCTD18,130535
lymph node,UBERON:0000029,EXPRESSES_AeG,MRPS30,10884
lymph node,UBERON:0000029,EXPRESSES_AeG,PAQR6,79957
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR75,84128
lymph node,UBERON:0000029,EXPRESSES_AeG,RAB8B,51762
lymph node,UBERON:0000029,EXPRESSES_AeG,GZMH,2999
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM76A,199870
lymph node,UBERON:0000029,EXPRESSES_AeG,PAFAH1B3,5050
lymph node,UBERON:0000029,EXPRESSES_AeG,HSD17B6,8630
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM120B,144404
lymph node,UBERON:0000029,EXPRESSES_AeG,KBTBD2,25948
lymph node,UBERON:0000029,EXPRESSES_AeG,BAHD1,22893
lymph node,UBERON:0000029,EXPRESSES_AeG,MMP9,4318
lymph node,UBERON:0000029,EXPRESSES_AeG,CAMK2D,817
lymph node,UBERON:0000029,EXPRESSES_AeG,LGI2,55203
lymph node,UBERON:0000029,EXPRESSES_AeG,POMGNT1,55624
lymph node,UBERON:0000029,EXPRESSES_AeG,UBA5,79876
lymph node,UBERON:0000029,EXPRESSES_AeG,EXOC2,55770
lymph node,UBERON:0000029,EXPRESSES_AeG,RHPN2,85415
lymph node,UBERON:0000029,EXPRESSES_AeG,GLMN,11146
lymph node,UBERON:0000029,EXPRESSES_AeG,MAP3K13,9175
lymph node,UBERON:0000029,EXPRESSES_AeG,UNC5A,90249
lymph node,UBERON:0000029,EXPRESSES_AeG,UHRF2,115426
lymph node,UBERON:0000029,EXPRESSES_AeG,XYLT1,64131
lymph node,UBERON:0000029,EXPRESSES_AeG,RECQL4,9401
lymph node,UBERON:0000029,EXPRESSES_AeG,MAP3K12,7786
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR62,284403
lymph node,UBERON:0000029,EXPRESSES_AeG,HMP19,51617
lymph node,UBERON:0000029,EXPRESSES_AeG,UBE2J1,51465
lymph node,UBERON:0000029,EXPRESSES_AeG,RRP15,51018
lymph node,UBERON:0000029,EXPRESSES_AeG,SART3,9733
lymph node,UBERON:0000029,EXPRESSES_AeG,EPHA2,1969
lymph node,UBERON:0000029,EXPRESSES_AeG,HMGB1,3146
lymph node,UBERON:0000029,EXPRESSES_AeG,SH2B2,10603
lymph node,UBERON:0000029,EXPRESSES_AeG,APEH,327
lymph node,UBERON:0000029,EXPRESSES_AeG,EDNRB,1910
lymph node,UBERON:0000029,EXPRESSES_AeG,LST1,7940
lymph node,UBERON:0000029,EXPRESSES_AeG,ARID3B,10620
lymph node,UBERON:0000029,EXPRESSES_AeG,NIPSNAP1,8508
lymph node,UBERON:0000029,EXPRESSES_AeG,IFT20,90410
lymph node,UBERON:0000029,EXPRESSES_AeG,CXCL9,4283
lymph node,UBERON:0000029,EXPRESSES_AeG,TBC1D30,23329
lymph node,UBERON:0000029,EXPRESSES_AeG,DVL2,1856
lymph node,UBERON:0000029,EXPRESSES_AeG,FMNL1,752
lymph node,UBERON:0000029,EXPRESSES_AeG,GLCCI1,113263
lymph node,UBERON:0000029,EXPRESSES_AeG,CDK16,5127
lymph node,UBERON:0000029,EXPRESSES_AeG,ASTN2,23245
lymph node,UBERON:0000029,EXPRESSES_AeG,CDC14B,8555
lymph node,UBERON:0000029,EXPRESSES_AeG,MUC1,4582
lymph node,UBERON:0000029,EXPRESSES_AeG,TRIM6,117854
lymph node,UBERON:0000029,EXPRESSES_AeG,MYH3,4621
lymph node,UBERON:0000029,EXPRESSES_AeG,ATP1A1,476
lymph node,UBERON:0000029,EXPRESSES_AeG,GIMAP8,155038
lymph node,UBERON:0000029,EXPRESSES_AeG,PEAR1,375033
lymph node,UBERON:0000029,EXPRESSES_AeG,HMG20A,10363
lymph node,UBERON:0000029,EXPRESSES_AeG,PTGFR,5737
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC35A3,23443
lymph node,UBERON:0000029,EXPRESSES_AeG,BLZF1,8548
lymph node,UBERON:0000029,EXPRESSES_AeG,ZMYM4,9202
lymph node,UBERON:0000029,EXPRESSES_AeG,ILDR1,286676
lymph node,UBERON:0000029,EXPRESSES_AeG,RPL15,6138
lymph node,UBERON:0000029,EXPRESSES_AeG,DCP2,167227
lymph node,UBERON:0000029,EXPRESSES_AeG,FCAMR,83953
lymph node,UBERON:0000029,EXPRESSES_AeG,NADSYN1,55191
lymph node,UBERON:0000029,EXPRESSES_AeG,CHPT1,56994
lymph node,UBERON:0000029,EXPRESSES_AeG,CPNE3,8895
lymph node,UBERON:0000029,EXPRESSES_AeG,ATAD2B,54454
lymph node,UBERON:0000029,EXPRESSES_AeG,AAR2,25980
lymph node,UBERON:0000029,EXPRESSES_AeG,AHCYL2,23382
lymph node,UBERON:0000029,EXPRESSES_AeG,CES2,8824
lymph node,UBERON:0000029,EXPRESSES_AeG,FGGY,55277
lymph node,UBERON:0000029,EXPRESSES_AeG,ZFP64,55734
lymph node,UBERON:0000029,EXPRESSES_AeG,NQO1,1728
lymph node,UBERON:0000029,EXPRESSES_AeG,DNASE1L3,1776
lymph node,UBERON:0000029,EXPRESSES_AeG,HIST1H4H,8365
lymph node,UBERON:0000029,EXPRESSES_AeG,ATF7IP2,80063
lymph node,UBERON:0000029,EXPRESSES_AeG,HP,3240
lymph node,UBERON:0000029,EXPRESSES_AeG,NPR2,4882
lymph node,UBERON:0000029,EXPRESSES_AeG,DGUOK,1716
lymph node,UBERON:0000029,EXPRESSES_AeG,NUDT16,131870
lymph node,UBERON:0000029,EXPRESSES_AeG,METAP1,23173
lymph node,UBERON:0000029,EXPRESSES_AeG,RNF41,10193
lymph node,UBERON:0000029,EXPRESSES_AeG,TLR5,7100
lymph node,UBERON:0000029,EXPRESSES_AeG,ANKRD11,29123
lymph node,UBERON:0000029,EXPRESSES_AeG,ATF1,466
lymph node,UBERON:0000029,EXPRESSES_AeG,DDHD2,23259
lymph node,UBERON:0000029,EXPRESSES_AeG,REEP5,7905
lymph node,UBERON:0000029,EXPRESSES_AeG,PARP1,142
lymph node,UBERON:0000029,EXPRESSES_AeG,MBNL1,4154
lymph node,UBERON:0000029,EXPRESSES_AeG,GOLGA5,9950
lymph node,UBERON:0000029,EXPRESSES_AeG,ADD3,120
lymph node,UBERON:0000029,EXPRESSES_AeG,HCFC1,3054
lymph node,UBERON:0000029,EXPRESSES_AeG,NUP62,23636
lymph node,UBERON:0000029,EXPRESSES_AeG,RFX1,5989
lymph node,UBERON:0000029,EXPRESSES_AeG,PTGR1,22949
lymph node,UBERON:0000029,EXPRESSES_AeG,ST3GAL2,6483
lymph node,UBERON:0000029,EXPRESSES_AeG,PTDSS2,81490
lymph node,UBERON:0000029,EXPRESSES_AeG,ZC3H12D,340152
lymph node,UBERON:0000029,EXPRESSES_AeG,SGOL2,151246
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC35A4,113829
lymph node,UBERON:0000029,EXPRESSES_AeG,CLK1,1195
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM134A,79137
lymph node,UBERON:0000029,EXPRESSES_AeG,IFNLR1,163702
lymph node,UBERON:0000029,EXPRESSES_AeG,IWS1,55677
lymph node,UBERON:0000029,EXPRESSES_AeG,TSLP,85480
lymph node,UBERON:0000029,EXPRESSES_AeG,MN1,4330
lymph node,UBERON:0000029,EXPRESSES_AeG,ANKLE1,126549
lymph node,UBERON:0000029,EXPRESSES_AeG,IFITM2,10581
lymph node,UBERON:0000029,EXPRESSES_AeG,USP12,219333
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC2A11,66035
lymph node,UBERON:0000029,EXPRESSES_AeG,STK25,10494
lymph node,UBERON:0000029,EXPRESSES_AeG,LTBP4,8425
lymph node,UBERON:0000029,EXPRESSES_AeG,ANKRD32,84250
lymph node,UBERON:0000029,EXPRESSES_AeG,SIK3,23387
lymph node,UBERON:0000029,EXPRESSES_AeG,PLEKHF2,79666
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC7A10,56301
lymph node,UBERON:0000029,EXPRESSES_AeG,ZC3H6,376940
lymph node,UBERON:0000029,EXPRESSES_AeG,NPHP4,261734
lymph node,UBERON:0000029,EXPRESSES_AeG,CD80,941
lymph node,UBERON:0000029,EXPRESSES_AeG,C4orf46,201725
lymph node,UBERON:0000029,EXPRESSES_AeG,C2CD5,9847
lymph node,UBERON:0000029,EXPRESSES_AeG,DIRC2,84925
lymph node,UBERON:0000029,EXPRESSES_AeG,DBI,1622
lymph node,UBERON:0000029,EXPRESSES_AeG,RSAD2,91543
lymph node,UBERON:0000029,EXPRESSES_AeG,CEP97,79598
lymph node,UBERON:0000029,EXPRESSES_AeG,CD48,962
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM179B,374395
lymph node,UBERON:0000029,EXPRESSES_AeG,RND1,27289
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC1A4,6509
lymph node,UBERON:0000029,EXPRESSES_AeG,BRAF,673
lymph node,UBERON:0000029,EXPRESSES_AeG,FSD1,79187
lymph node,UBERON:0000029,EXPRESSES_AeG,C11orf96,387763
lymph node,UBERON:0000029,EXPRESSES_AeG,PAFAH1B2,5049
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF677,342926
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC43A1,8501
lymph node,UBERON:0000029,EXPRESSES_AeG,EFHD2,79180
lymph node,UBERON:0000029,EXPRESSES_AeG,LSM2,57819
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF486,90649
lymph node,UBERON:0000029,EXPRESSES_AeG,C10orf2,56652
lymph node,UBERON:0000029,EXPRESSES_AeG,HLA-DQB2,3120
lymph node,UBERON:0000029,EXPRESSES_AeG,TSPYL5,85453
lymph node,UBERON:0000029,EXPRESSES_AeG,PDCD1,5133
lymph node,UBERON:0000029,EXPRESSES_AeG,ABCF2,10061
lymph node,UBERON:0000029,EXPRESSES_AeG,S100A13,6284
lymph node,UBERON:0000029,EXPRESSES_AeG,PTGS2,5743
lymph node,UBERON:0000029,EXPRESSES_AeG,CINP,51550
lymph node,UBERON:0000029,EXPRESSES_AeG,RAMP3,10268
lymph node,UBERON:0000029,EXPRESSES_AeG,GAS7,8522
lymph node,UBERON:0000029,EXPRESSES_AeG,MSRB3,253827
lymph node,UBERON:0000029,EXPRESSES_AeG,CECR5,27440
lymph node,UBERON:0000029,EXPRESSES_AeG,UBE2G2,7327
lymph node,UBERON:0000029,EXPRESSES_AeG,LRRC8B,23507
lymph node,UBERON:0000029,EXPRESSES_AeG,ENPP2,5168
lymph node,UBERON:0000029,EXPRESSES_AeG,ATP5B,506
lymph node,UBERON:0000029,EXPRESSES_AeG,GPI,2821
lymph node,UBERON:0000029,EXPRESSES_AeG,ABCB7,22
lymph node,UBERON:0000029,EXPRESSES_AeG,CERS6,253782
lymph node,UBERON:0000029,EXPRESSES_AeG,TNFSF9,8744
lymph node,UBERON:0000029,EXPRESSES_AeG,C3orf38,285237
lymph node,UBERON:0000029,EXPRESSES_AeG,M6PR,4074
lymph node,UBERON:0000029,EXPRESSES_AeG,MON1A,84315
lymph node,UBERON:0000029,EXPRESSES_AeG,CAPN12,147968
lymph node,UBERON:0000029,EXPRESSES_AeG,PAQR4,124222
lymph node,UBERON:0000029,EXPRESSES_AeG,IER3,8870
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF577,84765
lymph node,UBERON:0000029,EXPRESSES_AeG,PLEKHA8,84725
lymph node,UBERON:0000029,EXPRESSES_AeG,STIP1,10963
lymph node,UBERON:0000029,EXPRESSES_AeG,LYPD5,284348
lymph node,UBERON:0000029,EXPRESSES_AeG,UNC13D,201294
lymph node,UBERON:0000029,EXPRESSES_AeG,SMAD2,4087
lymph node,UBERON:0000029,EXPRESSES_AeG,ATP11A,23250
lymph node,UBERON:0000029,EXPRESSES_AeG,SFI1,9814
lymph node,UBERON:0000029,EXPRESSES_AeG,WBP1,23559
lymph node,UBERON:0000029,EXPRESSES_AeG,EPHA3,2042
lymph node,UBERON:0000029,EXPRESSES_AeG,TBK1,29110
lymph node,UBERON:0000029,EXPRESSES_AeG,PHC3,80012
lymph node,UBERON:0000029,EXPRESSES_AeG,RHNO1,83695
lymph node,UBERON:0000029,EXPRESSES_AeG,WAS,7454
lymph node,UBERON:0000029,EXPRESSES_AeG,OASL,8638
lymph node,UBERON:0000029,EXPRESSES_AeG,FNIP2,57600
lymph node,UBERON:0000029,EXPRESSES_AeG,RNF6,6049
lymph node,UBERON:0000029,EXPRESSES_AeG,TMX3,54495
lymph node,UBERON:0000029,EXPRESSES_AeG,OCEL1,79629
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM79,84283
lymph node,UBERON:0000029,EXPRESSES_AeG,CETP,1071
