Compound,Compound_ID,Relation,Gene,Gene_ID
Cilazapril,DB01340,BINDS_CbG,ACE,1636
Cilazapril,DB01340,BINDS_CbG,SLC15A1,6564
Cilazapril,DB01340,BINDS_CbG,ABCB1,5243
Cilazapril,DB01340,BINDS_CbG,SLC15A2,6565
Phensuximide,DB00832,BINDS_CbG,CACNA1I,8911
Phensuximide,DB00832,BINDS_CbG,CYP2C19,1557
Phensuximide,DB00832,BINDS_CbG,CACNA1H,8912
Exemestane,DB00990,BINDS_CbG,CYP3A4,1576
Exemestane,DB00990,BINDS_CbG,CYP19A1,1588
Brinzolamide,DB01194,BINDS_CbG,CA4,762
Brinzolamide,DB01194,BINDS_CbG,CA5A,763
Brinzolamide,DB01194,BINDS_CbG,CA1,759
Brinzolamide,DB01194,BINDS_CbG,CA14,23632
Brinzolamide,DB01194,BINDS_CbG,CA5B,11238
Brinzolamide,DB01194,BINDS_CbG,CA9,768
Brinzolamide,DB01194,BINDS_CbG,CYP3A4,1576
Brinzolamide,DB01194,BINDS_CbG,CA2,760
Alpha-Linolenic Acid,DB00132,BINDS_CbG,FABP3,2170
Alpha-Linolenic Acid,DB00132,BINDS_CbG,FADS1,3992
Alpha-Linolenic Acid,DB00132,BINDS_CbG,FADS2,9415
Alpha-Linolenic Acid,DB00132,BINDS_CbG,ELOVL4,6785
Alpha-Linolenic Acid,DB00132,BINDS_CbG,TRPV1,7442
Lidocaine,DB00281,BINDS_CbG,CYP2C8,1558
Lidocaine,DB00281,BINDS_CbG,SLC22A5,6584
Lidocaine,DB00281,BINDS_CbG,CYP2D6,1565
Lidocaine,DB00281,BINDS_CbG,EGFR,1956
Lidocaine,DB00281,BINDS_CbG,SCN9A,6335
Lidocaine,DB00281,BINDS_CbG,CYP2B6,1555
Lidocaine,DB00281,BINDS_CbG,CYP3A7,1551
Lidocaine,DB00281,BINDS_CbG,CYP3A5,1577
Lidocaine,DB00281,BINDS_CbG,CYP2A6,1548
Lidocaine,DB00281,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Lidocaine,DB00281,BINDS_CbG,SCN10A,6336
Lidocaine,DB00281,BINDS_CbG,CYP2C9,1559
Lidocaine,DB00281,BINDS_CbG,ABCB1,5243
Lidocaine,DB00281,BINDS_CbG,CYP3A4,1576
Lidocaine,DB00281,BINDS_CbG,CYP2C18,1562
Lidocaine,DB00281,BINDS_CbG,SCN3A,6328
Lidocaine,DB00281,BINDS_CbG,CYP1A2,1544
Lisdexamfetamine,DB01255,BINDS_CbG,SLC18A2,6571
Lisdexamfetamine,DB01255,BINDS_CbG,SLC6A2,6530
Busulfan,DB01008,BINDS_CbG,CYP3A4,1576
Busulfan,DB01008,BINDS_CbG,GSTA2,2939
Busulfan,DB01008,BINDS_CbG,GSTA1,2938
Busulfan,DB01008,BINDS_CbG,MGST2,4258
Busulfan,DB01008,BINDS_CbG,GSTP1,2950
Busulfan,DB01008,BINDS_CbG,GSTM1,2944
Frovatriptan,DB00998,BINDS_CbG,CYP1A2,1544
Ciclesonide,DB01410,BINDS_CbG,CYP2D6,1565
Ciclesonide,DB01410,BINDS_CbG,CES1,1066
Ciclesonide,DB01410,BINDS_CbG,CYP3A4,1576
Ciclesonide,DB01410,BINDS_CbG,SERPINA6,866
Ciclesonide,DB01410,BINDS_CbG,NR3C1,2908
Meclizine,DB00737,BINDS_CbG,HRH1,3269
Meclizine,DB00737,BINDS_CbG,CYP1A2,1544
Dronabinol,DB00470,BINDS_CbG,PTGS1,5742
Dronabinol,DB00470,BINDS_CbG,CYP2C9,1559
Dronabinol,DB00470,BINDS_CbG,CYP2C19,1557
Dronabinol,DB00470,BINDS_CbG,CYP3A4,1576
Dronabinol,DB00470,BINDS_CbG,CYP1A1,1543
Dronabinol,DB00470,BINDS_CbG,CYP2A6,1548
Dronabinol,DB00470,BINDS_CbG,ABCG2,9429
Dronabinol,DB00470,BINDS_CbG,ABCB1,5243
Dronabinol,DB00470,BINDS_CbG,CNR1,1268
Flumazenil,DB01205,BINDS_CbG,GABRA2,2555
Flumazenil,DB01205,BINDS_CbG,GABRB3,2562
Acenocoumarol,DB01418,BINDS_CbG,CYP2C9,1559
Acenocoumarol,DB01418,BINDS_CbG,VKORC1,79001
Acenocoumarol,DB01418,BINDS_CbG,CYP1A2,1544
Acenocoumarol,DB01418,BINDS_CbG,ORM1,5004
Acenocoumarol,DB01418,BINDS_CbG,ALB,213
Acenocoumarol,DB01418,BINDS_CbG,CYP3A4,1576
Acenocoumarol,DB01418,BINDS_CbG,CYP2C19,1557
Bumetanide,DB00887,BINDS_CbG,SLC10A1,6554
Bumetanide,DB00887,BINDS_CbG,SLC22A7,10864
Bumetanide,DB00887,BINDS_CbG,SLC12A2,6558
Bumetanide,DB00887,BINDS_CbG,CA4,762
Bumetanide,DB00887,BINDS_CbG,CA14,23632
Bumetanide,DB00887,BINDS_CbG,SLC22A11,55867
Bumetanide,DB00887,BINDS_CbG,CA5A,763
Bumetanide,DB00887,BINDS_CbG,SLCO1A2,6579
Bumetanide,DB00887,BINDS_CbG,PTGS2,5743
Bumetanide,DB00887,BINDS_CbG,CA5B,11238
Bumetanide,DB00887,BINDS_CbG,CA9,768
Bumetanide,DB00887,BINDS_CbG,CFTR,1080
Bumetanide,DB00887,BINDS_CbG,SLC12A4,6560
Bepridil,DB01244,BINDS_CbG,CALM2,805
Bepridil,DB01244,BINDS_CbG,TNNC1,7134
Bepridil,DB01244,BINDS_CbG,KCNQ1,3784
Bepridil,DB01244,BINDS_CbG,CALM3,808
Bepridil,DB01244,BINDS_CbG,PDE1B,5153
Bepridil,DB01244,BINDS_CbG,CACNA1C,775
Bepridil,DB01244,BINDS_CbG,ATP1A1,476
Bepridil,DB01244,BINDS_CbG,CYP2D6,1565
Bepridil,DB01244,BINDS_CbG,CACNA2D2,9254
Bepridil,DB01244,BINDS_CbG,CACNA1D,776
Bepridil,DB01244,BINDS_CbG,ABCB1,5243
Bepridil,DB01244,BINDS_CbG,CACNA1H,8912
Bepridil,DB01244,BINDS_CbG,KCNH2,3757
Bepridil,DB01244,BINDS_CbG,CALM1,801
Bepridil,DB01244,BINDS_CbG,PDE1A,5136
Irinotecan,DB00762,BINDS_CbG,CES2,8824
Irinotecan,DB00762,BINDS_CbG,CYP2B6,1555
Irinotecan,DB00762,BINDS_CbG,CYP3A5,1577
Irinotecan,DB00762,BINDS_CbG,TOP1MT,116447
Irinotecan,DB00762,BINDS_CbG,ABCB1,5243
Irinotecan,DB00762,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Irinotecan,DB00762,BINDS_CbG,ABCC2,1244
Irinotecan,DB00762,BINDS_CbG,CES1,1066
Irinotecan,DB00762,BINDS_CbG,CYP3A7,1551
Irinotecan,DB00762,BINDS_CbG,UGT1A1,54658
Irinotecan,DB00762,BINDS_CbG,SLC22A3,6581
Irinotecan,DB00762,BINDS_CbG,SLCO1B1,10599
Irinotecan,DB00762,BINDS_CbG,ALB,213
Irinotecan,DB00762,BINDS_CbG,BCHE,590
Irinotecan,DB00762,BINDS_CbG,ACHE,43
Irinotecan,DB00762,BINDS_CbG,TOP1,7150
Irinotecan,DB00762,BINDS_CbG,CYP3A4,1576
Irinotecan,DB00762,BINDS_CbG,ABCG2,9429
Irinotecan,DB00762,BINDS_CbG,ABCC1,4363
Irinotecan,DB00762,BINDS_CbG,UGT1A9,54600
Nortriptyline,DB00540,BINDS_CbG,CYP3A5,1577
Nortriptyline,DB00540,BINDS_CbG,SLC6A2,6530
Nortriptyline,DB00540,BINDS_CbG,CYP3A4,1576
Nortriptyline,DB00540,BINDS_CbG,ALB,213
Nortriptyline,DB00540,BINDS_CbG,ORM1,5004
Nortriptyline,DB00540,BINDS_CbG,CYP2C9,1559
Nortriptyline,DB00540,BINDS_CbG,ADRA1A,148
Nortriptyline,DB00540,BINDS_CbG,PTGS1,5742
Nortriptyline,DB00540,BINDS_CbG,CYP1A2,1544
Nortriptyline,DB00540,BINDS_CbG,HTR2A,3356
Nortriptyline,DB00540,BINDS_CbG,CYP2C19,1557
Nortriptyline,DB00540,BINDS_CbG,HRH1,3269
Nortriptyline,DB00540,BINDS_CbG,CYP2D6,1565
Nortriptyline,DB00540,BINDS_CbG,CYP2E1,1571
Flutamide,DB00499,BINDS_CbG,CYP1A2,1544
Flutamide,DB00499,BINDS_CbG,CYP2C19,1557
Flutamide,DB00499,BINDS_CbG,CYP1B1,1545
Flutamide,DB00499,BINDS_CbG,CYP3A5,1577
Flutamide,DB00499,BINDS_CbG,CYP3A4,1576
Flutamide,DB00499,BINDS_CbG,AHR,196
Flutamide,DB00499,BINDS_CbG,CYP1A1,1543
Flutamide,DB00499,BINDS_CbG,AR,367
Perhexiline,DB01074,BINDS_CbG,CYP2B6,1555
Perhexiline,DB01074,BINDS_CbG,CYP2D6,1565
Perhexiline,DB01074,BINDS_CbG,CPT2,1376
Perhexiline,DB01074,BINDS_CbG,CYP3A4,1576
Perhexiline,DB01074,BINDS_CbG,CPT1A,1374
Methotrexate,DB00563,BINDS_CbG,AOX1,316
Methotrexate,DB00563,BINDS_CbG,ABCC10,89845
Methotrexate,DB00563,BINDS_CbG,MTHFR,4524
Methotrexate,DB00563,BINDS_CbG,SLC19A1,6573
Methotrexate,DB00563,BINDS_CbG,ALB,213
Methotrexate,DB00563,BINDS_CbG,SLC22A11,55867
Methotrexate,DB00563,BINDS_CbG,GGH,8836
Methotrexate,DB00563,BINDS_CbG,SLCO3A1,28232
Methotrexate,DB00563,BINDS_CbG,ABCC1,4363
Methotrexate,DB00563,BINDS_CbG,SLCO1A2,6579
Methotrexate,DB00563,BINDS_CbG,ABCC2,1244
Methotrexate,DB00563,BINDS_CbG,ATIC,471
Methotrexate,DB00563,BINDS_CbG,PGD,5226
Methotrexate,DB00563,BINDS_CbG,SLC46A1,113235
Methotrexate,DB00563,BINDS_CbG,ABCC3,8714
Methotrexate,DB00563,BINDS_CbG,SLC16A1,6566
Methotrexate,DB00563,BINDS_CbG,TYMS,7298
Methotrexate,DB00563,BINDS_CbG,ABCG2,9429
Methotrexate,DB00563,BINDS_CbG,ABCC11,85320
Methotrexate,DB00563,BINDS_CbG,ABCB1,5243
Methotrexate,DB00563,BINDS_CbG,DHFR,1719
Methotrexate,DB00563,BINDS_CbG,SLCO1B3,28234
Methotrexate,DB00563,BINDS_CbG,SLCO4C1,353189
Methotrexate,DB00563,BINDS_CbG,SLCO1B1,10599
Methotrexate,DB00563,BINDS_CbG,FPGS,2356
Methotrexate,DB00563,BINDS_CbG,SLCO1C1,53919
Methotrexate,DB00563,BINDS_CbG,SLC22A7,10864
Methotrexate,DB00563,BINDS_CbG,ABCC4,10257
Progesterone,DB00396,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Progesterone,DB00396,BINDS_CbG,CYP3A5,1577
Progesterone,DB00396,BINDS_CbG,ABCC1,4363
Progesterone,DB00396,BINDS_CbG,ABCB11,8647
Progesterone,DB00396,BINDS_CbG,ESR1,2099
Progesterone,DB00396,BINDS_CbG,NR3C2,4306
Progesterone,DB00396,BINDS_CbG,CYP1A1,1543
Progesterone,DB00396,BINDS_CbG,SHBG,6462
Progesterone,DB00396,BINDS_CbG,CYP2C19,1557
Progesterone,DB00396,BINDS_CbG,CYP17A1,1586
Progesterone,DB00396,BINDS_CbG,CYP2C9,1559
Progesterone,DB00396,BINDS_CbG,PGR,5241
Progesterone,DB00396,BINDS_CbG,NR3C1,2908
Progesterone,DB00396,BINDS_CbG,SLC10A1,6554
Progesterone,DB00396,BINDS_CbG,CYP3A4,1576
Progesterone,DB00396,BINDS_CbG,CYP1B1,1545
Progesterone,DB00396,BINDS_CbG,SIGMAR1,10280
Progesterone,DB00396,BINDS_CbG,ABCB1,5243
Progesterone,DB00396,BINDS_CbG,SLC22A1,6580
Progesterone,DB00396,BINDS_CbG,SLC22A3,6581
Progesterone,DB00396,BINDS_CbG,AR,367
Progesterone,DB00396,BINDS_CbG,CYP2D6,1565
Progesterone,DB00396,BINDS_CbG,CYP2A6,1548
Progesterone,DB00396,BINDS_CbG,CYP2C8,1558
Progesterone,DB00396,BINDS_CbG,CYP3A7,1551
Progesterone,DB00396,BINDS_CbG,CYP1A2,1544
Pentobarbital,DB00312,BINDS_CbG,GABRA2,2555
Pentobarbital,DB00312,BINDS_CbG,CYP2A6,1548
Pentobarbital,DB00312,BINDS_CbG,CYP3A4,1576
Pentobarbital,DB00312,BINDS_CbG,CYP2C19,1557
Pentobarbital,DB00312,BINDS_CbG,GABRB3,2562
Diflorasone,DB00223,BINDS_CbG,NR3C1,2908
Nitisinone,DB00348,BINDS_CbG,HPD,3242
Mefenamic acid,DB00784,BINDS_CbG,PTGS1,5742
Mefenamic acid,DB00784,BINDS_CbG,AKR1C3,8644
Mefenamic acid,DB00784,BINDS_CbG,AKR1C2,1646
Mefenamic acid,DB00784,BINDS_CbG,PTGS2,5743
Mefenamic acid,DB00784,BINDS_CbG,CYP2C8,1558
Mefenamic acid,DB00784,BINDS_CbG,CYP2C9,1559
Dextromethorphan,DB00514,BINDS_CbG,CYP2B6,1555
Dextromethorphan,DB00514,BINDS_CbG,CHRNA3,1136
Dextromethorphan,DB00514,BINDS_CbG,CYP3A5,1577
Dextromethorphan,DB00514,BINDS_CbG,SLC6A2,6530
Dextromethorphan,DB00514,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Dextromethorphan,DB00514,BINDS_CbG,SIGMAR1,10280
Dextromethorphan,DB00514,BINDS_CbG,PGRMC1,10857
Dextromethorphan,DB00514,BINDS_CbG,CHRNB2,1141
Dextromethorphan,DB00514,BINDS_CbG,CYP2C9,1559
Dextromethorphan,DB00514,BINDS_CbG,CYP3A7,1551
Dextromethorphan,DB00514,BINDS_CbG,CYP2C8,1558
Dextromethorphan,DB00514,BINDS_CbG,CYP2C19,1557
Dextromethorphan,DB00514,BINDS_CbG,CYP2D6,1565
Dextromethorphan,DB00514,BINDS_CbG,CYP2E1,1571
Dextromethorphan,DB00514,BINDS_CbG,CYP3A4,1576
Dextromethorphan,DB00514,BINDS_CbG,ABCB1,5243
Thalidomide,DB01041,BINDS_CbG,CYP2E1,1571
Thalidomide,DB01041,BINDS_CbG,CYP1A2,1544
Thalidomide,DB01041,BINDS_CbG,PTGS1,5742
Thalidomide,DB01041,BINDS_CbG,PTGS2,5743
Thalidomide,DB01041,BINDS_CbG,FGFR2,2263
Thalidomide,DB01041,BINDS_CbG,CYP1A1,1543
Thalidomide,DB01041,BINDS_CbG,TNF,7124
Thalidomide,DB01041,BINDS_CbG,CYP2C19,1557
Thalidomide,DB01041,BINDS_CbG,NFKB1,4790
Thalidomide,DB01041,BINDS_CbG,CYP3A5,1577
Thalidomide,DB01041,BINDS_CbG,CYP2C9,1559
Thalidomide,DB01041,BINDS_CbG,CRBN,51185
Tiaprofenic acid,DB01600,BINDS_CbG,PTGS1,5742
Tiaprofenic acid,DB01600,BINDS_CbG,PTGS2,5743
Cholecalciferol,DB00169,BINDS_CbG,GC,2638
Cholecalciferol,DB00169,BINDS_CbG,CYP2C8,1558
Cholecalciferol,DB00169,BINDS_CbG,CYP2B6,1555
Cholecalciferol,DB00169,BINDS_CbG,CYP2C9,1559
Cholecalciferol,DB00169,BINDS_CbG,CYP2C19,1557
Cholecalciferol,DB00169,BINDS_CbG,VDR,7421
Cholecalciferol,DB00169,BINDS_CbG,CYP1A1,1543
Cholecalciferol,DB00169,BINDS_CbG,CYP27A1,1593
Cholecalciferol,DB00169,BINDS_CbG,CDC25A,993
Cholecalciferol,DB00169,BINDS_CbG,CYP11A1,1583
Cholecalciferol,DB00169,BINDS_CbG,CYP2D6,1565
Cholecalciferol,DB00169,BINDS_CbG,CYP2J2,1573
Cholecalciferol,DB00169,BINDS_CbG,CYP2R1,120227
Cholecalciferol,DB00169,BINDS_CbG,CYP3A4,1576
Lovastatin,DB00227,BINDS_CbG,CYP3A4,1576
Lovastatin,DB00227,BINDS_CbG,CYP2C19,1557
Lovastatin,DB00227,BINDS_CbG,UGT1A1,54658
Lovastatin,DB00227,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Lovastatin,DB00227,BINDS_CbG,PON3,5446
Lovastatin,DB00227,BINDS_CbG,ABCB1,5243
Lovastatin,DB00227,BINDS_CbG,UGT2B7,7364
Lovastatin,DB00227,BINDS_CbG,SLCO1A2,6579
Lovastatin,DB00227,BINDS_CbG,SLCO1B1,10599
Lovastatin,DB00227,BINDS_CbG,CYP2C8,1558
Lovastatin,DB00227,BINDS_CbG,ABCC2,1244
Lovastatin,DB00227,BINDS_CbG,HDAC2,3066
Lovastatin,DB00227,BINDS_CbG,CYP3A5,1577
Lovastatin,DB00227,BINDS_CbG,CYP2D6,1565
Lovastatin,DB00227,BINDS_CbG,CYP2C9,1559
Lovastatin,DB00227,BINDS_CbG,UGT1A3,54659
Lovastatin,DB00227,BINDS_CbG,HMGCR,3156
Lovastatin,DB00227,BINDS_CbG,CYP3A7,1551
Lovastatin,DB00227,BINDS_CbG,ITGAL,3683
Tramadol,DB00193,BINDS_CbG,CYP2D6,1565
Tramadol,DB00193,BINDS_CbG,CYP2B6,1555
Tramadol,DB00193,BINDS_CbG,CYP3A4,1576
Tramadol,DB00193,BINDS_CbG,SLC6A2,6530
L-Carnitine,DB00583,BINDS_CbG,MPO,4353
L-Carnitine,DB00583,BINDS_CbG,CROT,54677
L-Carnitine,DB00583,BINDS_CbG,CES1,1066
L-Carnitine,DB00583,BINDS_CbG,SLC22A4,6583
L-Carnitine,DB00583,BINDS_CbG,SLC25A20,788
L-Carnitine,DB00583,BINDS_CbG,SLC25A29,123096
L-Carnitine,DB00583,BINDS_CbG,XDH,7498
L-Carnitine,DB00583,BINDS_CbG,CRAT,1384
L-Carnitine,DB00583,BINDS_CbG,SLCO1B1,10599
L-Carnitine,DB00583,BINDS_CbG,SLC22A5,6584
L-Carnitine,DB00583,BINDS_CbG,CPT2,1376
L-Carnitine,DB00583,BINDS_CbG,CPT1A,1374
Glimepiride,DB00222,BINDS_CbG,ABCC8,6833
Glimepiride,DB00222,BINDS_CbG,CYP2C9,1559
Glimepiride,DB00222,BINDS_CbG,KCNJ11,3767
Acetic acid,DB03166,BINDS_CbG,SLC16A1,6566
Acetic acid,DB03166,BINDS_CbG,SLCO2B1,11309
Cinalukast,DB00587,BINDS_CbG,CYSLTR1,10800
Sulfaphenazole,DB06729,BINDS_CbG,CYP2A6,1548
Sulfaphenazole,DB06729,BINDS_CbG,CYP2D6,1565
Sulfaphenazole,DB06729,BINDS_CbG,CYP2B6,1555
Sulfaphenazole,DB06729,BINDS_CbG,CYP2C9,1559
Sulfaphenazole,DB06729,BINDS_CbG,CYP2C8,1558
Clodronate,DB00720,BINDS_CbG,SLC25A5,292
Clodronate,DB00720,BINDS_CbG,PTGS2,5743
Clodronate,DB00720,BINDS_CbG,SLC25A6,293
Clodronate,DB00720,BINDS_CbG,SLC25A4,291
Ursodeoxycholic acid,DB01586,BINDS_CbG,SLCO1A2,6579
Ursodeoxycholic acid,DB01586,BINDS_CbG,CYP2E1,1571
Ursodeoxycholic acid,DB01586,BINDS_CbG,ABCC2,1244
Ursodeoxycholic acid,DB01586,BINDS_CbG,AKR1C2,1646
Ursodeoxycholic acid,DB01586,BINDS_CbG,ABCC4,10257
Ursodeoxycholic acid,DB01586,BINDS_CbG,SLC10A2,6555
Ursodeoxycholic acid,DB01586,BINDS_CbG,SLC10A1,6554
Ursodeoxycholic acid,DB01586,BINDS_CbG,ABCB11,8647
Ursodeoxycholic acid,DB01586,BINDS_CbG,NR1H4,9971
Chlorpromazine,DB00477,BINDS_CbG,CYP2E1,1571
Chlorpromazine,DB00477,BINDS_CbG,CALM1,801
Chlorpromazine,DB00477,BINDS_CbG,ABCB11,8647
Chlorpromazine,DB00477,BINDS_CbG,CYP1A2,1544
Chlorpromazine,DB00477,BINDS_CbG,ALB,213
Chlorpromazine,DB00477,BINDS_CbG,CALM2,805
Chlorpromazine,DB00477,BINDS_CbG,CYP2D6,1565
Chlorpromazine,DB00477,BINDS_CbG,HRH1,3269
Chlorpromazine,DB00477,BINDS_CbG,HTR2A,3356
Chlorpromazine,DB00477,BINDS_CbG,CALM3,808
Chlorpromazine,DB00477,BINDS_CbG,SLC22A1,6580
Chlorpromazine,DB00477,BINDS_CbG,HTR2B,3357
Chlorpromazine,DB00477,BINDS_CbG,ABCB1,5243
Chlorpromazine,DB00477,BINDS_CbG,ADRA1A,148
Chlorpromazine,DB00477,BINDS_CbG,HTR7,3363
Chlorpromazine,DB00477,BINDS_CbG,BCHE,590
Chlorpromazine,DB00477,BINDS_CbG,ADRA2A,150
Chlorpromazine,DB00477,BINDS_CbG,KCNH2,3757
Chlorpromazine,DB00477,BINDS_CbG,CYP3A4,1576
Chlorpromazine,DB00477,BINDS_CbG,SMPD1,6609
Melphalan,DB01042,BINDS_CbG,SLC22A3,6581
Melphalan,DB01042,BINDS_CbG,SLC7A5,8140
Niflumic Acid,DB04552,BINDS_CbG,SLC16A1,6566
Niflumic Acid,DB04552,BINDS_CbG,SLC16A7,9194
Niflumic Acid,DB04552,BINDS_CbG,PTGS1,5742
Niflumic Acid,DB04552,BINDS_CbG,PLA2G1B,5319
Niflumic Acid,DB04552,BINDS_CbG,PTGS2,5743
Niflumic Acid,DB04552,BINDS_CbG,CLCNKA,1187
Niflumic Acid,DB04552,BINDS_CbG,UGT1A9,54600
Niflumic Acid,DB04552,BINDS_CbG,PLA2G4A,5321
Promethazine,DB01069,BINDS_CbG,CALM3,808
Promethazine,DB01069,BINDS_CbG,HTR2A,3356
Promethazine,DB01069,BINDS_CbG,CALM1,801
Promethazine,DB01069,BINDS_CbG,CYP2B6,1555
Promethazine,DB01069,BINDS_CbG,CYP2D6,1565
Promethazine,DB01069,BINDS_CbG,CYP2C9,1559
Promethazine,DB01069,BINDS_CbG,CALM2,805
Promethazine,DB01069,BINDS_CbG,ADRA1A,148
Promethazine,DB01069,BINDS_CbG,HRH1,3269
Promethazine,DB01069,BINDS_CbG,ABCB1,5243
Allopurinol,DB00437,BINDS_CbG,SLC22A7,10864
Allopurinol,DB00437,BINDS_CbG,XDH,7498
Allopurinol,DB00437,BINDS_CbG,AOX1,316
Gallium nitrate,DB05260,BINDS_CbG,RRM2,6241
Gallium nitrate,DB05260,BINDS_CbG,IL1B,3553
Gallium nitrate,DB05260,BINDS_CbG,ATP6V1B2,526
Gallium nitrate,DB05260,BINDS_CbG,TF,7018
Phosphatidylserine,DB00144,BINDS_CbG,SMPD4,55627
Phosphatidylserine,DB00144,BINDS_CbG,ATP8A1,10396
Phosphatidylserine,DB00144,BINDS_CbG,PISD,23761
Phosphatidylserine,DB00144,BINDS_CbG,DGKG,1608
Phosphatidylserine,DB00144,BINDS_CbG,DGKD,8527
Phosphatidylserine,DB00144,BINDS_CbG,SMPD3,55512
Phosphatidylserine,DB00144,BINDS_CbG,PTDSS2,81490
Phosphatidylserine,DB00144,BINDS_CbG,SCARB1,949
Phosphatidylserine,DB00144,BINDS_CbG,PRKCA,5578
Phosphatidylserine,DB00144,BINDS_CbG,PTDSS1,9791
Ivacaftor,DB08820,BINDS_CbG,ALB,213
Ivacaftor,DB08820,BINDS_CbG,ORM1,5004
Ivacaftor,DB08820,BINDS_CbG,CYP3A4,1576
Ivacaftor,DB08820,BINDS_CbG,CFTR,1080
Ivacaftor,DB08820,BINDS_CbG,ABCB1,5243
Glycine,DB00145,BINDS_CbG,GATM,2628
Glycine,DB00145,BINDS_CbG,SLC36A1,206358
Glycine,DB00145,BINDS_CbG,SHMT1,6470
Glycine,DB00145,BINDS_CbG,BAAT,570
Glycine,DB00145,BINDS_CbG,ALAS1,211
Glycine,DB00145,BINDS_CbG,SLC6A9,6536
Glycine,DB00145,BINDS_CbG,AGXT,189
Glycine,DB00145,BINDS_CbG,GCAT,23464
Glycine,DB00145,BINDS_CbG,GSS,2937
Glycine,DB00145,BINDS_CbG,PIPOX,51268
Glycine,DB00145,BINDS_CbG,GARS,2617
Glycine,DB00145,BINDS_CbG,GLYATL1,92292
Glycine,DB00145,BINDS_CbG,SHMT2,6472
Glycine,DB00145,BINDS_CbG,SLC16A10,117247
Glycine,DB00145,BINDS_CbG,GPR18,2841
Glycine,DB00145,BINDS_CbG,GLRB,2743
Glycine,DB00145,BINDS_CbG,ALAS2,212
Glycine,DB00145,BINDS_CbG,GLDC,2731
Glycine,DB00145,BINDS_CbG,GCSH,2653
Glycine,DB00145,BINDS_CbG,AGXT2,64902
Glycine,DB00145,BINDS_CbG,GNMT,27232
Glycine,DB00145,BINDS_CbG,GLYAT,10249
Ibandronate,DB00710,BINDS_CbG,FDPS,2224
Vemurafenib,DB08881,BINDS_CbG,ABCC1,4363
Vemurafenib,DB08881,BINDS_CbG,CYP3A4,1576
Vemurafenib,DB08881,BINDS_CbG,CYP1A2,1544
Vemurafenib,DB08881,BINDS_CbG,ALB,213
Vemurafenib,DB08881,BINDS_CbG,ORM1,5004
Vemurafenib,DB08881,BINDS_CbG,ABCG2,9429
Vemurafenib,DB08881,BINDS_CbG,CYP2D6,1565
Vemurafenib,DB08881,BINDS_CbG,RAF1,5894
Vemurafenib,DB08881,BINDS_CbG,BRAF,673
Oxprenolol,DB01580,BINDS_CbG,CYP2D6,1565
Canagliflozin,DB08907,BINDS_CbG,ORM1,5004
Canagliflozin,DB08907,BINDS_CbG,CYP3A4,1576
Canagliflozin,DB08907,BINDS_CbG,ABCB1,5243
Canagliflozin,DB08907,BINDS_CbG,ALB,213
Canagliflozin,DB08907,BINDS_CbG,UGT2B4,7363
Canagliflozin,DB08907,BINDS_CbG,UGT1A9,54600
Canagliflozin,DB08907,BINDS_CbG,ABCC2,1244
Cinitapride,DB08810,BINDS_CbG,HTR2A,3356
Leucovorin,DB00650,BINDS_CbG,ABCC3,8714
Leucovorin,DB00650,BINDS_CbG,ABCC4,10257
Leucovorin,DB00650,BINDS_CbG,ABCC2,1244
Leucovorin,DB00650,BINDS_CbG,TYMS,7298
Equilin,DB02187,BINDS_CbG,SHBG,6462
Lomefloxacin,DB00978,BINDS_CbG,ABCC2,1244
Lomefloxacin,DB00978,BINDS_CbG,TOP2A,7153
Lomefloxacin,DB00978,BINDS_CbG,CYP1A2,1544
Lomefloxacin,DB00978,BINDS_CbG,SLC22A5,6584
Sumatriptan,DB00669,BINDS_CbG,MAOA,4128
Sumatriptan,DB00669,BINDS_CbG,ABCG2,9429
Sumatriptan,DB00669,BINDS_CbG,SLCO1A2,6579
Sumatriptan,DB00669,BINDS_CbG,SLCO1B1,10599
Sumatriptan,DB00669,BINDS_CbG,ABCB1,5243
Nafcillin,DB00607,BINDS_CbG,CYP3A4,1576
Nafcillin,DB00607,BINDS_CbG,CYP1A2,1544
Ecabet,DB05265,BINDS_CbG,NOXO1,124056
L-Cystine,DB00138,BINDS_CbG,CTNS,1497
L-Cystine,DB00138,BINDS_CbG,SLC3A1,6519
L-Cystine,DB00138,BINDS_CbG,SLC7A9,11136
L-Cystine,DB00138,BINDS_CbG,SLC16A10,117247
L-Cystine,DB00138,BINDS_CbG,SLC7A11,23657
Calcitriol,DB00136,BINDS_CbG,CYP3A4,1576
Calcitriol,DB00136,BINDS_CbG,GC,2638
Calcitriol,DB00136,BINDS_CbG,VDR,7421
Dextroamphetamine,DB01576,BINDS_CbG,SLC18A2,6571
Dextroamphetamine,DB01576,BINDS_CbG,CYP2D6,1565
Dextroamphetamine,DB01576,BINDS_CbG,ADRA1A,148
Dextroamphetamine,DB01576,BINDS_CbG,SLC6A2,6530
Galantamine,DB00674,BINDS_CbG,CHRNB2,1141
Galantamine,DB00674,BINDS_CbG,CHRNA5,1138
Galantamine,DB00674,BINDS_CbG,CHRNB1,1140
