Gene,Gene_ID,Relation,Pathway,Pathway_ID
ZNF333,84449,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED1,5469,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF701,55762,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF692,55657,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF430,80264,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF571,51276,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF224,7767,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF394,84124,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF486,90649,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED14,9282,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR2C1,7181,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF222,7673,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF202,7753,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF382,84911,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF563,147837,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF611,81856,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ESR2,2100,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
CCNT2,905,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZFP1,162239,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF124,7678,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF557,79230,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF470,388566,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF461,92283,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED6,10001,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF703,80139,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZIM2,23619,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF569,148266,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
SP1,6667,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF112,7771,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED23,9439,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF429,353088,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF484,83744,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
HNF4G,3174,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF585A,199704,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED15,51586,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF605,100289635,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
KAT2A,2648,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
CCNT1,904,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF282,8427,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF155,7711,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF14,7561,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF718,255403,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED16,10025,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF254,9534,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF706,51123,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF570,148268,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR2F1,7025,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
TEAD3,7005,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF133,7692,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF354A,6940,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF12,7559,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NCOR2,9612,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF347,84671,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF680,340252,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF600,162966,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF510,22869,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR3C2,4306,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZKSCAN3,80317,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF775,285971,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
HIPK1,204851,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF485,220992,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
USP9X,8239,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF302,55900,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF550,162972,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR5A2,2494,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF596,169270,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF551,90233,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
TGS1,96764,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF79,7633,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF33B,7582,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF697,90874,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
CARM1,10498,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF30,90075,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
HELZ2,85441,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF471,57573,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF660,285349,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR1H3,10062,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF250,58500,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF101,94039,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF711,7552,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF77,58492,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF75D,7626,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF189,7743,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF675,171392,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF417,147687,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
TGIF2,60436,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF747,65988,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF546,339327,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF547,284306,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
WWTR1,25937,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF621,285268,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR0B2,8431,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED17,9440,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF668,79759,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF160,90338,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR1I2,8856,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF266,10781,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF317,57693,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF483,158399,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ESRRA,2101,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF324,25799,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF419,79744,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF28,7576,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF613,79898,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF770,54989,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF10,7556,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
TEAD4,7004,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR5A1,2516,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF764,92595,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED31,51003,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF18,7566,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED12,9968,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NKX2-5,1482,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZFP14,57677,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR4A2,4929,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF256,10172,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF615,284370,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF740,283337,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF433,163059,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF544,27300,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF19,7567,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED10,84246,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF225,7768,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
RORC,6097,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF585B,92285,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED24,9862,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF543,125919,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF197,10168,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZSCAN25,221785,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
CHD9,80205,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF3,7551,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF17,7565,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF135,7694,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF778,197320,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF175,7728,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF37A,7587,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
RARA,5914,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF669,79862,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR1I3,9970,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF708,7562,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF682,91120,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF540,163255,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZFP28,140612,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF777,27153,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED7,9443,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZFP2,80108,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF445,353274,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZFP37,7539,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF776,284309,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF671,79891,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF717,100131827,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
PPARA,5465,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF528,84436,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF684,127396,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF213,7760,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF614,80110,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF583,147949,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF350,59348,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF343,79175,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF627,199692,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF710,374655,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF480,147657,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF441,126068,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED25,81857,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF235,9310,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF304,57343,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF700,90592,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
AR,367,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF446,55663,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF25,219749,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF586,54807,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF677,342926,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF749,388567,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF649,65251,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
MED13,9969,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF595,152687,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF667,63934,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF790,388536,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF567,163081,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF799,90576,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF267,10308,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF552,79818,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF337,26152,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF215,7762,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
HIPK2,28996,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF720,124411,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF234,10780,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR1D2,9975,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF624,57547,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF561,93134,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF619,285267,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF200,7752,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF607,84775,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF529,57711,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF436,80818,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
NR4A3,8013,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF584,201514,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF792,126375,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF626,199777,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
KAT2B,8850,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF418,147686,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF300,91975,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
ZNF440,126070,PARTICIPATES_GpPW,Generic Transcription Pathway,PC7_4116
EDNRA,1909,PARTICIPATES_GpPW,EGFR-dependent Endothelin signaling events,PC7_3392
EDN1,1906,PARTICIPATES_GpPW,EGFR-dependent Endothelin signaling events,PC7_3392
RCAN1,1827,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
PTF1A,256297,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
HES6,55502,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
NEUROG3,50674,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
SPEN,23013,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
HEY1,23462,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
GAA,2548,PARTICIPATES_GpPW,Notch-mediated HES/HEY network,PC7_5983
FCGR3A,2214,PARTICIPATES_GpPW,FCGR activation,PC7_3808
GNAZ,2781,PARTICIPATES_GpPW,S1P1 pathway,PC7_7040
S1PR1,1901,PARTICIPATES_GpPW,S1P1 pathway,PC7_7040
ABCC1,4363,PARTICIPATES_GpPW,S1P1 pathway,PC7_7040
PIP5K1A,8394,PARTICIPATES_GpPW,Osteopontin-mediated events,PC7_6066
MTHFR,4524,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
MTHFD1,4522,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
SLC25A32,81034,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
SHMT1,6470,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
FPGS,2356,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
SLC46A1,113235,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
SLC19A1,6573,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
DHFRL1,200895,PARTICIPATES_GpPW,Metabolism of folate and pterines,PC7_5325
SNRPF,6636,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF18,8559,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3B4,10262,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPC,3183,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CD2BP2,10421,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
RBM39,9584,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF6,24148,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPG,6637,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SUGP2,10147,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
NXF1,10482,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPM,4670,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
RBM17,84991,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
TRA2B,6434,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPL,3191,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
RBMX,27316,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3B2,10992,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPA1,3178,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CLK2,1196,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPU,3192,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPD2,6633,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3A2,8175,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
XRN2,22803,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SRSF10,10772,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PPM1G,5496,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPD3,6634,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SFSWAP,6433,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CELF1,10658,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CLK4,57396,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3B1,23451,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SUGP1,57794,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3B3,23450,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
METTL3,56339,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
RBM5,10181,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PTBP1,5725,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPA,6626,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3A1,10291,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRNP40,9410,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SFPQ,6421,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CPSF4,10898,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPA1,6627,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPN,6638,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF3,9129,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRMT1,3276,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPB2,6629,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CSTF2T,23283,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SPOP,8405,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF40A,55660,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
NHP2L1,4809,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF4,9128,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
DDX20,11218,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3B5,83443,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPH1,3187,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PTBP2,58155,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
EFTUD2,9343,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
NONO,4841,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF4B,8899,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPK,3190,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PHF5A,84844,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPD1,6632,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SREK1,140890,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PSKH1,5681,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPH2,3188,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPE,6635,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
DHX16,8449,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SRPK2,6733,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
FUS,2521,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPAB,3182,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SF3A3,10946,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRPF8,10594,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPA2B1,3181,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
DHX8,1659,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
DHX15,1665,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CLK3,1198,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
DDX1,1653,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CLASRP,11129,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
TMED10,10972,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRNP70,6625,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SRPK1,6732,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
PRMT2,3275,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CLK1,1195,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
HNRNPR,10236,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
DNAJC8,22826,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SNRPB,6628,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
SRP54,6729,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
CELF2,10659,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
TXNL4A,10907,PARTICIPATES_GpPW,mRNA Processing,WP411_r79980
LGMN,5641,PARTICIPATES_GpPW,Trafficking and processing of endosomal TLR,PC7_8310
TLR8,51311,PARTICIPATES_GpPW,Trafficking and processing of endosomal TLR,PC7_8310
HSP90B1,7184,PARTICIPATES_GpPW,Trafficking and processing of endosomal TLR,PC7_8310
UNC93B1,81622,PARTICIPATES_GpPW,Trafficking and processing of endosomal TLR,PC7_8310
TLR7,51284,PARTICIPATES_GpPW,Trafficking and processing of endosomal TLR,PC7_8310
CNPY3,10695,PARTICIPATES_GpPW,Trafficking and processing of endosomal TLR,PC7_8310
KLRD1,3824,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
PDE1C,5137,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
KLRC2,3822,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
CAMK4,814,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
HLA-E,3133,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
ADRBK1,156,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
KLRK1,22914,PARTICIPATES_GpPW,DAP12 signaling,PC7_2926
DDB1,1642,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
ERCC1,2067,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
DDB2,1643,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
ERCC5,2073,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
RAD23B,5887,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
XPA,7507,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
ERCC4,2072,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
XPC,7508,PARTICIPATES_GpPW,Global Genomic NER (GG-NER),PC7_4156
MYO10,4651,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
UNC5A,90249,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
PITPNA,5306,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
DAPK1,1612,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
UNC5C,8633,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
UNC5B,219699,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
