"","name","Degree","Aspect"
"24707","IL17RD",1,"In degree"
"24708","IL17RE",1,"In degree"
"24709","IL18",1,"In degree"
"24710","IL18BP",1,"In degree"
"24711","IL18R1",1,"In degree"
"24712","IL18RAP",1,"In degree"
"24713","IL1A",1,"In degree"
"24714","IL1B",3,"In degree"
"24715","IL1R1",1,"In degree"
"24716","IL1R2",1,"In degree"
"24717","IL1RAP",1,"In degree"
"24718","IL1RAPL2",1,"In degree"
"24719","IL1RL1",1,"In degree"
"24720","IL1RL2",1,"In degree"
"24721","IL1RN",1,"In degree"
"24722","IL2",2,"In degree"
"24723","IL2-mediated signaling events",12,"In degree"
"24724","IL2 signaling events mediated by PI3K",7,"In degree"
"24725","IL2 signaling events mediated by STAT5",7,"In degree"
"24726","IL20RB",1,"In degree"
"24727","IL21",1,"In degree"
"24728","IL21R",1,"In degree"
"24729","IL22RA1",1,"In degree"
"24730","IL23-mediated signaling events",7,"In degree"
"24731","IL23A",1,"In degree"
"24732","IL24",1,"In degree"
"24733","IL27",1,"In degree"
"24734","IL27-mediated signaling events",10,"In degree"
"24735","IL27RA",1,"In degree"
"24736","IL2RA",1,"In degree"
"24737","IL2RB",1,"In degree"
"24738","IL2RG",1,"In degree"
"24739","IL3",2,"In degree"
"24740","IL3-mediated signaling events",5,"In degree"
"24741","IL32",1,"In degree"
"24742","IL33",1,"In degree"
"24743","IL34",1,"In degree"
"24744","IL3RA",1,"In degree"
"24745","IL4",1,"In degree"
"24746","IL4-mediated signaling events",15,"In degree"
"24747","IL4I1",2,"In degree"
"24748","IL4R",1,"In degree"
"24749","IL5",2,"In degree"
"24750","IL5-mediated signaling events",3,"In degree"
"24751","IL5RA",1,"In degree"
"24752","IL6",2,"In degree"
"24753","IL6-mediated signaling events",5,"In degree"
"24754","IL6R",1,"In degree"
"24755","IL6ST",1,"In degree"
"24756","IL7",1,"In degree"
"24757","IL7R",1,"In degree"
"24758","IL8- and CXCR1-mediated signaling events",1,"In degree"
"24759","IL8- and CXCR2-mediated signaling events",1,"In degree"
"24760","ILDR1",1,"In degree"
"24761","ILF2",1,"In degree"
"24762","ILF3",1,"In degree"
"24763","ILK",1,"In degree"
"24764","ILKAP",1,"In degree"
"24765","Iloperidone",0,"In degree"
"24766","Iloprost",0,"In degree"
"24767","ILVBL",1,"In degree"
"24768","Imatinib",0,"In degree"
"24769","Imatinib Resistance in Chronic Myeloid Leukemia",19,"In degree"
"24770","Imipramine",0,"In degree"
"24771","Imiquimod",0,"In degree"
"24772","IMMP1L",1,"In degree"
"24773","IMMP2L",1,"In degree"
"24774","IMMT",1,"In degree"
"24775","immune effector process",42,"In degree"
"24776","immune response-regulating signaling pathway",462,"In degree"
"24777","Immune System",73,"In degree"
"24778","immunoglobulin production",1,"In degree"
"24779","immunoglobulin transcytosis in epithelial cells",1,"In degree"
"24780","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",3,"In degree"
"24781","IMP3",1,"In degree"
"24782","IMP4",1,"In degree"
"24783","IMPA1",2,"In degree"
"24784","IMPA2",2,"In degree"
"24785","IMPACT",1,"In degree"
"24786","IMPAD1",1,"In degree"
"24787","IMPDH1",5,"In degree"
"24788","IMPDH2",4,"In degree"
"24789","Import of palmitoyl-CoA into the mitochondrial matrix",2,"In degree"
"24790","INA",1,"In degree"
"24791","Inactivation of APC/C via direct inhibition of the APC/C complex",2,"In degree"
"24792","Inactivation, recovery and regulation of the phototransduction cascade",13,"In degree"
"24793","INADL",1,"In degree"
"24794","INCA1",1,"In degree"
"24795","Incadronate",0,"In degree"
"24796","INCENP",1,"In degree"
"24797","Incretin synthesis, secretion, and inactivation",3,"In degree"
"24798","Indacaterol",0,"In degree"
"24799","Indapamide",0,"In degree"
"24800","Indinavir",0,"In degree"
"24801","Indomethacin",0,"In degree"
"24802","INF2",1,"In degree"
"24803","Inflammasomes",7,"In degree"
"24804","inflammatory response",7,"In degree"
"24805","Inflammatory Response Pathway",2,"In degree"
"24806","inflammatory response to antigenic stimulus",4,"In degree"
"24807","Influenza Infection",12,"In degree"
"24808","Influenza Life Cycle",5,"In degree"
"24809","Influenza Viral RNA Transcription and Replication",4,"In degree"
"24810","Influenza Virus Induced Apoptosis",2,"In degree"
"24811","ING1",2,"In degree"
"24812","ING3",1,"In degree"
"24813","ING4",1,"In degree"
"24814","ING5",1,"In degree"
"24815","Ingenol Mebutate",0,"In degree"
"24816","INHA",1,"In degree"
"24817","INHBB",1,"In degree"
"24818","INHBC",1,"In degree"
"24819","INHBE",1,"In degree"
"24820","Initial triggering of complement",18,"In degree"
"24821","Initiation of Nuclear Envelope Reformation",1,"In degree"
"24822","Initiation of transcription and translation elongation at the HIV-1 LTR",3,"In degree"
"24823","INMT",1,"In degree"
"24824","Innate Immune System",59,"In degree"
"24825","inner ear morphogenesis",6,"In degree"
"24826","inner mitochondrial membrane organization",3,"In degree"
"24827","INO80",1,"In degree"
"24828","INO80B",1,"In degree"
"24829","INO80C",1,"In degree"
"24830","INO80D",1,"In degree"
"24831","inorganic anion transport",1,"In degree"
"24832","inorganic ion transmembrane transport",83,"In degree"
"24833","Inositol phosphate metabolism",3,"In degree"
"24834","INPP1",1,"In degree"
"24835","INPP4A",1,"In degree"
"24836","INPP4B",2,"In degree"
"24837","INPP5A",1,"In degree"
"24838","INPP5B",1,"In degree"
"24839","INPP5D",1,"In degree"
"24840","INPP5E",1,"In degree"
"24841","INPP5F",1,"In degree"
"24842","INPP5K",1,"In degree"
"24843","INPPL1",1,"In degree"
"24844","INS",1,"In degree"
"24845","INS-IGF2",1,"In degree"
"24846","INSIG1",2,"In degree"
"24847","INSIG2",1,"In degree"
"24848","INSL3",1,"In degree"
"24849","INSM1",1,"In degree"
"24850","INSM2",1,"In degree"
"24851","INSR",2,"In degree"
"24852","Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",2,"In degree"
"24853","insulin-like growth factor receptor signaling pathway",2,"In degree"
"24854","Insulin-mediated glucose transport",2,"In degree"
"24855","Insulin effects increased synthesis of Xylulose-5-Phosphate",1,"In degree"
"24856","Insulin Pathway",29,"In degree"
"24857","Insulin receptor recycling",2,"In degree"
"24858","Insulin receptor signalling cascade",10,"In degree"
"24859","Insulin Signaling",17,"In degree"
"24860","Integrated Breast Cancer Pathway",38,"In degree"
"24861","Integrated Cancer Pathway",5,"In degree"
"24862","Integrated Pancreatic Cancer Pathway",25,"In degree"
"24863","Integration of energy metabolism",14,"In degree"
"24864","Integration of provirus",8,"In degree"
"24865","Integrin-linked kinase signaling",8,"In degree"
"24866","Integrin-mediated Cell Adhesion",14,"In degree"
"24867","Integrin alphaIIb beta3 signaling",4,"In degree"
"24868","Integrin cell surface interactions",7,"In degree"
"24869","Integrin family cell surface interactions",1,"In degree"
"24870","Integrins in angiogenesis",10,"In degree"
"24871","Interaction between L1 and Ankyrins",1,"In degree"
"24872","Interaction With The Zona Pellucida",1,"In degree"
"24873","Interactions of Rev with host cellular proteins",2,"In degree"
"24874","Interactions of Vpr with host cellular proteins",5,"In degree"
"24875","Interactome of polycomb repressive complex 2 (PRC2) ",11,"In degree"
"24876","interferon-alpha production",1,"In degree"
"24877","interferon-gamma production",1,"In degree"
"24878","interferon-gamma secretion",8,"In degree"
"24879","Interferon alpha/beta signaling",3,"In degree"
"24880","Interferon gamma signaling",20,"In degree"
"24881","Interferon Signaling",10,"In degree"
"24882","Interferon type I signaling pathways",5,"In degree"
"24883","Interleukin-1 processing",1,"In degree"
"24884","Interleukin-1 signaling",3,"In degree"
"24885","Interleukin-11 Signaling Pathway",8,"In degree"
"24886","Interleukin-2 signaling",9,"In degree"
"24887","Interleukin-3, 5 and GM-CSF signaling",8,"In degree"
"24888","Interleukin-6 signaling",1,"In degree"
"24889","Interleukin-7 signaling",3,"In degree"
"24890","Interleukin receptor SHC signaling",3,"In degree"
"24891","intermediate filament cytoskeleton organization",25,"In degree"
"24892","Internalization of ErbB1",14,"In degree"
"24893","intestinal D-glucose absorption",1,"In degree"
"24894","intra-Golgi vesicle-mediated transport",1,"In degree"
"24895","intracellular protein transport",20,"In degree"
"24896","intracellular receptor signaling pathway",7,"In degree"
"24897","intraciliary transport involved in cilium morphogenesis",4,"In degree"
"24898","intrinsic apoptotic signaling pathway",9,"In degree"
"24899","Intrinsic Pathway",2,"In degree"
"24900","Intrinsic Pathway for Apoptosis",6,"In degree"
"24901","INTS1",1,"In degree"
"24902","INTS10",1,"In degree"
"24903","INTS12",1,"In degree"
"24904","INTS2",1,"In degree"
"24905","INTS3",1,"In degree"
"24906","INTS4",1,"In degree"
"24907","INTS5",1,"In degree"
"24908","INTS6",1,"In degree"
"24909","INTS7",1,"In degree"
"24910","INTS8",1,"In degree"
"24911","INTS9",1,"In degree"
"24912","intussusceptive angiogenesis",2,"In degree"
"24913","INVS",1,"In degree"
"24914","Iobenguane",0,"In degree"
"24915","Iodipamide",0,"In degree"
"24916","Ion channel transport",2,"In degree"
"24917","ion transmembrane transport",9,"In degree"
"24918","Ion transport by P-type ATPases",1,"In degree"
"24919","ionotropic glutamate receptor signaling pathway",2,"In degree"
"24920","IP6K1",1,"In degree"
"24921","IP6K2",1,"In degree"
"24922","IP6K3",1,"In degree"
"24923","IPCEF1",1,"In degree"
"24924","IPMK",1,"In degree"
"24925","IPO11",1,"In degree"
"24926","IPO13",1,"In degree"
"24927","IPO4",1,"In degree"
"24928","IPO5",1,"In degree"
"24929","IPO7",1,"In degree"
"24930","IPO8",1,"In degree"
"24931","IPO9",1,"In degree"
"24932","IPP",1,"In degree"
"24933","IPPK",1,"In degree"
"24934","Ipratropium bromide",0,"In degree"
"24935","IQCB1",1,"In degree"
"24936","IQCC",1,"In degree"
"24937","IQCE",1,"In degree"
"24938","IQCG",1,"In degree"
"24939","IQCJ-SCHIP1",1,"In degree"
"24940","IQGAP1",1,"In degree"
"24941","IQGAP2",1,"In degree"
"24942","IQGAP3",1,"In degree"
"24943","IQSEC1",1,"In degree"
"24944","IQSEC2",1,"In degree"
"24945","IRAK1",8,"In degree"
"24946","IRAK1 recruits IKK complex",1,"In degree"
"24947","IRAK2",1,"In degree"
"24948","IRAK2 mediated activation of TAK1 complex",2,"In degree"
"24949","IRAK3",1,"In degree"
"24950","IRAK4",5,"In degree"
"24951","Irbesartan",0,"In degree"
"24952","IRE1alpha activates chaperones",40,"In degree"
"24953","IREB2",1,"In degree"
"24954","IRF1",1,"In degree"
"24955","IRF2",1,"In degree"
"24956","IRF2BP1",1,"In degree"
"24957","IRF2BP2",1,"In degree"
"24958","IRF2BPL",1,"In degree"
"24959","IRF3",1,"In degree"
"24960","IRF3-mediated induction of type I IFN",4,"In degree"
"24961","IRF4",1,"In degree"
"24962","IRF5",2,"In degree"
"24963","IRF6",1,"In degree"
"24964","IRF7",1,"In degree"
"24965","IRF8",1,"In degree"
"24966","IRF9",1,"In degree"
"24967","IRGQ",1,"In degree"
"24968","Irinotecan",0,"In degree"
"24969","Irinotecan Pathway",10,"In degree"
"24970","iron coordination entity transport",2,"In degree"
"24971","Iron metabolism in placenta",4,"In degree"
"24972","Iron uptake and transport",3,"In degree"
"24973","IRS-mediated signalling",8,"In degree"
"24974","IRS-related events",8,"In degree"
"24975","IRS-related events triggered by IGF1R",8,"In degree"
"24976","IRS1",1,"In degree"
"24977","IRS2",1,"In degree"
"24978","IRX2",1,"In degree"
"24979","IRX3",1,"In degree"
"24980","ISCA1",1,"In degree"
"24981","ISCA2",1,"In degree"
"24982","ISCU",1,"In degree"
"24983","ISG15",1,"In degree"
"24984","ISG20",1,"In degree"
"24985","ISG20L2",1,"In degree"
"24986","ISL1",1,"In degree"
"24987","ISLR",1,"In degree"
"24988","ISM1",1,"In degree"
"24989","Isoaminile",0,"In degree"
"24990","ISOC1",1,"In degree"
"24991","ISOC2",2,"In degree"
"24992","Isocarboxazid",0,"In degree"
"24993","Isoflurane",0,"In degree"
"24994","Isoflurophate",0,"In degree"
"24995","Isometheptene",0,"In degree"
"24996","Isoniazid",0,"In degree"
"24997","Isoprenaline",0,"In degree"
"24998","Isosorbide Dinitrate",0,"In degree"
"24999","Isosorbide Mononitrate",0,"In degree"
"25000","Isothipendyl",0,"In degree"
"25001","Isotretinoin",0,"In degree"
"25002","Isradipine",0,"In degree"
"25003","IST1",1,"In degree"
"25004","ISY1-RAB43",1,"In degree"
"25005","ISYNA1",1,"In degree"
"25006","ITCH",1,"In degree"
"25007","ITFG1",1,"In degree"
"25008","ITFG3",1,"In degree"
"25009","ITGA1",1,"In degree"
"25010","ITGA10",1,"In degree"
"25011","ITGA11",1,"In degree"
"25012","ITGA2",1,"In degree"
"25013","ITGA2B",2,"In degree"
"25014","ITGA3",1,"In degree"
"25015","ITGA4",1,"In degree"
"25016","ITGA5",1,"In degree"
"25017","ITGA6",1,"In degree"
"25018","ITGA7",1,"In degree"
"25019","ITGA8",1,"In degree"
"25020","ITGA9",1,"In degree"
"25021","ITGAD",1,"In degree"
"25022","ITGAE",1,"In degree"
"25023","ITGAL",2,"In degree"
"25024","ITGAM",1,"In degree"
"25025","ITGAV",1,"In degree"
"25026","ITGAX",1,"In degree"
"25027","ITGB1",1,"In degree"
"25028","ITGB1BP1",2,"In degree"
"25029","ITGB2",2,"In degree"
"25030","ITGB3",3,"In degree"
"25031","ITGB3BP",1,"In degree"
"25032","ITGB4",1,"In degree"
"25033","ITGB5",1,"In degree"
"25034","ITGB6",1,"In degree"
"25035","ITGB7",1,"In degree"
"25036","ITGB8",1,"In degree"
"25037","ITGBL1",1,"In degree"
"25038","ITIH1",1,"In degree"
"25039","ITIH2",1,"In degree"
"25040","ITIH3",1,"In degree"
"25041","ITIH4",1,"In degree"
"25042","ITIH5",1,"In degree"
"25043","ITK",3,"In degree"
"25044","ITLN1",1,"In degree"
"25045","ITLN2",1,"In degree"
"25046","ITM2A",1,"In degree"
"25047","ITM2B",1,"In degree"
"25048","ITM2C",1,"In degree"
"25049","ITPA",1,"In degree"
"25050","ITPK1",1,"In degree"
"25051","ITPKB",1,"In degree"
"25052","ITPKC",1,"In degree"
"25053","ITPR1",1,"In degree"
"25054","ITPR2",1,"In degree"
"25055","ITPR3",1,"In degree"
"25056","ITPRIP",1,"In degree"
"25057","ITPRIPL1",1,"In degree"
"25058","ITPRIPL2",1,"In degree"
"25059","Itraconazole",0,"In degree"
"25060","ITSN1",1,"In degree"
"25061","ITSN2",1,"In degree"
"25062","Ivacaftor",0,"In degree"
"25063","IVD",2,"In degree"
"25064","Ivermectin",0,"In degree"
"25065","IVNS1ABP",1,"In degree"
"25066","IWS1",1,"In degree"
"25067","Ixabepilone",0,"In degree"
"25068","IYD",1,"In degree"
"25069","IZUMO4",1,"In degree"
"25070","JADE1",1,"In degree"
"25071","JADE2",2,"In degree"
"25072","JADE3",1,"In degree"
"25073","JAG1",1,"In degree"
"25074","JAG2",1,"In degree"
"25075","JAGN1",1,"In degree"
"25076","JAK1",2,"In degree"
"25077","JAK2",5,"In degree"
"25078","JAK3",4,"In degree"
"25079","JAKMIP1",1,"In degree"
"25080","JAKMIP2",1,"In degree"
"25081","JAM2",1,"In degree"
"25082","JAM3",1,"In degree"
"25083","JARID2",1,"In degree"
"25084","JAZF1",1,"In degree"
"25085","JCHAIN",1,"In degree"
"25086","JDP2",1,"In degree"
"25087","JKAMP",1,"In degree"
"25088","JMJD1C",1,"In degree"
"25089","JMJD4",1,"In degree"
"25090","JMJD6",2,"In degree"
"25091","JMJD7-PLA2G4B",1,"In degree"
"25092","JMJD8",1,"In degree"
"25093","JMY",1,"In degree"
"25094","JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1",2,"In degree"
"25095","JNK signaling in the CD4+ TCR pathway",4,"In degree"
"25096","Josamycin",0,"In degree"
"25097","JOSD1",1,"In degree"
"25098","JOSD2",1,"In degree"
"25099","JPH2",1,"In degree"
"25100","JPH4",1,"In degree"
"25101","JRK",1,"In degree"
"25102","JRKL",1,"In degree"
"25103","JSRP1",1,"In degree"
"25104","JTB",1,"In degree"
"25105","JUN",4,"In degree"
"25106","JUNB",1,"In degree"
"25107","JUND",1,"In degree"
"25108","JUP",1,"In degree"
"25109","KALRN",1,"In degree"
"25110","KANK1",2,"In degree"
"25111","KANK2",1,"In degree"
"25112","KANK3",1,"In degree"
"25113","KANK4",1,"In degree"
"25114","KANSL1",1,"In degree"
"25115","KANSL1L",1,"In degree"
"25116","KANSL2",1,"In degree"
"25117","KANSL3",1,"In degree"
"25118","KARS",2,"In degree"
"25119","KAT2A",1,"In degree"
"25120","KAT2B",1,"In degree"
"25121","KAT5",1,"In degree"
"25122","KAT6A",1,"In degree"
"25123","KAT6B",2,"In degree"
"25124","KAT7",1,"In degree"
"25125","KAT8",1,"In degree"
"25126","KATNA1",1,"In degree"
"25127","KATNAL1",1,"In degree"
"25128","KATNAL2",1,"In degree"
"25129","KATNB1",1,"In degree"
"25130","KATNBL1",1,"In degree"
"25131","KAZN",1,"In degree"
"25132","KBTBD11",1,"In degree"
"25133","KBTBD2",1,"In degree"
"25134","KBTBD3",1,"In degree"
"25135","KBTBD4",1,"In degree"
"25136","KBTBD6",1,"In degree"
"25137","KBTBD8",1,"In degree"
"25138","KCMF1",1,"In degree"
"25139","KCNA2",3,"In degree"
"25140","KCNA3",3,"In degree"
"25141","KCNA5",3,"In degree"
"25142","KCNAB1",1,"In degree"
"25143","KCNAB2",1,"In degree"
"25144","KCNAB3",1,"In degree"
"25145","KCNC4",3,"In degree"
"25146","KCND3",6,"In degree"
"25147","KCNE3",1,"In degree"
"25148","KCNE4",1,"In degree"
"25149","KCNH2",49,"In degree"
"25150","KCNIP2",1,"In degree"
"25151","KCNIP3",1,"In degree"
"25152","KCNJ10",1,"In degree"
"25153","KCNJ11",19,"In degree"
"25154","KCNJ15",1,"In degree"
"25155","KCNJ2",1,"In degree"
"25156","KCNJ3",2,"In degree"
"25157","KCNJ5",2,"In degree"
"25158","KCNJ8",6,"In degree"
"25159","KCNK1",4,"In degree"
"25160","KCNK10",6,"In degree"
"25161","KCNK16",1,"In degree"
"25162","KCNK17",1,"In degree"
"25163","KCNK2",8,"In degree"
"25164","KCNK3",7,"In degree"
"25165","KCNK5",1,"In degree"
"25166","KCNK6",3,"In degree"
"25167","KCNMA1",9,"In degree"
"25168","KCNMB1",2,"In degree"
"25169","KCNMB3",2,"In degree"
"25170","KCNMB4",2,"In degree"
"25171","KCNN2",2,"In degree"
"25172","KCNN3",2,"In degree"
"25173","KCNN4",6,"In degree"
"25174","KCNQ1",5,"In degree"
"25175","KCNQ5",4,"In degree"
"25176","KCNS3",3,"In degree"
"25177","KCNT2",1,"In degree"
"25178","KCTD1",1,"In degree"
"25179","KCTD10",1,"In degree"
"25180","KCTD11",1,"In degree"
"25181","KCTD12",1,"In degree"
"25182","KCTD13",1,"In degree"
"25183","KCTD15",1,"In degree"
"25184","KCTD17",1,"In degree"
"25185","KCTD18",1,"In degree"
"25186","KCTD2",1,"In degree"
"25187","KCTD20",1,"In degree"
"25188","KCTD21",1,"In degree"
"25189","KCTD3",1,"In degree"
"25190","KCTD5",1,"In degree"
"25191","KCTD6",1,"In degree"
"25192","KCTD7",1,"In degree"
"25193","KCTD9",1,"In degree"
"25194","KDELC1",1,"In degree"
"25195","KDELC2",1,"In degree"
"25196","KDELR1",1,"In degree"
"25197","KDELR2",1,"In degree"
"25198","KDELR3",1,"In degree"
"25199","KDF1",1,"In degree"
"25200","KDM1A",1,"In degree"
"25201","KDM1B",1,"In degree"
"25202","KDM2A",1,"In degree"
"25203","KDM2B",1,"In degree"
"25204","KDM3A",1,"In degree"
"25205","KDM3B",1,"In degree"
"25206","KDM4A",1,"In degree"
"25207","KDM4B",1,"In degree"
"25208","KDM4C",1,"In degree"
"25209","KDM5A",1,"In degree"
"25210","KDM5B",1,"In degree"
"25211","KDM5C",1,"In degree"
"25212","KDM5D",3,"In degree"
"25213","KDM6A",1,"In degree"
"25214","KDM6B",1,"In degree"
"25215","KDM7A",1,"In degree"
"25216","KDM8",1,"In degree"
"25217","KDR",7,"In degree"
"25218","KDSR",1,"In degree"
"25219","KEAP1",1,"In degree"
"25220","KEL",1,"In degree"
"25221","Keratan sulfate/keratin metabolism",26,"In degree"
"25222","keratinocyte development",2,"In degree"
"25223","Ketamine",0,"In degree"
"25224","Ketazolam",0,"In degree"
"25225","Ketobemidone",0,"In degree"
"25226","Ketoconazole",0,"In degree"
"25227","ketone catabolic process",2,"In degree"
"25228","Ketoprofen",0,"In degree"
"25229","Ketorolac",0,"In degree"
"25230","Ketotifen",0,"In degree"
"25231","KHDRBS1",1,"In degree"
"25232","KHDRBS3",1,"In degree"
"25233","KHK",1,"In degree"
"25234","KHNYN",1,"In degree"
"25235","KHSRP",1,"In degree"
"25236","KIAA0020",1,"In degree"
"25237","KIAA0040",1,"In degree"
"25238","KIAA0100",1,"In degree"
"25239","KIAA0101",1,"In degree"
"25240","KIAA0141",1,"In degree"
"25241","KIAA0195",1,"In degree"
"25242","KIAA0196",1,"In degree"
"25243","KIAA0226",1,"In degree"
"25244","KIAA0226L",1,"In degree"
"25245","KIAA0232",1,"In degree"
"25246","KIAA0319L",1,"In degree"
"25247","KIAA0355",1,"In degree"
"25248","KIAA0368",1,"In degree"
"25249","KIAA0430",1,"In degree"
"25250","KIAA0513",1,"In degree"
"25251","KIAA0556",1,"In degree"
"25252","KIAA0586",1,"In degree"
"25253","KIAA0753",1,"In degree"
"25254","KIAA0754",1,"In degree"
"25255","KIAA0895",1,"In degree"
"25256","KIAA0895L",1,"In degree"
"25257","KIAA0907",1,"In degree"
"25258","KIAA0922",1,"In degree"
"25259","KIAA1024",1,"In degree"
"25260","KIAA1033",1,"In degree"
"25261","KIAA1107",1,"In degree"
"25262","KIAA1109",2,"In degree"
"25263","KIAA1143",1,"In degree"
"25264","KIAA1147",1,"In degree"
"25265","KIAA1161",1,"In degree"
"25266","KIAA1191",1,"In degree"
"25267","KIAA1211L",1,"In degree"
"25268","KIAA1217",1,"In degree"
"25269","KIAA1324",1,"In degree"
"25270","KIAA1324L",1,"In degree"
"25271","KIAA1328",1,"In degree"
"25272","KIAA1407",1,"In degree"
"25273","KIAA1429",1,"In degree"
"25274","KIAA1456",1,"In degree"
"25275","KIAA1462",1,"In degree"
"25276","KIAA1467",1,"In degree"
"25277","KIAA1468",1,"In degree"
"25278","KIAA1522",1,"In degree"
"25279","KIAA1551",1,"In degree"
"25280","KIAA1586",1,"In degree"
"25281","KIAA1671",1,"In degree"
"25282","KIAA1683",1,"In degree"
"25283","KIAA1715",1,"In degree"
"25284","KIAA1755",1,"In degree"
"25285","KIAA1804",1,"In degree"
"25286","KIAA1841",1,"In degree"
"25287","KIAA1958",1,"In degree"
"25288","KIAA2013",1,"In degree"
"25289","KIAA2018",1,"In degree"
"25290","KIAA2026",1,"In degree"
"25291","KIDINS220",1,"In degree"
"25292","KIF11",2,"In degree"
"25293","KIF12",1,"In degree"
"25294","KIF13A",1,"In degree"
"25295","KIF13B",1,"In degree"
"25296","KIF16B",1,"In degree"
"25297","KIF17",1,"In degree"
"25298","KIF18B",1,"In degree"
"25299","KIF19",1,"In degree"
"25300","KIF1A",1,"In degree"
"25301","KIF1B",1,"In degree"
"25302","KIF1BP",1,"In degree"
"25303","KIF1C",1,"In degree"
"25304","KIF20A",1,"In degree"
"25305","KIF20B",1,"In degree"
"25306","KIF21A",1,"In degree"
"25307","KIF21B",1,"In degree"
"25308","KIF22",1,"In degree"
"25309","KIF23",1,"In degree"
"25310","KIF26A",1,"In degree"
"25311","KIF27",1,"In degree"
"25312","KIF2C",2,"In degree"
"25313","KIF3A",1,"In degree"
"25314","KIF3B",1,"In degree"
"25315","KIF3C",1,"In degree"
"25316","KIF4A",1,"In degree"
"25317","KIF5B",1,"In degree"
"25318","KIF5C",1,"In degree"
"25319","KIF7",1,"In degree"
"25320","KIFAP3",1,"In degree"
"25321","KIFC2",1,"In degree"
"25322","KIFC3",1,"In degree"
"25323","killing by host of symbiont cells",1,"In degree"
"25324","KIN",1,"In degree"
"25325","Kinesins",1,"In degree"
"25326","KIRREL",1,"In degree"
"25327","KIT",11,"In degree"
"25328","Kit receptor signaling pathway",16,"In degree"
"25329","KITLG",1,"In degree"
"25330","KIZ",1,"In degree"
"25331","KL",1,"In degree"
"25332","KLB",1,"In degree"
"25333","KLC1",1,"In degree"
"25334","KLC2",1,"In degree"
"25335","KLC4",1,"In degree"
"25336","KLF10",1,"In degree"
"25337","KLF11",1,"In degree"
"25338","KLF12",1,"In degree"
"25339","KLF13",1,"In degree"
"25340","KLF15",1,"In degree"
"25341","KLF16",1,"In degree"
"25342","KLF2",1,"In degree"
"25343","KLF3",1,"In degree"
"25344","KLF4",1,"In degree"
"25345","KLF5",2,"In degree"
"25346","KLF6",1,"In degree"
"25347","KLF7",1,"In degree"
"25348","KLF8",1,"In degree"
"25349","KLF9",1,"In degree"
"25350","KLHDC1",1,"In degree"
"25351","KLHDC10",1,"In degree"
"25352","KLHDC2",1,"In degree"
"25353","KLHDC3",1,"In degree"
"25354","KLHDC4",1,"In degree"
"25355","KLHDC7A",1,"In degree"
"25356","KLHDC8A",1,"In degree"
"25357","KLHDC8B",1,"In degree"
"25358","KLHDC9",1,"In degree"
"25359","KLHL12",1,"In degree"
"25360","KLHL13",1,"In degree"
"25361","KLHL14",1,"In degree"
"25362","KLHL15",1,"In degree"
"25363","KLHL17",1,"In degree"
"25364","KLHL18",1,"In degree"
"25365","KLHL2",1,"In degree"
"25366","KLHL20",1,"In degree"
"25367","KLHL21",2,"In degree"
"25368","KLHL22",1,"In degree"
"25369","KLHL23",1,"In degree"
"25370","KLHL24",1,"In degree"
"25371","KLHL25",1,"In degree"
"25372","KLHL28",1,"In degree"
"25373","KLHL29",1,"In degree"
"25374","KLHL3",1,"In degree"
"25375","KLHL34",1,"In degree"
"25376","KLHL4",1,"In degree"
"25377","KLHL40",1,"In degree"
"25378","KLHL41",1,"In degree"
"25379","KLHL42",1,"In degree"
"25380","KLHL6",1,"In degree"
"25381","KLHL7",1,"In degree"
"25382","KLHL8",1,"In degree"
"25383","KLK1",1,"In degree"
"25384","KLK10",1,"In degree"
"25385","KLK11",1,"In degree"
"25386","KLK3",1,"In degree"
"25387","KLK4",1,"In degree"
"25388","KLKB1",1,"In degree"
"25389","KLRB1",1,"In degree"
"25390","KLRC2",1,"In degree"
"25391","KLRC4",1,"In degree"
"25392","KLRD1",1,"In degree"
"25393","KLRF1",1,"In degree"
"25394","KLRK1",1,"In degree"
"25395","KMO",1,"In degree"
"25396","KMT2A",1,"In degree"
"25397","KMT2B",1,"In degree"
"25398","KMT2C",2,"In degree"
"25399","KMT2D",1,"In degree"
"25400","KMT2E",1,"In degree"
"25401","KNDC1",1,"In degree"
"25402","KNG1",1,"In degree"
"25403","KNOP1",1,"In degree"
"25404","KNSTRN",1,"In degree"
"25405","KNTC1",1,"In degree"
"25406","KPNA1",1,"In degree"
"25407","KPNA2",2,"In degree"
"25408","KPNA3",1,"In degree"
"25409","KPNA4",1,"In degree"
"25410","KPNA5",1,"In degree"
"25411","KPNA6",1,"In degree"
"25412","KPNB1",1,"In degree"
"25413","KPTN",1,"In degree"
"25414","KRAS",2,"In degree"
"25415","KRBA1",1,"In degree"
"25416","KRBOX4",1,"In degree"
"25417","KRCC1",1,"In degree"
"25418","KREMEN1",1,"In degree"
"25419","KRI1",1,"In degree"
"25420","KRIT1",1,"In degree"
"25421","KRT1",1,"In degree"
"25422","KRT10",1,"In degree"
"25423","KRT13",1,"In degree"
"25424","KRT14",1,"In degree"
"25425","KRT15",1,"In degree"
"25426","KRT16",1,"In degree"
"25427","KRT17",1,"In degree"
"25428","KRT18",1,"In degree"
