"","name","betweenness","Category"
"1096","Nicotinate metabolism",0,"Pathway"
"1097","Nicotine Activity on Chromaffin Cells",0,"Pathway"
"1098","Nicotine Activity on Dopaminergic Neurons",0,"Pathway"
"1099","Nicotine Metabolism",0,"Pathway"
"1100","NISCH",1,"Gene"
"1101","NME1",3.2070202020202,"Gene"
"1102","NNT",1.72166666666667,"Gene"
"1103","NOD pathway",0,"Pathway"
"1104","NOD1/2 Signaling Pathway",0,"Pathway"
"1105","Non-coding RNA Metabolism",0,"Pathway"
"1106","Non-homologous end joining",0,"Pathway"
"1107","Non-integrin membrane-ECM interactions",0,"Pathway"
"1108","Noncanonical Wnt signaling pathway",0,"Pathway"
"1109","Nongenotropic Androgen signaling",0,"Pathway"
"1110","Nonhomologous End-joining (NHEJ)",0,"Pathway"
"1111","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",0,"Pathway"
"1112","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",0,"Pathway"
"1113","NoRC negatively regulates rRNA expression",0,"Pathway"
"1114","Norepinephrine Neurotransmitter Release Cycle",0,"Pathway"
"1115","Nortriptyline",0,"Compound"
"1116","NOSIP",1.34666666666667,"Gene"
"1117","NOSIP mediated eNOS trafficking",0,"Pathway"
"1118","Notch-mediated HES/HEY network",0,"Pathway"
"1119","Notch signaling pathway",0,"Pathway"
"1120","Notch signaling pathway",0,"BiologicalProcess"
"1121","Notch Signaling Pathway",0,"Pathway"
"1122","Notch Signaling Pathway",0,"Pathway"
"1123","Notch Signaling Pathway",0,"Pathway"
"1124","Notch Signaling Pathway",0,"Pathway"
"1125","NOTCH1",15.0448042459333,"Gene"
"1126","NOTCH1 Intracellular Domain Regulates Transcription",0,"Pathway"
"1127","NOTCH1 regulation of human endothelial cell calcification",0,"Pathway"
"1128","NOTCH2",5.41890681003584,"Gene"
"1129","NOTCH2 Activation and Transmission of Signal to the Nucleus",0,"Pathway"
"1130","NOTCH2 intracellular domain regulates transcription",0,"Pathway"
"1131","NOV",0,"Gene"
"1132","NPAT",0.142857142857143,"Gene"
"1133","NPC1",0.333333333333333,"Gene"
"1134","NPDC1",0,"Gene"
"1135","NPR3",0,"Gene"
"1136","NPTX2",0,"Gene"
"1137","NQO1",4.15979797979798,"Gene"
"1138","NR3C1",4.31078643578644,"Gene"
"1139","NRAGE signals death through JNK",0,"Pathway"
"1140","NRF2 pathway",0,"Pathway"
"1141","NRIF signals cell death from the nucleus",0,"Pathway"
"1142","NSDHL",0.20982905982906,"Gene"
"1143","NT5C",2.38833333333333,"Gene"
"1144","NUBP2",0.513333333333333,"Gene"
"1145","Nuclear Envelope Breakdown",0,"Pathway"
"1146","Nuclear import of Rev protein",0,"Pathway"
"1147","Nuclear Pore Complex (NPC) Disassembly",0,"Pathway"
"1148","Nuclear Receptor transcription pathway",0,"Pathway"
"1149","Nuclear Receptors",0,"Pathway"
"1150","Nuclear Receptors in Lipid Metabolism and Toxicity",0,"Pathway"
"1151","Nuclear signaling by ERBB4",0,"Pathway"
"1152","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",0,"Pathway"
"1153","Nucleotide Excision Repair",0,"Pathway"
"1154","Nucleotide metabolism",0,"Pathway"
"1155","Nucleotide Metabolism",0,"Pathway"
"1156","NUDC",2.24072876048682,"Gene"
"1157","NUDT1",1.13833333333333,"Gene"
"1158","NUDT6",0,"Gene"
"1159","NUP85",39.7039682539683,"Gene"
"1160","O-linked glycosylation",0,"Pathway"
"1161","O-linked glycosylation of mucins",0,"Pathway"
"1162","Oligomerization of connexins into connexons",0,"Pathway"
"1163","Oncogene Induced Senescence",0,"Pathway"
"1164","Oncostatin M Signaling Pathway",0,"Pathway"
"1165","One Carbon Metabolism",0,"Pathway"
"1166","Opioid Signalling",0,"Pathway"
"1167","Orc1 removal from chromatin",0,"Pathway"
"1168","Organelle biogenesis and maintenance",0,"Pathway"
"1169","Organic cation transport",0,"Pathway"
"1170","Organic cation/anion/zwitterion transport",0,"Pathway"
"1171","ORM1",0,"Gene"
"1172","Orphan transporters",0,"Pathway"
"1173","Osteoblast Signaling",0,"Pathway"
"1174","Osteoclast Signaling",0,"Pathway"
"1175","Osteopontin-mediated events",0,"Pathway"
"1176","Osteopontin Signaling",0,"Pathway"
"1177","OTUB1",0,"Gene"
"1178","Ovarian Infertility Genes",0,"Pathway"
"1179","Overview of nanoparticle effects",0,"Pathway"
"1180","OXA1L",0,"Gene"
"1181","Oxidation by Cytochrome P450",0,"Pathway"
"1182","Oxidative phosphorylation",0,"Pathway"
"1183","Oxidative Stress",0,"Pathway"
"1184","Oxidative Stress Induced Senescence",0,"Pathway"
"1185","OXSR1",0,"Gene"
"1186","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",0,"Pathway"
"1187","p130Cas linkage to MAPK signaling for integrins",0,"Pathway"
"1188","p38 MAPK signaling pathway",0,"Pathway"
"1189","p38 MAPK Signaling Pathway",0,"Pathway"
"1190","p38 signaling mediated by MAPKAP kinases",0,"Pathway"
"1191","p38MAPK events",0,"Pathway"
"1192","p53-Dependent G1 DNA Damage Response",0,"Pathway"
"1193","p53 pathway",0,"Pathway"
"1194","p73 transcription factor network",0,"Pathway"
"1195","p75 NTR receptor-mediated signalling",0,"Pathway"
"1196","p75(NTR)-mediated signaling",0,"Pathway"
"1197","p75NTR negatively regulates cell cycle via SC1",0,"Pathway"
"1198","p75NTR recruits signalling complexes",0,"Pathway"
"1199","p75NTR signals via NF-kB",0,"Pathway"
"1200","Packaging Of Telomere Ends",0,"Pathway"
"1201","PAFAH1B3",0.333333333333333,"Gene"
"1202","PAK1",12.6144510022973,"Gene"
"1203","PAK6",1.13493464052288,"Gene"
"1204","PAR1-mediated thrombin signaling events",0,"Pathway"
"1205","PARD3",2.01313757926661,"Gene"
"1206","PARK7",0.866666666666667,"Gene"
"1207","Parkin-Ubiquitin Proteasomal System pathway",0,"Pathway"
"1208","Parkinsons Disease Pathway",0,"Pathway"
"1209","Pathogenic Escherichia coli infection",0,"Pathway"
"1210","Pausing and recovery of Tat-mediated HIV elongation",0,"Pathway"
"1211","PAX8",1.16666666666667,"Gene"
"1212","PCBD1",1.12444444444444,"Gene"
"1213","PCNA",23.6666666666667,"Gene"
"1214","PCP/CE pathway",0,"Pathway"
"1215","PD-1 signaling",0,"Pathway"
"1216","PDGF Pathway",0,"Pathway"
"1217","PDGFR-alpha signaling pathway",0,"Pathway"
"1218","PDGFR-beta signaling pathway",0,"Pathway"
"1219","PDIA5",0.745454545454545,"Gene"
"1220","PECAM1 interactions",0,"Pathway"
"1221","Pentose Phosphate Pathway",0,"Pathway"
"1222","Peptide chain elongation",0,"Pathway"
"1223","Peptide hormone metabolism",0,"Pathway"
"1224","Peptide ligand-binding receptors",0,"Pathway"
"1225","PER3",1.11111111111111,"Gene"
"1226","PF4",4.35597481449515,"Gene"
"1227","PFKL",1.60875457875458,"Gene"
"1228","PFN1",1.75949919860777,"Gene"
"1229","PGLS",0.465897435897436,"Gene"
"1230","Phase 1 - Functionalization of compounds",0,"Pathway"
"1231","Phase I biotransformations, non P450",0,"Pathway"
"1232","Phase II conjugation",0,"Pathway"
"1233","Phenylalanine and tyrosine catabolism",0,"Pathway"
"1234","PHIP",0,"Gene"
"1235","Phosphate bond hydrolysis by NUDT proteins",0,"Pathway"
"1236","Phospholipase C-mediated cascade",0,"Pathway"
"1237","Phospholipid metabolism",0,"Pathway"
"1238","Phosphorylation of CD3 and TCR zeta chains",0,"Pathway"
"1239","Phosphorylation of Emi1",0,"Pathway"
"1240","Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes",0,"Pathway"
"1241","Phosphorylation of the APC/C",0,"Pathway"
"1242","PI-3K cascade",0,"Pathway"
"1243","PI Metabolism",0,"Pathway"
"1244","PI3K Cascade",0,"Pathway"
"1245","PI3K/AKT activation",0,"Pathway"
"1246","PIKFYVE",2.96095238095238,"Gene"
"1247","PIP4K2A",1.33595238095238,"Gene"
"1248","PIP5K1B",6.57323525936429,"Gene"
"1249","PKA activation in glucagon signalling",0,"Pathway"
"1250","PKB-mediated events",0,"Pathway"
"1251","PKIG",0.416666666666667,"Gene"
"1252","PLA2G15",0,"Gene"
"1253","Plasma membrane estrogen receptor signaling",0,"Pathway"
"1254","Platelet activation, signaling and aggregation",0,"Pathway"
"1255","Platelet Adhesion to exposed collagen",0,"Pathway"
"1256","Platelet Aggregation (Plug Formation)",0,"Pathway"
"1257","Platelet degranulation",0,"Pathway"
"1258","Platelet homeostasis",0,"Pathway"
"1259","Platelet sensitization by LDL",0,"Pathway"
"1260","PLC beta mediated events",0,"Pathway"
"1261","PLEKHM1",0,"Gene"
"1262","Plexin-D1 Signaling",0,"Pathway"
"1263","PLK1 signaling events",0,"Pathway"
"1264","PLP1",1.09090909090909,"Gene"
"1265","PLS1",0,"Gene"
"1266","PMM2",5.33333333333333,"Gene"
"1267","PNKP",0.5,"Gene"
"1268","PNP",1.38833333333333,"Gene"
"1269","PNPLA3",4.06623931623932,"Gene"
"1270","POLD4",9.1584485407066,"Gene"
"1271","POLR1D",11.4772401433692,"Gene"
"1272","Porphyrin metabolism",0,"Pathway"
"1273","Post-chaperonin tubulin folding pathway",0,"Pathway"
"1274","Post-Elongation Processing of Intron-Containing pre-mRNA",0,"Pathway"
"1275","Post-translational protein modification",0,"Pathway"
"1276","Posttranslational regulation of adherens junction stability and dissassembly",0,"Pathway"
"1277","PPAR Alpha Pathway",0,"Pathway"
"1278","PPARA activates gene expression",0,"Pathway"
"1279","PPARD",5.96757215007215,"Gene"
"1280","PPARGC1A",9.63032856032856,"Gene"
"1281","PPIB",0.816666666666667,"Gene"
"1282","PPM1G",0.142857142857143,"Gene"
"1283","PPP2R5E",6.58047607488351,"Gene"
"1284","PPP4C",0,"Gene"
"1285","PRC2 methylates histones and DNA",0,"Pathway"
"1286","PRCP",0.743478260869565,"Gene"
"1287","Pre-NOTCH Expression and Processing",0,"Pathway"
"1288","Pre-NOTCH Processing in Golgi",0,"Pathway"
"1289","Pre-NOTCH Processing in the Endoplasmic Reticulum",0,"Pathway"
"1290","Pre-NOTCH Transcription and Translation",0,"Pathway"
"1291","Prefoldin mediated transfer of substrate to CCT/TriC",0,"Pathway"
"1292","Preimplantation Embryo",0,"Pathway"
"1293","Presenilin action in Notch and Wnt signaling",0,"Pathway"
"1294","Presynaptic nicotinic acetylcholine receptors",0,"Pathway"
"1295","Presynaptic phase of homologous DNA pairing and strand exchange",0,"Pathway"
"1296","Primary Focal Segmental Glomerulosclerosis FSGS",0,"Pathway"
"1297","PRKAG2",11.180194966324,"Gene"
"1298","PRKCQ",11.634999415237,"Gene"
"1299","Processing of Capped Intron-Containing Pre-mRNA",0,"Pathway"
"1300","Processing of DNA double-strand break ends",0,"Pathway"
"1301","Processing of DNA ends prior to end rejoining",0,"Pathway"
"1302","Processive synthesis on the C-strand of the telomere",0,"Pathway"
"1303","Processive synthesis on the lagging strand",0,"Pathway"
"1304","PROCR",0.68792270531401,"Gene"
"1305","Prolactin receptor signaling",0,"Pathway"
"1306","Prolonged ERK activation events",0,"Pathway"
"1307","PROS1",9.42642935994969,"Gene"
"1308","Prostacyclin signalling through prostacyclin receptor",0,"Pathway"
"1309","Prostaglandin Synthesis and Regulation",0,"Pathway"
"1310","Proteasome Degradation",0,"Pathway"
"1311","Protein folding",0,"Pathway"
"1312","Proteoglycan syndecan-mediated signaling events",0,"Pathway"
"1313","PRPF18",0.142857142857143,"Gene"
"1314","PRUNE",0,"Gene"
"1315","PRUNE2",0,"Gene"
"1316","PSD4",0,"Gene"
"1317","PSMA7",9.49333675285288,"Gene"
"1318","PSMB2",9.49333675285288,"Gene"
"1319","PSMB6",9.49333675285288,"Gene"
"1320","PSMC3",9.74333675285288,"Gene"
"1321","PSME1",9.49333675285288,"Gene"
"1322","PSMG1",0,"Gene"
"1323","PTGS1",4.37179487179487,"Gene"
"1324","PTGS2",10.8056160506161,"Gene"
"1325","PTM: gamma carboxylation, hypusine formation and arylsulfatase activation",0,"Pathway"
"1326","PTPN6",10.1019628766122,"Gene"
"1327","PTPRK",0.142857142857143,"Gene"
"1328","PTPRO",0.30952380952381,"Gene"
"1329","PUF60",0,"Gene"
"1330","Purine catabolism",0,"Pathway"
"1331","Purine metabolism",0,"Pathway"
"1332","Purine ribonucleoside monophosphate biosynthesis",0,"Pathway"
"1333","Purine salvage",0,"Pathway"
"1334","PWP2",0,"Gene"
"1335","PYCR1",2.12444444444444,"Gene"
"1336","Pyrimidine biosynthesis",0,"Pathway"
"1337","Pyrimidine catabolism",0,"Pathway"
"1338","Pyrimidine metabolism",0,"Pathway"
"1339","Pyrimidine salvage reactions",0,"Pathway"
"1340","Pyruvate metabolism",0,"Pathway"
"1341","Pyruvate metabolism and Citric Acid (TCA) cycle",0,"Pathway"
"1342","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis",0,"Pathway"
"1343","RAC1 signaling pathway",0,"Pathway"
"1344","Rac1/Pak1/p38/MMP-2 pathway",0,"Pathway"
"1345","RAI14",0,"Gene"
"1346","RalA downstream regulated genes",0,"Pathway"
"1347","RALB",2.77724014336918,"Gene"
"1348","RAN",12.5008180708181,"Gene"
"1349","RANKL/RANK Signaling Pathway",0,"Pathway"
"1350","RBM6",0,"Gene"
"1351","Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor",0,"Pathway"
"1352","RECK",0,"Gene"
"1353","Recycling of bile acids and salts",0,"Pathway"
"1354","Recycling pathway of L1",0,"Pathway"
"1355","Reelin signaling pathway",0,"Pathway"
"1356","Regulation of Actin Cytoskeleton",0,"Pathway"
"1357","Regulation of actin dynamics for phagocytic cup formation",0,"Pathway"
"1358","Regulation of activated PAK-2p34 by proteasome mediated degradation",0,"Pathway"
"1359","Regulation of AMPK activity via LKB1",0,"Pathway"
"1360","Regulation of Androgen receptor activity",0,"Pathway"
"1361","Regulation of APC/C activators between G1/S and early anaphase",0,"Pathway"
"1362","Regulation of Apoptosis",0,"Pathway"
"1363","Regulation of beta-cell development",0,"Pathway"
"1364","Regulation of CDC42 activity",0,"Pathway"
"1365","Regulation of cholesterol biosynthesis by SREBP (SREBF)",0,"Pathway"
"1366","Regulation of Complement cascade",0,"Pathway"
"1367","Regulation of cytoplasmic and nuclear SMAD2/3 signaling",0,"Pathway"
"1368","Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",0,"Pathway"
"1369","Regulation of DNA replication",0,"Pathway"
"1370","regulation of FZD by ubiquitination",0,"Pathway"
"1371","Regulation of gap junction activity",0,"Pathway"
"1372","Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",0,"Pathway"
"1373","Regulation of Glucokinase by Glucokinase Regulatory Protein",0,"Pathway"
"1374","Regulation of HSF1-mediated heat shock response",0,"Pathway"
"1375","Regulation of IFNA signaling",0,"Pathway"
"1376","Regulation of IFNG signaling",0,"Pathway"
"1377","Regulation of innate immune responses to cytosolic DNA",0,"Pathway"
"1378","Regulation of insulin secretion",0,"Pathway"
"1379","Regulation of KIT signaling",0,"Pathway"
"1380","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)",0,"Pathway"
"1381","Regulation of mRNA stability by proteins that bind AU-rich elements",0,"Pathway"
"1382","Regulation of nuclear beta catenin signaling and target gene transcription",0,"Pathway"
"1383","Regulation of nuclear SMAD2/3 signaling",0,"Pathway"
"1384","Regulation of ornithine decarboxylase (ODC)",0,"Pathway"
"1385","Regulation of p38-alpha and p38-beta",0,"Pathway"
"1386","Regulation of PLK1 Activity at G2/M Transition",0,"Pathway"
"1387","Regulation of pyruvate dehydrogenase (PDH) complex",0,"Pathway"
"1388","Regulation of RAC1 activity",0,"Pathway"
"1389","Regulation of retinoblastoma protein",0,"Pathway"
"1390","Regulation of Rheb GTPase activity by AMPK",0,"Pathway"
"1391","Regulation of RhoA activity",0,"Pathway"
"1392","Regulation of signaling by CBL",0,"Pathway"
"1393","Regulation of Telomerase",0,"Pathway"
"1394","Regulation of the Fanconi anemia pathway",0,"Pathway"
"1395","Regulation of toll-like receptor signaling pathway",0,"Pathway"
"1396","Regulatory RNA pathways",0,"Pathway"
"1397","Release of apoptotic factors from the mitochondria",0,"Pathway"
"1398","Removal of aminoterminal propeptides from gamma-carboxylated proteins",0,"Pathway"
"1399","Removal of DNA patch containing abasic residue",0,"Pathway"
"1400","Removal of licensing factors from origins",0,"Pathway"
"1401","Removal of the Flap Intermediate",0,"Pathway"
"1402","Removal of the Flap Intermediate from the C-strand",0,"Pathway"
"1403","Repair synthesis for gap-filling by DNA polymerase in TC-NER",0,"Pathway"
"1404","Resolution of AP sites via the single-nucleotide replacement pathway",0,"Pathway"
"1405","Resolution of D-loop structures",0,"Pathway"
"1406","Resolution of Sister Chromatid Cohesion",0,"Pathway"
"1407","Respiratory electron transport",0,"Pathway"
"1408","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0,"Pathway"
"1409","Response to elevated platelet cytosolic Ca2+",0,"Pathway"
"1410","Retinoblastoma (RB) in Cancer",0,"Pathway"
"1411","Retinoic acid receptors-mediated signaling",0,"Pathway"
"1412","Retinoid metabolism and transport",0,"Pathway"
"1413","Retrograde neurotrophin signalling",0,"Pathway"
"1414","REV-ERBA represses gene expression",0,"Pathway"
"1415","Rev-mediated nuclear export of HIV RNA",0,"Pathway"
"1416","REV3L",0,"Gene"
"1417","RGS2",1.3244623655914,"Gene"
"1418","Rho GTPase cycle",0,"Pathway"
"1419","RhoA signaling pathway",0,"Pathway"
"1420","RHOT2",0.516129032258065,"Gene"
"1421","Ribosomal scanning and start codon recognition",0,"Pathway"
"1422","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",0,"Pathway"
"1423","RIN3",0,"Gene"
"1424","RIP-mediated NFkB activation via ZBP1",0,"Pathway"
"1425","RMI1",1,"Gene"
"1426","RMTs methylate histone arginines",0,"Pathway"
"1427","RNA Pol II CTD phosphorylation and interaction with CE",0,"Pathway"
"1428","RNA Polymerase I Chain Elongation",0,"Pathway"
"1429","RNA Polymerase I Promoter Clearance",0,"Pathway"
"1430","RNA Polymerase I Promoter Escape",0,"Pathway"
"1431","RNA Polymerase I Promoter Opening",0,"Pathway"
"1432","RNA Polymerase I Transcription",0,"Pathway"
"1433","RNA Polymerase I Transcription Initiation",0,"Pathway"
"1434","RNA Polymerase I Transcription Termination",0,"Pathway"
"1435","RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription",0,"Pathway"
"1436","RNA Polymerase II Pre-transcription Events",0,"Pathway"
"1437","RNA Polymerase II Transcription",0,"Pathway"
"1438","RNA Polymerase III Abortive And Retractive Initiation",0,"Pathway"
"1439","RNA Polymerase III Chain Elongation",0,"Pathway"
"1440","RNA Polymerase III Transcription Initiation",0,"Pathway"
"1441","RNA Polymerase III Transcription Initiation From Type 1 Promoter",0,"Pathway"
"1442","RNA Polymerase III Transcription Initiation From Type 2 Promoter",0,"Pathway"
"1443","RNA Polymerase III Transcription Initiation From Type 3 Promoter",0,"Pathway"
"1444","RNA Polymerase III Transcription Termination",0,"Pathway"
"1445","RNF mutants show enhanced WNT signaling and proliferation",0,"Pathway"
"1446","RNPS1",5.59487734487734,"Gene"
"1447","Role of Calcineurin-dependent NFAT signaling in lymphocytes",0,"Pathway"
"1448","Role of DCC in regulating apoptosis",0,"Pathway"
"1449","Role of LAT2/NTAL/LAB on calcium mobilization",0,"Pathway"
"1450","Role of phospholipids in phagocytosis",0,"Pathway"
"1451","RORA activates circadian gene expression",0,"Pathway"
"1452","RPA3",16.4824925522506,"Gene"
"1453","RPN1",1.46608946608947,"Gene"
"1454","RPS4Y1",22.625,"Gene"
"1455","RPS6",21.1995012156302,"Gene"
"1456","RPS6KC1",0,"Gene"
"1457","RRAGD",0.583333333333333,"Gene"
"1458","RRP1B",0,"Gene"
"1459","RRP8",0.727777777777778,"Gene"
"1460","RSU1",2.31111111111111,"Gene"
"1461","RUVBL1",5.11398538737248,"Gene"
"1462","RXR and RAR heterodimerization with other nuclear receptor",0,"Pathway"
"1463","S Phase",0,"Pathway"
"1464","S100A4",0,"Gene"
"1465","S1P1 pathway",0,"Pathway"
"1466","S1P2 pathway",0,"Pathway"
"1467","S1P3 pathway",0,"Pathway"
"1468","S1P4 pathway",0,"Pathway"
"1469","S1P5 pathway",0,"Pathway"
"1470","S6K1-mediated signalling",0,"Pathway"
"1471","S6K1 signalling",0,"Pathway"
"1472","SATB1",0.507936507936508,"Gene"
"1473","SC5D",0.358180708180708,"Gene"
"1474","SCAPER",0,"Gene"
"1475","Scavenging by Class F Receptors",0,"Pathway"
"1476","Scavenging of heme from plasma",0,"Pathway"
"1477","SCD",2.27692307692308,"Gene"
"1478","SCF-beta-TrCP mediated degradation of Emi1",0,"Pathway"
"1479","SCF(Skp2)-mediated degradation of p27/p21",0,"Pathway"
"1480","SCN1B",1.24168067226891,"Gene"
"1481","SCYL3",0,"Gene"
"1482","SDC1",11.4296455157745,"Gene"
"1483","SDCBP",3.11668067226891,"Gene"
"1484","SDHB",10.9941996891997,"Gene"
"1485","Secretion of Hydrochloric Acid in Parietal Cells",0,"Pathway"
"1486","Selenium Metabolism and Selenoproteins",0,"Pathway"
"1487","Selenium Micronutrient Network",0,"Pathway"
"1488","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",0,"Pathway"
"1489","Sema3A PAK dependent Axon repulsion",0,"Pathway"
"1490","Semaphorin interactions",0,"Pathway"
"1491","Senescence-Associated Secretory Phenotype (SASP)",0,"Pathway"
"1492","Senescence and Autophagy in Cancer",0,"Pathway"
"1493","Separation of Sister Chromatids",0,"Pathway"
"1494","SEPHS2",0.666666666666667,"Gene"
"1495","Serotonin Receptor 2 and ELK-SRF/GATA4 signaling",0,"Pathway"
"1496","Serotonin Receptor 2 and STAT3 Signaling",0,"Pathway"
"1497","Serotonin Receptor 4/6/7 and NR3C Signaling",0,"Pathway"
"1498","Serotonin receptors",0,"Pathway"
"1499","Serotonin Transporter Activity",0,"Pathway"
"1500","SERPINA3",0.75,"Gene"
"1501","SESN1",0.575,"Gene"
"1502","SGMS1",1.06095238095238,"Gene"
"1503","SHC-mediated cascade",0,"Pathway"
"1504","SHC-mediated signalling",0,"Pathway"
"1505","SHC-related events",0,"Pathway"
"1506","SHC-related events triggered by IGF1R",0,"Pathway"
"1507","SHC activation",0,"Pathway"
"1508","SHC1",124.296258858408,"Gene"
"1509","SHC1 events in EGFR signaling",0,"Pathway"
"1510","SHC1 events in ERBB2 signaling",0,"Pathway"
"1511","SHC1 events in ERBB4 signaling",0,"Pathway"
"1512","SHP2 signaling",0,"Pathway"
"1513","SIDS Susceptibility Pathways",0,"Pathway"
"1514","Signal amplification",0,"Pathway"
"1515","Signal attenuation",0,"Pathway"
"1516","Signal regulatory protein (SIRP) family interactions",0,"Pathway"
"1517","Signal transduction by L1",0,"Pathway"
"1518","Signal Transduction of S1P Receptor",0,"Pathway"
"1519","Signaling by Activin",0,"Pathway"
"1520","Signaling by Aurora kinases",0,"Pathway"
"1521","Signaling by constitutively active EGFR",0,"Pathway"
"1522","Signaling by EGFR",0,"Pathway"
"1523","Signaling by EGFR in Cancer",0,"Pathway"
"1524","Signaling by ERBB2",0,"Pathway"
"1525","Signaling by ERBB4",0,"Pathway"
"1526","Signaling by FGFR",0,"Pathway"
"1527","Signaling by FGFR in disease",0,"Pathway"
"1528","Signaling by FGFR mutants",0,"Pathway"
"1529","Signaling by FGFR1 fusion mutants",0,"Pathway"
"1530","Signaling by FGFR1 mutants",0,"Pathway"
"1531","Signaling by GPCR",0,"Pathway"
"1532","Signaling by Hedgehog",0,"Pathway"
"1533","Signaling by Hippo",0,"Pathway"
"1534","Signaling by Insulin receptor",0,"Pathway"
"1535","Signaling by Interleukins",0,"Pathway"
"1536","Signaling by Leptin",0,"Pathway"
"1537","Signaling by NGF",0,"Pathway"
"1538","Signaling by NODAL",0,"Pathway"
"1539","Signaling by NOTCH",0,"Pathway"
"1540","Signaling by NOTCH2",0,"Pathway"
"1541","Signaling by NOTCH3",0,"Pathway"
"1542","Signaling by NOTCH4",0,"Pathway"
"1543","Signaling by PDGF",0,"Pathway"
"1544","Signaling by Robo receptor",0,"Pathway"
"1545","Signaling by SCF-KIT",0,"Pathway"
"1546","Signaling by VEGF",0,"Pathway"
"1547","Signaling by Wnt",0,"Pathway"
"1548","Signaling by WNT in cancer",0,"Pathway"
"1549","Signaling events mediated by focal adhesion kinase",0,"Pathway"
"1550","Signaling events mediated by HDAC Class I",0,"Pathway"
"1551","Signaling events mediated by HDAC Class II",0,"Pathway"
"1552","Signaling events mediated by HDAC Class III",0,"Pathway"
"1553","Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)",0,"Pathway"
"1554","Signaling events mediated by PRL",0,"Pathway"
"1555","Signaling events mediated by PTP1B",0,"Pathway"
"1556","Signaling events mediated by Stem cell factor receptor (c-Kit)",0,"Pathway"
"1557","Signaling events mediated by TCPTP",0,"Pathway"
"1558","Signaling events mediated by VEGFR1 and VEGFR2",0,"Pathway"
"1559","Signaling events regulated by Ret tyrosine kinase",0,"Pathway"
"1560","Signaling mediated by p38-alpha and p38-beta",0,"Pathway"
"1561","Signaling of Hepatocyte Growth Factor Receptor",0,"Pathway"
"1562","Signaling Pathways",0,"Pathway"
"1563","Signaling Pathways in Glioblastoma",0,"Pathway"
"1564","Signalling to ERKs",0,"Pathway"
"1565","Signalling to RAS",0,"Pathway"
"1566","SIK3",0.333333333333333,"Gene"
"1567","SIPA1L1",0,"Gene"
"1568","SIRT1 negatively regulates rRNA Expression",0,"Pathway"
"1569","SLC-mediated transmembrane transport",0,"Pathway"
"1570","SLC19A2",1.36589743589744,"Gene"
"1571","SLC22A1",7.82424242424243,"Gene"
"1572","SLC22A3",2.82424242424242,"Gene"
"1573","SLC22A4",1.06666666666667,"Gene"
"1574","SLC22A5",1.06666666666667,"Gene"
"1575","SLC25A4",8.35416666666667,"Gene"
"1576","SLC25A6",4.73559440559441,"Gene"
"1577","SLC2A6",1.995670995671,"Gene"
"1578","SLC35F2",0,"Gene"
"1579","SLC38A1",3.30476190476191,"Gene"
"1580","SLC43A3",0,"Gene"
"1581","SLC6A2",10.6833333333333,"Gene"
"1582","SLC6A3",8.7,"Gene"
"1583","SLC6A4",3.41666666666667,"Gene"
"1584","SLC6A6",4.495670995671,"Gene"
"1585","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",0,"Pathway"
"1586","SMARCA2",1.34285714285714,"Gene"
"1587","SMCHD1",0,"Gene"
"1588","Smooth Muscle Contraction",0,"Pathway"
"1589","SNRPA",0.503968253968254,"Gene"
"1590","SNRPA1",0.503968253968254,"Gene"
"1591","SNRPD2",2.58730158730159,"Gene"
"1592","SNX19",0,"Gene"
"1593","SNX6",0,"Gene"
"1594","SOCS5",0.25,"Gene"
"1595","SON",0,"Gene"
"1596","SOX10",0.166666666666667,"Gene"
"1597","SPG11",0,"Gene"
"1598","Sphingolipid de novo biosynthesis",0,"Pathway"
"1599","Sphingolipid metabolism",0,"Pathway"
"1600","Sphingolipid Metabolism",0,"Pathway"
"1601","Sphingosine 1-phosphate (S1P) pathway",0,"Pathway"
"1602","Spinal Cord Injury",0,"Pathway"
"1603","SPR",0.846666666666667,"Gene"
"1604","Spry regulation of FGF signaling",0,"Pathway"
"1605","SPTLC2",1.39428571428571,"Gene"
"1606","SQLE",0.685103785103785,"Gene"
"1607","SQSTM1",4.91129846855653,"Gene"
"1608","SREBF and miR33 in cholesterol and lipid homeostasis",0,"Pathway"
"1609","SREBF2",3.19151404151404,"Gene"
"1610","SREBP signalling",0,"Pathway"
