"","name","closeness","Category","closenessPercent"
"886","JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1",0.263571428571429,"Pathway",20
"887","JNK signaling in the CD4+ TCR pathway",0.267546403712297,"Pathway",28
"888","KANK1",0.340154867256637,"Gene",78
"889","KAT6B",0.340783154783894,"Gene",85
"890","KDM5D",0.340783154783894,"Gene",85
"891","KIAA1109",0.340154867256637,"Gene",78
"892","KIF2C",0.294258373205742,"Gene",70
"893","Kinesins",0.227384767069263,"Pathway",4
"894","KIT",0.362333071484682,"Gene",99
"895","Kit receptor signaling pathway",0.295957651588065,"Pathway",71
"896","KLHL21",0.342809364548495,"Gene",88
"897","KPNA2",0.343191964285714,"Gene",88
"898","KRT34",0.340154867256637,"Gene",78
"899","KRT81",0.340154867256637,"Gene",78
"900","L1CAM interactions",0.275702331141662,"Pathway",48
"901","Lagging Strand Synthesis",0.273171453953213,"Pathway",42
"902","LAMA3",0.345247005988024,"Gene",90
"903","LAMA5",0.342809364548495,"Gene",88
"904","Laminin interactions",0.257250418293363,"Pathway",11
"905","LAMTOR2",0.340154867256637,"Gene",78
"906","Late Phase of HIV Life Cycle",0.290825977301387,"Pathway",68
"907","Latent infection of Homo sapiens with Mycobacterium tuberculosis",0.230049875311721,"Pathway",5
"908","LCMT1",0.340154867256637,"Gene",78
"909","LCP2",0.34706546275395,"Gene",91
"910","LDHB",0.296719202315857,"Gene",72
"911","LDL endocytosis",0.240046838407494,"Pathway",6
"912","LDLR",0.31581650119822,"Gene",75
"913","Leading Strand Synthesis",0.26957919345412,"Pathway",33
"914","Leptin signaling pathway",0.294634302139891,"Pathway",70
"915","LGALS4",0.340154867256637,"Gene",78
"916","Lidocaine metabolism",0.226269315673289,"Pathway",3
"917","LIG1",0.29510556621881,"Gene",71
"918","Linoleic acid (LA) metabolism",0.21518544436669,"Pathway",2
"919","LIPA",0.241239539748954,"Gene",7
"920","Lipid and lipoprotein metabolism",0.273333333333333,"Pathway",42
"921","Lipoprotein metabolism",0.273333333333333,"Pathway",42
"922","LIPT1",0.340154867256637,"Gene",78
"923","Lissencephaly gene (LIS1) in neuronal migration and development",0.257107023411371,"Pathway",11
"924","Liver X Receptor Pathway",0.227160797833046,"Pathway",4
"925","LKB1 signaling events",0.282455603184323,"Pathway",57
"926","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling",0.262521343198634,"Pathway",17
"927","Loss of Function of SMAD2/3 in Cancer",0.29073432083202,"Pathway",68
"928","Loss of Nlp from mitotic centrosomes",0.274308652988403,"Pathway",45
"929","LOXL1",0.341287458379578,"Gene",86
"930","LPA receptor mediated events",0.279291553133515,"Pathway",53
"931","LPL",0.364624505928854,"Gene",99
"932","LPP",0.34028033935817,"Gene",83
"933","LRRC41",0.342809364548495,"Gene",88
"934","LSS",0.274471883368045,"Gene",45
"935","LTN1",0.340154867256637,"Gene",79
"936","LUC7L",0.340154867256637,"Gene",79
"937","LY75",0.340154867256637,"Gene",79
"938","Lysine catabolism",0.219173200285103,"Pathway",2
"939","Lysosome Vesicle Biogenesis",0.25978597578147,"Pathway",14
"940","LYST",0.340154867256637,"Gene",79
"941","M Phase",0.296147672552167,"Pathway",71
"942","MAL",0.350760456273764,"Gene",93
"943","MALT1",0.345117845117845,"Gene",90
"944","MAMLD1",0.35169653069005,"Gene",93
"945","MAP kinase activation in TLR cascade",0.263571428571429,"Pathway",20
"946","MAPK Signaling Pathway",0.291838025941158,"Pathway",69
"947","MAPKAPK5",0.342554771630152,"Gene",87
"948","Matrix Metalloproteinases",0.206468218442256,"Pathway",1
"949","MBTPS1",0.357419604804339,"Gene",96
"950","MCM3AP",0.340154867256637,"Gene",79
"951","MCM7",0.34758854559156,"Gene",91
"952","MCTS1",0.340154867256637,"Gene",79
"953","ME2",0.340154867256637,"Gene",79
"954","Mecp2 and Associated Rett Syndrome",0.220958083832335,"Pathway",2
"955","Meiosis",0.266849869829332,"Pathway",27
"956","Meiotic recombination",0.266849869829332,"Pathway",27
"957","Meiotic synapsis",0.263722126929674,"Pathway",20
"958","Melatonin metabolism and effects",0.27422711058264,"Pathway",44
"959","Membrane binding and targetting of GAG proteins",0.281937652811736,"Pathway",56
"960","Membrane Trafficking",0.289820923656927,"Pathway",67
"961","Mesodermal Commitment Pathway",0.25469353948095,"Pathway",9
"962","MEST",0.340154867256637,"Gene",79
"963","Metabolism",0.352502865876958,"Pathway",94
"964","Metabolism of Angiotensinogen to Angiotensins",0.257897679619793,"Pathway",12
"965","Metabolism of folate and pterines",0.263948497854077,"Pathway",21
"966","Metabolism of lipids and lipoproteins",0.30058651026393,"Pathway",73
"967","Metabolism of mRNA",0.292300380228137,"Pathway",69
"968","Metabolism of nitric oxide",0.27292899408284,"Pathway",41
"969","Metabolism of polyamines",0.265238642898217,"Pathway",25
"970","Metabolism of proteins",0.293229497774952,"Pathway",70
"971","Metabolism of RNA",0.296242774566474,"Pathway",71
"972","Metapathway biotransformation",0.276694661067786,"Pathway",49
"973","Metastatic brain tumor",0.249459167117361,"Pathway",8
"974","Methionine salvage pathway",0.265238642898217,"Pathway",25
"975","Methylation",0.225770925110132,"Pathway",3
"976","METTL17",0.340154867256637,"Gene",79
"977","METTL4",0.340154867256637,"Gene",79
"978","MFAP3L",0.340154867256637,"Gene",79
"979","MFAP5-mediated ovarian cancer cell motility and invasiveness",0.268402676752982,"Pathway",31
"980","MGA",0.340154867256637,"Gene",79
"981","MHC class II antigen presentation",0.274145616641902,"Pathway",44
"982","MICALL1",0.340154867256637,"Gene",79
"983","MicroRNA (miRNA) biogenesis",0.265926780051888,"Pathway",26
"984","MicroRNAs in cardiomyocyte hypertrophy",0.265238642898217,"Pathway",25
"985","MIF",0.343575418994413,"Gene",89
"986","miRNA Biogenesis",0.265926780051888,"Pathway",26
"987","miRNA Regulation of DNA Damage Response",0.281851512373969,"Pathway",56
"988","miRNAs involved in DNA damage response",0.249459167117361,"Pathway",8
"989","miRs in Muscle Cell Differentiation",0.272606382978723,"Pathway",40
"990","Miscellaneous substrates",0.224835486229588,"Pathway",3
"991","Mismatch repair",0.234852342158859,"Pathway",5
"992","Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)",0.273171453953213,"Pathway",42
"993","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)",0.273171453953213,"Pathway",42
"994","Mitochondrial biogenesis",0.276860744297719,"Pathway",49
"995","Mitochondrial Gene Expression",0.267313822080556,"Pathway",28
"996","Mitochondrial protein import",0.271483225426722,"Pathway",38
"997","Mitochondrial translation",0.268558951965066,"Pathway",32
"998","Mitochondrial translation elongation",0.268558951965066,"Pathway",32
"999","Mitochondrial translation initiation",0.268480791618161,"Pathway",31
"1000","Mitochondrial translation termination",0.268480791618161,"Pathway",31
"1001","Mitochondrial tRNA aminoacylation",0.265162402989365,"Pathway",25
"1002","Mitotic Anaphase",0.293043202033037,"Pathway",70
"1003","Mitotic G1-G1/S phases",0.300097592713077,"Pathway",73
"1004","Mitotic G2-G2/M phases",0.294916879795396,"Pathway",70
"1005","Mitotic M-M/G1 phases",0.300195248942402,"Pathway",73
"1006","Mitotic Metaphase and Anaphase",0.293043202033037,"Pathway",70
"1007","Mitotic Prometaphase",0.278616732105104,"Pathway",52
"1008","Mitotic Prophase",0.276280323450135,"Pathway",48
"1009","Mitotic Spindle Checkpoint",0.268168604651163,"Pathway",31
"1010","MLEC",0.342046718576196,"Gene",86
"1011","MMR",0.273171453953213,"Pathway",42
"1012","Molecules associated with elastic fibres",0.263948497854077,"Pathway",21
"1013","MON2",0.340154867256637,"Gene",79
"1014","Monoamine GPCRs",0.244047619047619,"Pathway",7
"1015","Monoamine Transport",0.276280323450135,"Pathway",48
"1016","MPC2",0.356177606177606,"Gene",95
"1017","MPG",0.342682020802377,"Gene",87
"1018","MPP1",0.340154867256637,"Gene",79
"1019","MPP5",0.340657311669128,"Gene",84
"1020","mRNA Capping",0.261035653650255,"Pathway",15
"1021","mRNA Processing",0.256963788300836,"Pathway",11
"1022","mRNA Splicing",0.260888009049774,"Pathway",15
"1023","MRPL11",0.341035120147874,"Gene",85
"1024","MRPL12",0.360774344935471,"Gene",98
"1025","MRPL13",0.341035120147874,"Gene",85
"1026","MRPL19",0.238310514079049,"Gene",6
"1027","MRPL22",0.341035120147874,"Gene",85
"1028","MRPL4",0.341035120147874,"Gene",85
"1029","MRPS16",0.360774344935471,"Gene",98
"1030","MRPS2",0.241176470588235,"Gene",6
"1031","MRPS28",0.341035120147874,"Gene",85
"1032","MRPS35",0.341035120147874,"Gene",85
"1033","MRPS7",0.246,"Gene",7
"1034","MSMO1",0.274145616641902,"Gene",44
"1035","MTHFD2",0.351830663615561,"Gene",93
"1036","mTOR signaling pathway",0.273333333333333,"Pathway",42
"1037","mTOR signalling",0.27292899408284,"Pathway",41
"1038","mTORC1-mediated signalling",0.263722126929674,"Pathway",20
"1039","MUC1",0.342173590504451,"Gene",87
"1040","Muscarinic acetylcholine receptors",0.239548169306674,"Pathway",6
"1041","Muscle contraction",0.255540166204986,"Pathway",9
"1042","MVD",0.2864017385905,"Gene",64
"1043","MYC",0.332312680115274,"Gene",75
"1044","MyD88-independent cascade",0.289366373902133,"Pathway",66
"1045","MyD88 cascade initiated on plasma membrane",0.289366373902133,"Pathway",66
"1046","MyD88 dependent cascade initiated on endosome",0.289366373902133,"Pathway",66
"1047","MyD88:Mal cascade initiated on plasma membrane",0.29073432083202,"Pathway",68
"1048","MYLK",0.343191964285714,"Gene",88
"1049","Myometrial Relaxation and Contraction Pathways",0.277110243316311,"Pathway",50
"1050","N-cadherin signaling events",0.213937847866419,"Pathway",1
"1051","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",0.255327982286189,"Pathway",9
"1052","Na+/Cl- dependent neurotransmitter transporters",0.273009766203019,"Pathway",41
"1053","NAA10",0.34028033935817,"Gene",83
"1054","NADE modulates death signalling",0.260740531373657,"Pathway",15
"1055","NCAM signaling for neurite out-growth",0.269973661106234,"Pathway",34
"1056","NCAM1 interactions",0.259347764970481,"Pathway",14
"1057","NCAPD2",0.344859813084112,"Gene",90
"1058","NCK2",0.35331290693221,"Gene",94
"1059","NCL",0.342173590504451,"Gene",87
"1060","NCOA1",0.366945107398568,"Gene",100
"1061","NDUFA10",0.356315179606025,"Gene",96
"1062","NDUFA13",0.358113354037267,"Gene",97
"1063","NDUFA9",0.356315179606025,"Gene",96
"1064","NDUFB8",0.356315179606025,"Gene",96
"1065","NDUFS3",0.356315179606025,"Gene",96
"1066","NDUFS6",0.356315179606025,"Gene",96
"1067","Nectin adhesion pathway",0.272204190026556,"Pathway",39
"1068","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",0.264024041213509,"Pathway",22
"1069","Nef and signal transduction",0.269185876860228,"Pathway",33
"1070","Nef Mediated CD4 Down-regulation",0.264024041213509,"Pathway",22
"1071","Nef Mediated CD8 Down-regulation",0.264024041213509,"Pathway",22
"1072","Negative epigenetic regulation of rRNA expression",0.276777677767777,"Pathway",49
"1073","Negative regulation of FGFR signaling",0.28542698019802,"Pathway",63
"1074","Negative regulation of the PI3K/AKT network",0.24385408406027,"Pathway",7
"1075","Negative regulators of RIG-I/MDA5 signaling",0.282023845918679,"Pathway",57
"1076","NEP/NS2 Interacts with the Cellular Export Machinery",0.27292899408284,"Pathway",41
"1077","Nephrin interactions",0.27068661971831,"Pathway",37
"1078","Nephrin/Neph1 signaling in the kidney podocyte",0.27068661971831,"Pathway",37
"1079","Netrin-1 signaling",0.272606382978723,"Pathway",40
"1080","Netrin-mediated signaling events",0.273414344991108,"Pathway",43
"1081","Netrin mediated repulsion signals",0.269185876860228,"Pathway",33
"1082","Neural Crest Differentiation",0.287652011225444,"Pathway",65
"1083","Neurofascin interactions",0.255398671096346,"Pathway",9
"1084","Neuronal System",0.282023845918679,"Pathway",57
"1085","Neurotransmitter Clearance In The Synaptic Cleft",0.225384803322746,"Pathway",3
"1086","Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell",0.27611493564801,"Pathway",48
"1087","Neurotransmitter Release Cycle",0.272525849335303,"Pathway",40
"1088","Neurotrophic factor-mediated Trk receptor signaling",0.27895373450257,"Pathway",52
"1089","NF-kB is activated and signals survival",0.28498609823911,"Pathway",62
"1090","NFKB2",0.353042479908152,"Gene",94
"1091","NFKBIE",0.277360192423331,"Gene",50
"1092","NFX1",0.34028033935817,"Gene",83
"1093","NGF signalling via TRKA from the plasma membrane",0.293789808917197,"Pathway",70
"1094","NICD traffics to nucleus",0.262895411798233,"Pathway",19
"1095","Nicotinamide salvaging",0.266618497109827,"Pathway",27
"1096","Nicotinate metabolism",0.266618497109827,"Pathway",27
"1097","Nicotine Activity on Chromaffin Cells",0.262372013651877,"Pathway",17
"1098","Nicotine Activity on Dopaminergic Neurons",0.271723122238586,"Pathway",38
"1099","Nicotine Metabolism",0.214984852015847,"Pathway",1
"1100","NISCH",0.230452160879341,"Gene",5
"1101","NME1",0.358949416342412,"Gene",97
"1102","NNT",0.360633307271306,"Gene",98
"1103","NOD pathway",0.273090586145648,"Pathway",41
"1104","NOD1/2 Signaling Pathway",0.264933946008041,"Pathway",24
"1105","Non-coding RNA Metabolism",0.272204190026556,"Pathway",39
"1106","Non-homologous end joining",0.258403361344538,"Pathway",12
"1107","Non-integrin membrane-ECM interactions",0.274553571428571,"Pathway",45
"1108","Noncanonical Wnt signaling pathway",0.263270547945205,"Pathway",19
"1109","Nongenotropic Androgen signaling",0.270369284876905,"Pathway",35
"1110","Nonhomologous End-joining (NHEJ)",0.258403361344538,"Pathway",12
"1111","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",0.268793706293706,"Pathway",32
"1112","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",0.268012783265543,"Pathway",30
"1113","NoRC negatively regulates rRNA expression",0.276445909499551,"Pathway",49
"1114","Norepinephrine Neurotransmitter Release Cycle",0.269815735595203,"Pathway",34
"1115","Nortriptyline",0.31777471581123,"Compound",75
"1116","NOSIP",0.355902777777778,"Gene",95
"1117","NOSIP mediated eNOS trafficking",0.262521343198634,"Pathway",17
"1118","Notch-mediated HES/HEY network",0.274145616641902,"Pathway",44
"1119","Notch signaling pathway",0.28125,"Pathway",55
"1120","Notch signaling pathway",0.28125,"BiologicalProcess",55
"1121","Notch Signaling Pathway",0.281679389312977,"Pathway",55
"1122","Notch Signaling Pathway",0.281679389312977,"Pathway",55
"1123","Notch Signaling Pathway",0.272364924712135,"Pathway",39
"1124","Notch Signaling Pathway",0.272364924712135,"Pathway",40
"1125","NOTCH1",0.355902777777778,"Gene",95
"1126","NOTCH1 Intracellular Domain Regulates Transcription",0.29510556621881,"Pathway",71
"1127","NOTCH1 regulation of human endothelial cell calcification",0.262521343198634,"Pathway",17
"1128","NOTCH2",0.35169653069005,"Gene",93
"1129","NOTCH2 Activation and Transmission of Signal to the Nucleus",0.284898085237801,"Pathway",62
"1130","NOTCH2 intracellular domain regulates transcription",0.260961810466761,"Pathway",15
"1131","NOV",0.340154867256637,"Gene",79
"1132","NPAT",0.342300556586271,"Gene",87
"1133","NPC1",0.241239539748954,"Gene",7
"1134","NPDC1",0.340154867256637,"Gene",79
"1135","NPR3",0.340154867256637,"Gene",79
"1136","NPTX2",0.340154867256637,"Gene",80
"1137","NQO1",0.358949416342412,"Gene",97
"1138","NR3C1",0.350893875998478,"Gene",93
"1139","NRAGE signals death through JNK",0.26387299771167,"Pathway",21
"1140","NRF2 pathway",0.287204234122042,"Pathway",65
"1141","NRIF signals cell death from the nucleus",0.283410138248848,"Pathway",60
"1142","NSDHL",0.274145616641902,"Gene",44
"1143","NT5C",0.356315179606025,"Gene",96
"1144","NUBP2",0.35576552256074,"Gene",95
"1145","Nuclear Envelope Breakdown",0.272525849335303,"Pathway",40
"1146","Nuclear import of Rev protein",0.27292899408284,"Pathway",41
"1147","Nuclear Pore Complex (NPC) Disassembly",0.24818401937046,"Pathway",7
"1148","Nuclear Receptor transcription pathway",0.268012783265543,"Pathway",30
"1149","Nuclear Receptors",0.268012783265543,"Pathway",30
"1150","Nuclear Receptors in Lipid Metabolism and Toxicity",0.276611694152924,"Pathway",49
"1151","Nuclear signaling by ERBB4",0.269973661106234,"Pathway",34
"1152","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",0.274064171122995,"Pathway",43
"1153","Nucleotide Excision Repair",0.27611493564801,"Pathway",48
"1154","Nucleotide metabolism",0.271004700352526,"Pathway",37
"1155","Nucleotide Metabolism",0.265467625899281,"Pathway",25
"1156","NUDC",0.345505617977528,"Gene",90
"1157","NUDT1",0.355902777777778,"Gene",95
"1158","NUDT6",0.340154867256637,"Gene",80
"1159","NUP85",0.33005366726297,"Gene",75
"1160","O-linked glycosylation",0.254975124378109,"Pathway",9
"1161","O-linked glycosylation of mucins",0.254975124378109,"Pathway",9
"1162","Oligomerization of connexins into connexons",0.213937847866419,"Pathway",1
"1163","Oncogene Induced Senescence",0.282628676470588,"Pathway",58
"1164","Oncostatin M Signaling Pathway",0.289820923656927,"Pathway",67
"1165","One Carbon Metabolism",0.269973661106234,"Pathway",34
"1166","Opioid Signalling",0.270369284876905,"Pathway",35
"1167","Orc1 removal from chromatin",0.286490683229814,"Pathway",64
"1168","Organelle biogenesis and maintenance",0.280395136778116,"Pathway",54
"1169","Organic cation transport",0.217212149752767,"Pathway",2
"1170","Organic cation/anion/zwitterion transport",0.217212149752767,"Pathway",2
"1171","ORM1",0.250747485729818,"Gene",8
"1172","Orphan transporters",0.275619958171497,"Pathway",47
"1173","Osteoblast Signaling",0.263948497854077,"Pathway",21
"1174","Osteoclast Signaling",0.263948497854077,"Pathway",21
"1175","Osteopontin-mediated events",0.277027027027027,"Pathway",50
"1176","Osteopontin Signaling",0.263948497854077,"Pathway",21
"1177","OTUB1",0.340154867256637,"Gene",80
"1178","Ovarian Infertility Genes",0.269185876860228,"Pathway",33
"1179","Overview of nanoparticle effects",0.276445909499551,"Pathway",49
"1180","OXA1L",0.349696739954511,"Gene",92
"1181","Oxidation by Cytochrome P450",0.229135618479881,"Pathway",4
"1182","Oxidative phosphorylation",0.263045337895637,"Pathway",19
"1183","Oxidative Stress",0.26957919345412,"Pathway",33
"1184","Oxidative Stress Induced Senescence",0.28828125,"Pathway",66
"1185","OXSR1",0.349696739954511,"Gene",92
"1186","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",0.282975460122699,"Pathway",59
"1187","p130Cas linkage to MAPK signaling for integrins",0.269815735595203,"Pathway",34
"1188","p38 MAPK signaling pathway",0.262372013651877,"Pathway",17
"1189","p38 MAPK Signaling Pathway",0.287741734248284,"Pathway",65
"1190","p38 signaling mediated by MAPKAP kinases",0.262222853894258,"Pathway",16
"1191","p38MAPK events",0.25963974106389,"Pathway",14
"1192","p53-Dependent G1 DNA Damage Response",0.282715292675452,"Pathway",58
"1193","p53 pathway",0.223636363636364,"Pathway",2
"1194","p73 transcription factor network",0.285869228385497,"Pathway",63
"1195","p75 NTR receptor-mediated signalling",0.292764201840686,"Pathway",69
"1196","p75(NTR)-mediated signaling",0.286936236391913,"Pathway",65
"1197","p75NTR negatively regulates cell cycle via SC1",0.24079874706343,"Pathway",6
"1198","p75NTR recruits signalling complexes",0.28498609823911,"Pathway",62
"1199","p75NTR signals via NF-kB",0.28498609823911,"Pathway",62
"1200","Packaging Of Telomere Ends",0.263722126929674,"Pathway",20
"1201","PAFAH1B3",0.34028033935817,"Gene",83
"1202","PAK1",0.361339600470035,"Gene",99
"1203","PAK6",0.343191964285714,"Gene",88
"1204","PAR1-mediated thrombin signaling events",0.270369284876905,"Pathway",36
"1205","PARD3",0.350627137970353,"Gene",93
"1206","PARK7",0.342046718576196,"Gene",87
"1207","Parkin-Ubiquitin Proteasomal System pathway",0.280224787363305,"Pathway",54
"1208","Parkinsons Disease Pathway",0.273333333333333,"Pathway",42
"1209","Pathogenic Escherichia coli infection",0.283323095823096,"Pathway",60
"1210","Pausing and recovery of Tat-mediated HIV elongation",0.258983717012914,"Pathway",13
"1211","PAX8",0.34116124260355,"Gene",85
"1212","PCBD1",0.355902777777778,"Gene",95
"1213","PCNA",0.295862732520847,"Gene",71
"1214","PCP/CE pathway",0.286757848927572,"Pathway",64
"1215","PD-1 signaling",0.263646756216062,"Pathway",20
"1216","PDGF Pathway",0.278112752487187,"Pathway",51
"1217","PDGFR-alpha signaling pathway",0.277027027027027,"Pathway",50
"1218","PDGFR-beta signaling pathway",0.299415774099318,"Pathway",73
"1219","PDIA5",0.342046718576196,"Gene",87
"1220","PECAM1 interactions",0.274308652988403,"Pathway",45
"1221","Pentose Phosphate Pathway",0.265010054582017,"Pathway",24
"1222","Peptide chain elongation",0.268012783265543,"Pathway",30
"1223","Peptide hormone metabolism",0.257897679619793,"Pathway",12
"1224","Peptide ligand-binding receptors",0.269264448336252,"Pathway",33
"1225","PER3",0.345505617977528,"Gene",90
"1226","PF4",0.350760456273764,"Gene",93
"1227","PFKL",0.359228971962617,"Gene",98
"1228","PFN1",0.350760456273764,"Gene",93
"1229","PGLS",0.358391608391608,"Gene",97
"1230","Phase 1 - Functionalization of compounds",0.279460769463799,"Pathway",53
"1231","Phase I biotransformations, non P450",0.194374209860936,"Pathway",1
"1232","Phase II conjugation",0.273333333333333,"Pathway",42
"1233","Phenylalanine and tyrosine catabolism",0.262521343198634,"Pathway",17
"1234","PHIP",0.340154867256637,"Gene",80
"1235","Phosphate bond hydrolysis by NUDT proteins",0.262521343198634,"Pathway",17
"1236","Phospholipase C-mediated cascade",0.264478211009174,"Pathway",24
"1237","Phospholipid metabolism",0.271243751837695,"Pathway",38
"1238","Phosphorylation of CD3 and TCR zeta chains",0.256749234622878,"Pathway",10
"1239","Phosphorylation of Emi1",0.267546403712297,"Pathway",28
"1240","Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes",0.223636363636364,"Pathway",2
"1241","Phosphorylation of the APC/C",0.258693213684801,"Pathway",13
"1242","PI-3K cascade",0.285074165636588,"Pathway",62
"1243","PI Metabolism",0.268950437317784,"Pathway",32
"1244","PI3K Cascade",0.279207021791768,"Pathway",53
"1245","PI3K/AKT activation",0.285074165636588,"Pathway",62
"1246","PIKFYVE",0.35645285935085,"Gene",96
"1247","PIP4K2A",0.357142857142857,"Gene",96
"1248","PIP5K1B",0.36563614744352,"Gene",100
"1249","PKA activation in glucagon signalling",0.270527859237537,"Pathway",36
"1250","PKB-mediated events",0.27292899408284,"Pathway",41
"1251","PKIG",0.344088026855651,"Gene",89
"1252","PLA2G15",0.340154867256637,"Gene",80
"1253","Plasma membrane estrogen receptor signaling",0.28150747635032,"Pathway",55
"1254","Platelet activation, signaling and aggregation",0.304757185332012,"Pathway",74
"1255","Platelet Adhesion to exposed collagen",0.269185876860228,"Pathway",33
"1256","Platelet Aggregation (Plug Formation)",0.285692164756891,"Pathway",63
"1257","Platelet degranulation",0.28150747635032,"Pathway",55
"1258","Platelet homeostasis",0.27611493564801,"Pathway",48
"1259","Platelet sensitization by LDL",0.265314926660915,"Pathway",25
"1260","PLC beta mediated events",0.270369284876905,"Pathway",36
"1261","PLEKHM1",0.340154867256637,"Gene",80
"1262","Plexin-D1 Signaling",0.2677793904209,"Pathway",29
"1263","PLK1 signaling events",0.275455359808898,"Pathway",47
"1264","PLP1",0.343575418994413,"Gene",89
"1265","PLS1",0.340154867256637,"Gene",80
"1266","PMM2",0.237512873326468,"Gene",6
"1267","PNKP",0.34028033935817,"Gene",83
"1268","PNP",0.356177606177606,"Gene",95
"1269","PNPLA3",0.278196622436671,"Gene",51
"1270","POLD4",0.347719562759141,"Gene",92
"1271","POLR1D",0.346804511278196,"Gene",91
"1272","Porphyrin metabolism",0.263571428571429,"Pathway",20
"1273","Post-chaperonin tubulin folding pathway",0.268168604651163,"Pathway",31
"1274","Post-Elongation Processing of Intron-Containing pre-mRNA",0.25639244024458,"Pathway",10
"1275","Post-translational protein modification",0.273171453953213,"Pathway",42
"1276","Posttranslational regulation of adherens junction stability and dissassembly",0.282110091743119,"Pathway",57
"1277","PPAR Alpha Pathway",0.249459167117361,"Pathway",8
"1278","PPARA activates gene expression",0.28150747635032,"Pathway",55
"1279","PPARD",0.36105675146771,"Gene",98
"1280","PPARGC1A",0.364768683274021,"Gene",99
"1281","PPIB",0.34116124260355,"Gene",86
"1282","PPM1G",0.34028033935817,"Gene",83
"1283","PPP2R5E",0.356177606177606,"Gene",95
"1284","PPP4C",0.340154867256637,"Gene",80
"1285","PRC2 methylates histones and DNA",0.271243751837695,"Pathway",38
"1286","PRCP",0.343191964285714,"Gene",88
"1287","Pre-NOTCH Expression and Processing",0.262895411798233,"Pathway",19
"1288","Pre-NOTCH Processing in Golgi",0.262820512820513,"Pathway",18
"1289","Pre-NOTCH Processing in the Endoplasmic Reticulum",0.262820512820513,"Pathway",18
"1290","Pre-NOTCH Transcription and Translation",0.262895411798233,"Pathway",19
"1291","Prefoldin mediated transfer of substrate to CCT/TriC",0.268558951965066,"Pathway",32
"1292","Preimplantation Embryo",0.267468831545375,"Pathway",28
"1293","Presenilin action in Notch and Wnt signaling",0.281679389312977,"Pathway",55
"1294","Presynaptic nicotinic acetylcholine receptors",0.263420902341519,"Pathway",20
"1295","Presynaptic phase of homologous DNA pairing and strand exchange",0.25963974106389,"Pathway",14
"1296","Primary Focal Segmental Glomerulosclerosis FSGS",0.288913247729408,"Pathway",66
"1297","PRKAG2",0.367529880478088,"Gene",100
"1298","PRKCQ",0.359228971962617,"Gene",98
"1299","Processing of Capped Intron-Containing Pre-mRNA",0.276197604790419,"Pathway",48
"1300","Processing of DNA double-strand break ends",0.25963974106389,"Pathway",14
"1301","Processing of DNA ends prior to end rejoining",0.258403361344538,"Pathway",12
"1302","Processive synthesis on the C-strand of the telomere",0.273171453953213,"Pathway",42
"1303","Processive synthesis on the lagging strand",0.273171453953213,"Pathway",42
"1304","PROCR",0.343319687383699,"Gene",89
"1305","Prolactin receptor signaling",0.266695576756288,"Pathway",27
"1306","Prolonged ERK activation events",0.266541462005201,"Pathway",26
"1307","PROS1",0.348639455782313,"Gene",92
"1308","Prostacyclin signalling through prostacyclin receptor",0.270527859237537,"Pathway",36
"1309","Prostaglandin Synthesis and Regulation",0.269894675248683,"Pathway",34
"1310","Proteasome Degradation",0.283497234173325,"Pathway",60
"1311","Protein folding",0.26863715783343,"Pathway",32
"1312","Proteoglycan syndecan-mediated signaling events",0.267624020887728,"Pathway",29
"1313","PRPF18",0.34028033935817,"Gene",83
"1314","PRUNE",0.340154867256637,"Gene",80
"1315","PRUNE2",0.340154867256637,"Gene",80
"1316","PSD4",0.340154867256637,"Gene",80
"1317","PSMA7",0.375152501016673,"Gene",100
"1318","PSMB2",0.375152501016673,"Gene",100
"1319","PSMB6",0.375152501016673,"Gene",100
"1320","PSMC3",0.375457875457875,"Gene",100
"1321","PSME1",0.375152501016673,"Gene",100
"1322","PSMG1",0.231958762886598,"Gene",5
"1323","PTGS1",0.279122541603631,"Gene",52
"1324","PTGS2",0.363475177304965,"Gene",99
"1325","PTM: gamma carboxylation, hypusine formation and arylsulfatase activation",0.258548206278027,"Pathway",13
"1326","PTPN6",0.35576552256074,"Gene",95
"1327","PTPRK",0.34028033935817,"Gene",83
"1328","PTPRO",0.340909090909091,"Gene",85
"1329","PUF60",0.340154867256637,"Gene",80
"1330","Purine catabolism",0.262895411798233,"Pathway",19
"1331","Purine metabolism",0.263195435092725,"Pathway",19
"1332","Purine ribonucleoside monophosphate biosynthesis",0.262670842824601,"Pathway",18
"1333","Purine salvage",0.262745656508117,"Pathway",18
"1334","PWP2",0.340154867256637,"Gene",80
"1335","PYCR1",0.356040138942493,"Gene",95
