"","name","Category"
"9275","MLH1","Gene"
"9276","GTF2H3","Gene"
"9277","ROR1","Gene"
"9278","LETMD1","Gene"
"9279","OLFM2","Gene"
"9280","SPECC1","Gene"
"9281","ABCA4","Gene"
"9282","MFN2","Gene"
"9283","MALL","Gene"
"9284","KLF11","Gene"
"9285","SRP68","Gene"
"9286","POLR3D","Gene"
"9287","CNTLN","Gene"
"9288","ARPC5L","Gene"
"9289","AIF1","Gene"
"9290","PRRX1","Gene"
"9291","PLCB4","Gene"
"9292","FAM19A2","Gene"
"9293","EIF3F","Gene"
"9294","BTBD11","Gene"
"9295","ZDBF2","Gene"
"9296","ZNF493","Gene"
"9297","MAP2K7","Gene"
"9298","SYCP2","Gene"
"9299","ABCB10","Gene"
"9300","KLF15","Gene"
"9301","HOXD10","Gene"
"9302","C16orf91","Gene"
"9303","FAM84B","Gene"
"9304","GPR75","Gene"
"9305","PGC","Gene"
"9306","NBAS","Gene"
"9307","TGIF2","Gene"
"9308","IZUMO4","Gene"
"9309","GLTSCR1L","Gene"
"9310","BATF2","Gene"
"9311","YJEFN3","Gene"
"9312","HSPA4","Gene"
"9313","PCDH18","Gene"
"9314","PRMT9","Gene"
"9315","EXOC6","Gene"
"9316","CX3CL1","Gene"
"9317","CBLN4","Gene"
"9318","IGFBP4","Gene"
"9319","TAF11","Gene"
"9320","C19orf54","Gene"
"9321","POLR3GL","Gene"
"9322","TMEM5","Gene"
"9323","HOXA5","Gene"
"9324","EPAS1","Gene"
"9325","SNX16","Gene"
"9326","ZMYND11","Gene"
"9327","TTI2","Gene"
"9328","ZNF664","Gene"
"9329","MRPL38","Gene"
"9330","HNRNPU","Gene"
"9331","CCDC17","Gene"
"9332","ZCWPW1","Gene"
"9333","CENPT","Gene"
"9334","ACO1","Gene"
"9335","DOCK1","Gene"
"9336","FIP1L1","Gene"
"9337","CALCOCO2","Gene"
"9338","COX7A2","Gene"
"9339","IL7","Gene"
"9340","RBMX","Gene"
"9341","HSBP1L1","Gene"
"9342","NR2C2","Gene"
"9343","AHCTF1","Gene"
"9344","RAD51","Gene"
"9345","ARF6","Gene"
"9346","NSMAF","Gene"
"9347","CDK18","Gene"
"9348","METTL10","Gene"
"9349","DHRS13","Gene"
"9350","LIPE","Gene"
"9351","ZFYVE27","Gene"
"9352","LCA5","Gene"
"9353","MAPK9","Gene"
"9354","NID1","Gene"
"9355","CDC37L1","Gene"
"9356","RP9","Gene"
"9357","ZNHIT6","Gene"
"9358","ANXA11","Gene"
"9359","SLC39A14","Gene"
"9360","TMEM161B","Gene"
"9361","NUCKS1","Gene"
"9362","PLGRKT","Gene"
"9363","LRRC48","Gene"
"9364","ZNF614","Gene"
"9365","VGLL3","Gene"
"9366","SAR1A","Gene"
"9367","NCOR2","Gene"
"9368","SLC40A1","Gene"
"9369","CRY1","Gene"
"9370","ZC3H8","Gene"
"9371","CDC42","Gene"
"9372","PAPOLG","Gene"
"9373","MAPK8IP1","Gene"
"9374","CCDC82","Gene"
"9375","NBR1","Gene"
"9376","ZFAND1","Gene"
"9377","TMEM243","Gene"
"9378","DDX6","Gene"
"9379","PWWP2B","Gene"
"9380","PDLIM1","Gene"
"9381","ORC6","Gene"
"9382","APOBEC3D","Gene"
"9383","CEP350","Gene"
"9384","FRG1","Gene"
"9385","PRR29","Gene"
"9386","DAP3","Gene"
"9387","RNF123","Gene"
"9388","SCLY","Gene"
"9389","DHRS9","Gene"
"9390","MECOM","Gene"
"9391","TNKS2","Gene"
"9392","SPAG16","Gene"
"9393","RECQL5","Gene"
"9394","SBNO2","Gene"
"9395","MEF2A","Gene"
"9396","FGL2","Gene"
"9397","HSPB3","Gene"
"9398","RNF215","Gene"
"9399","YPEL4","Gene"
"9400","MCM5","Gene"
"9401","GTF3A","Gene"
"9402","XRRA1","Gene"
"9403","SEMA3B","Gene"
"9404","RASGEF1B","Gene"
"9405","TNS1","Gene"
"9406","EPB41L3","Gene"
"9407","LRRC6","Gene"
"9408","MTA1","Gene"
"9409","LRRC37A3","Gene"
"9410","USP39","Gene"
"9411","WDR19","Gene"
"9412","HSPA6","Gene"
"9413","MEOX1","Gene"
"9414","FAM109A","Gene"
"9415","CEACAM19","Gene"
"9416","KCTD18","Gene"
"9417","MRPS30","Gene"
"9418","PAQR6","Gene"
"9419","WDR75","Gene"
"9420","RAB8B","Gene"
"9421","GZMH","Gene"
"9422","FAM76A","Gene"
"9423","TMEM120B","Gene"
"9424","KBTBD2","Gene"
"9425","BAHD1","Gene"
"9426","CAMK2D","Gene"
"9427","LGI2","Gene"
"9428","POMGNT1","Gene"
"9429","UBA5","Gene"
"9430","EXOC2","Gene"
"9431","RHPN2","Gene"
"9432","GLMN","Gene"
"9433","MAP3K13","Gene"
"9434","UNC5A","Gene"
"9435","UHRF2","Gene"
"9436","XYLT1","Gene"
"9437","RECQL4","Gene"
"9438","WDR62","Gene"
"9439","HMP19","Gene"
"9440","UBE2J1","Gene"
"9441","RRP15","Gene"
"9442","SART3","Gene"
"9443","HMGB1","Gene"
"9444","SH2B2","Gene"
"9445","APEH","Gene"
"9446","LST1","Gene"
"9447","ARID3B","Gene"
"9448","NIPSNAP1","Gene"
"9449","IFT20","Gene"
"9450","CXCL9","Gene"
"9451","TBC1D30","Gene"
"9452","DVL2","Gene"
"9453","FMNL1","Gene"
"9454","GLCCI1","Gene"
"9455","ASTN2","Gene"
"9456","TRIM6","Gene"
"9457","MYH3","Gene"
"9458","GIMAP8","Gene"
"9459","PEAR1","Gene"
"9460","HMG20A","Gene"
"9461","SLC35A3","Gene"
"9462","BLZF1","Gene"
"9463","ZMYM4","Gene"
"9464","ILDR1","Gene"
"9465","RPL15","Gene"
"9466","DCP2","Gene"
"9467","FCAMR","Gene"
"9468","CHPT1","Gene"
"9469","CPNE3","Gene"
"9470","ATAD2B","Gene"
"9471","AAR2","Gene"
"9472","AHCYL2","Gene"
"9473","FGGY","Gene"
"9474","ZFP64","Gene"
"9475","DNASE1L3","Gene"
"9476","HIST1H4H","Gene"
"9477","ATF7IP2","Gene"
"9478","HP","Gene"
"9479","NUDT16","Gene"
"9480","METAP1","Gene"
"9481","RNF41","Gene"
"9482","TLR5","Gene"
"9483","ANKRD11","Gene"
"9484","ATF1","Gene"
"9485","DDHD2","Gene"
"9486","REEP5","Gene"
"9487","PARP1","Gene"
"9488","MBNL1","Gene"
"9489","GOLGA5","Gene"
"9490","ADD3","Gene"
"9491","HCFC1","Gene"
"9492","NUP62","Gene"
"9493","RFX1","Gene"
"9494","PTGR1","Gene"
"9495","ST3GAL2","Gene"
"9496","ZC3H12D","Gene"
"9497","SGOL2","Gene"
"9498","SLC35A4","Gene"
"9499","FAM134A","Gene"
"9500","IFNLR1","Gene"
"9501","IWS1","Gene"
"9502","TSLP","Gene"
"9503","MN1","Gene"
"9504","ANKLE1","Gene"
"9505","IFITM2","Gene"
"9506","USP12","Gene"
"9507","SLC2A11","Gene"
"9508","LTBP4","Gene"
"9509","ANKRD32","Gene"
"9510","PLEKHF2","Gene"
"9511","SLC7A10","Gene"
"9512","ZC3H6","Gene"
"9513","NPHP4","Gene"
"9514","CD80","Gene"
"9515","C4orf46","Gene"
"9516","DIRC2","Gene"
"9517","DBI","Gene"
"9518","RSAD2","Gene"
"9519","CEP97","Gene"
"9520","CD48","Gene"
"9521","TMEM179B","Gene"
"9522","RND1","Gene"
"9523","FSD1","Gene"
"9524","C11orf96","Gene"
"9525","PAFAH1B2","Gene"
"9526","ZNF677","Gene"
"9527","SLC43A1","Gene"
"9528","EFHD2","Gene"
"9529","LSM2","Gene"
"9530","ZNF486","Gene"
"9531","C10orf2","Gene"
"9532","HLA-DQB2","Gene"
"9533","TSPYL5","Gene"
"9534","PDCD1","Gene"
"9535","ABCF2","Gene"
"9536","CINP","Gene"
"9537","RAMP3","Gene"
"9538","MSRB3","Gene"
"9539","CECR5","Gene"
"9540","UBE2G2","Gene"
"9541","LRRC8B","Gene"
"9542","ENPP2","Gene"
"9543","ATP5B","Gene"
"9544","GPI","Gene"
"9545","ABCB7","Gene"
"9546","CERS6","Gene"
"9547","TNFSF9","Gene"
"9548","C3orf38","Gene"
"9549","M6PR","Gene"
"9550","MON1A","Gene"
"9551","CAPN12","Gene"
"9552","PAQR4","Gene"
"9553","IER3","Gene"
"9554","ZNF577","Gene"
"9555","PLEKHA8","Gene"
"9556","STIP1","Gene"
"9557","LYPD5","Gene"
"9558","UNC13D","Gene"
"9559","SMAD2","Gene"
"9560","ATP11A","Gene"
"9561","SFI1","Gene"
"9562","WBP1","Gene"
"9563","PHC3","Gene"
"9564","RHNO1","Gene"
"9565","WAS","Gene"
"9566","OASL","Gene"
"9567","FNIP2","Gene"
"9568","RNF6","Gene"
"9569","TMX3","Gene"
"9570","OCEL1","Gene"
"9571","TMEM79","Gene"
"9572","CETP","Gene"
"9573","ACADVL","Gene"
"9574","ZNF32","Gene"
"9575","SLC35C2","Gene"
"9576","CD19","Gene"
"9577","RNASET2","Gene"
"9578","PROSER1","Gene"
"9579","ARPC3","Gene"
"9580","DGAT2","Gene"
"9581","GLYCTK","Gene"
"9582","ILVBL","Gene"
"9583","PGGT1B","Gene"
"9584","KIAA1522","Gene"
"9585","SNRNP200","Gene"
"9586","RBM15","Gene"
"9587","EVX1","Gene"
"9588","NECAB1","Gene"
"9589","SEMA6D","Gene"
"9590","DDX58","Gene"
"9591","NLRX1","Gene"
"9592","C22orf39","Gene"
"9593","CDC26","Gene"
"9594","BAG1","Gene"
"9595","NAP1L4","Gene"
"9596","RIF1","Gene"
"9597","ZNF595","Gene"
"9598","UTRN","Gene"
"9599","NF2","Gene"
"9600","ERN2","Gene"
"9601","RHOC","Gene"
"9602","BCAS2","Gene"
"9603","BMP4","Gene"
"9604","TMEM64","Gene"
"9605","ARHGAP21","Gene"
"9606","RUFY2","Gene"
"9607","COL1A2","Gene"
"9608","STOM","Gene"
"9609","MFHAS1","Gene"
"9610","MRPL39","Gene"
"9611","ZNF583","Gene"
"9612","ERI2","Gene"
"9613","LYL1","Gene"
"9614","APOA1BP","Gene"
"9615","ZNF367","Gene"
"9616","GBP4","Gene"
"9617","ACSL5","Gene"
"9618","C19orf38","Gene"
"9619","RNF167","Gene"
"9620","DOLPP1","Gene"
"9621","POLR2K","Gene"
"9622","ADM2","Gene"
"9623","FAM98C","Gene"
"9624","SFTPA2","Gene"
"9625","MFSD3","Gene"
"9626","LAMB1","Gene"
"9627","N4BP2L1","Gene"
"9628","CYB561A3","Gene"
"9629","ZNF570","Gene"
"9630","RSL1D1","Gene"
"9631","YPEL3","Gene"
"9632","ZDHHC16","Gene"
"9633","DOK1","Gene"
"9634","ST13","Gene"
"9635","ENY2","Gene"
"9636","PLCD4","Gene"
"9637","FLI1","Gene"
"9638","EMC2","Gene"
"9639","APH1B","Gene"
"9640","PQLC3","Gene"
"9641","OSMR","Gene"
"9642","B4GALT5","Gene"
"9643","ATG7","Gene"
"9644","PTPRC","Gene"
"9645","SAMSN1","Gene"
"9646","RAB27B","Gene"
"9647","ZNF106","Gene"
"9648","AASDH","Gene"
"9649","HECTD2","Gene"
"9650","RAB28","Gene"
"9651","RASA4","Gene"
"9652","TPPP3","Gene"
"9653","KATNBL1","Gene"
"9654","PRTFDC1","Gene"
"9655","KIF3A","Gene"
"9656","FOXP1","Gene"
"9657","QKI","Gene"
"9658","CDK9","Gene"
"9659","POLR3H","Gene"
"9660","MYDGF","Gene"
"9661","MAP6","Gene"
"9662","TPRG1L","Gene"
"9663","FOXK2","Gene"
"9664","C6orf226","Gene"
"9665","DTX1","Gene"
"9666","FGD1","Gene"
"9667","RPN2","Gene"
"9668","LHFPL2","Gene"
"9669","ZNF775","Gene"
"9670","ARL6IP5","Gene"
"9671","CAP1","Gene"
"9672","EZR","Gene"
"9673","GNPAT","Gene"
"9674","C19orf52","Gene"
"9675","G6PC3","Gene"
"9676","UBB","Gene"
"9677","GALNT14","Gene"
"9678","ZC3H14","Gene"
"9679","SORT1","Gene"
"9680","TSPAN15","Gene"
"9681","AUTS2","Gene"
"9682","ZSCAN16","Gene"
"9683","SETD1B","Gene"
"9684","TUSC5","Gene"
"9685","LRRC4C","Gene"
"9686","SP140L","Gene"
"9687","SBF2","Gene"
"9688","OSBPL2","Gene"
"9689","ZKSCAN7","Gene"
"9690","PLEKHJ1","Gene"
"9691","IFI16","Gene"
"9692","PON2","Gene"
"9693","PAK4","Gene"
"9694","TSPAN8","Gene"
"9695","STARD13","Gene"
"9696","YBX1","Gene"
"9697","LRRC14","Gene"
"9698","FUCA2","Gene"
"9699","CCDC180","Gene"
"9700","DZIP3","Gene"
"9701","PI4K2B","Gene"
"9702","CFAP44","Gene"
"9703","SPOPL","Gene"
"9704","SIX4","Gene"
"9705","DHX9","Gene"
"9706","RGL1","Gene"
"9707","MED1","Gene"
"9708","FAM131A","Gene"
"9709","GNL3","Gene"
"9710","FBXW4","Gene"
"9711","WDR11","Gene"
"9712","LRR1","Gene"
"9713","SMARCC1","Gene"
"9714","ZNF200","Gene"
"9715","LGALS2","Gene"
"9716","CDR2L","Gene"
"9717","PNMA1","Gene"
"9718","MUM1","Gene"
"9719","ASAH1","Gene"
"9720","MT1F","Gene"
"9721","WBSCR17","Gene"
"9722","TRIM37","Gene"
"9723","RABGGTA","Gene"
"9724","SCIMP","Gene"
"9725","LZTS2","Gene"
"9726","GSTCD","Gene"
"9727","SRP14","Gene"
"9728","PNMAL1","Gene"
"9729","POMT2","Gene"
"9730","ELAC1","Gene"
"9731","SFT2D1","Gene"
"9732","CDC42BPG","Gene"
"9733","RPS21","Gene"
"9734","FANCE","Gene"
"9735","ZNF461","Gene"
"9736","THTPA","Gene"
"9737","SF3A2","Gene"
"9738","REEP2","Gene"
"9739","CHST3","Gene"
"9740","PLXNA1","Gene"
"9741","ZFYVE21","Gene"
"9742","PSTPIP1","Gene"
"9743","PLVAP","Gene"
"9744","TBC1D16","Gene"
"9745","MCM10","Gene"
"9746","UROS","Gene"
"9747","JADE1","Gene"
"9748","DDX55","Gene"
"9749","RASSF3","Gene"
"9750","ANKRD53","Gene"
"9751","VPS28","Gene"
"9752","LGALSL","Gene"
"9753","LACE1","Gene"
"9754","DYRK1B","Gene"
"9755","ISOC1","Gene"
"9756","LCAT","Gene"
"9757","MCC","Gene"
"9758","UBR7","Gene"
"9759","TMEM42","Gene"
"9760","C10orf128","Gene"
"9761","HHATL","Gene"
"9762","ARSD","Gene"
"9763","SYT4","Gene"
"9764","CCDC69","Gene"
"9765","S100A9","Gene"
"9766","HENMT1","Gene"
"9767","FILIP1L","Gene"
"9768","KIF22","Gene"
"9769","KIF20A","Gene"
"9770","MANSC1","Gene"
"9771","N6AMT2","Gene"
"9772","STX5","Gene"
"9773","HELB","Gene"
"9774","LGALS1","Gene"
"9775","LRRC58","Gene"
"9776","CWC15","Gene"
"9777","BAIAP2L1","Gene"
"9778","C19orf60","Gene"
"9779","ANO1","Gene"
"9780","TMEM107","Gene"
"9781","SPRED2","Gene"
"9782","CPSF7","Gene"
"9783","TFCP2","Gene"
"9784","AKAP3","Gene"
"9785","ZSCAN9","Gene"
"9786","PYGO1","Gene"
"9787","SCIN","Gene"
"9788","UTP11L","Gene"
"9789","TBX5","Gene"
"9790","RNF125","Gene"
"9791","CUTC","Gene"
"9792","PSMF1","Gene"
"9793","EFTUD1","Gene"
"9794","MXD3","Gene"
"9795","MOB4","Gene"
"9796","TMEM181","Gene"
"9797","SIPA1L3","Gene"
"9798","AGAP1","Gene"
"9799","ACLY","Gene"
"9800","RCC2","Gene"
"9801","PEX11A","Gene"
"9802","DLK1","Gene"
"9803","BRMS1L","Gene"
"9804","NOC3L","Gene"
"9805","BAALC","Gene"
"9806","CLDN12","Gene"
"9807","ZNF146","Gene"
"9808","CNOT6","Gene"
"9809","ZNF326","Gene"
"9810","NDRG2","Gene"
"9811","TMEM203","Gene"
"9812","MFAP5","Gene"
"9813","FAM104B","Gene"
"9814","USO1","Gene"
"9815","RPL36AL","Gene"
"9816","CD9","Gene"
"9817","MIOS","Gene"
"9818","ATP13A2","Gene"
"9819","DIO2","Gene"
"9820","RPS23","Gene"
"9821","WRAP53","Gene"
"9822","SLC39A7","Gene"
"9823","PDZD2","Gene"
"9824","IL15","Gene"
"9825","THNSL2","Gene"
"9826","HSD17B11","Gene"
"9827","IKZF4","Gene"
"9828","NAV3","Gene"
"9829","PBDC1","Gene"
"9830","PSMB7","Gene"
"9831","FRY","Gene"
"9832","RNF135","Gene"
"9833","UBR4","Gene"
"9834","ANXA2R","Gene"
"9835","MED31","Gene"
"9836","TMEM265","Gene"
"9837","UBL4A","Gene"
"9838","MORC4","Gene"
"9839","CPQ","Gene"
"9840","SSB","Gene"
"9841","ENOX1","Gene"
"9842","SUB1","Gene"
"9843","NBPF20","Gene"
"9844","PSMD8","Gene"
"9845","TNFAIP6","Gene"
"9846","ST3GAL3","Gene"
"9847","NAA35","Gene"
"9848","CDC40","Gene"
"9849","KIAA1468","Gene"
"9850","YWHAZ","Gene"
"9851","GPKOW","Gene"
"9852","IPO13","Gene"
"9853","RHOBTB1","Gene"
"9854","TP53INP2","Gene"
"9855","RASGRP3","Gene"
"9856","BPGM","Gene"
"9857","EXOSC5","Gene"
"9858","DAXX","Gene"
"9859","TDRD10","Gene"
"9860","SEC23IP","Gene"
"9861","MAGT1","Gene"
"9862","MTRNR2L8","Gene"
"9863","CCDC65","Gene"
"9864","DDOST","Gene"
"9865","CUEDC2","Gene"
"9866","ZFYVE1","Gene"
"9867","PLCB1","Gene"
"9868","ZNF319","Gene"
"9869","VPS13C","Gene"
"9870","SNCA","Gene"
"9871","B3GAT1","Gene"
"9872","C9orf89","Gene"
"9873","TAGLN","Gene"
"9874","RAMP2","Gene"
"9875","MTMR2","Gene"
"9876","SSBP3","Gene"
"9877","NETO1","Gene"
"9878","FBXL8","Gene"
"9879","PLD3","Gene"
"9880","RNF212","Gene"
"9881","ZBTB10","Gene"
"9882","NGFRAP1","Gene"
"9883","MYL3","Gene"
"9884","LPCAT3","Gene"
"9885","PI16","Gene"
"9886","PRRG3","Gene"
"9887","JAM3","Gene"
"9888","RASGRP1","Gene"
"9889","ALG13","Gene"
"9890","MORN4","Gene"
"9891","PROSER2","Gene"
"9892","CDYL","Gene"
"9893","FAM168B","Gene"
"9894","RPS20","Gene"
"9895","TAF15","Gene"
"9896","SIMC1","Gene"
"9897","SLC41A3","Gene"
"9898","DCLRE1B","Gene"
"9899","ALPK2","Gene"
"9900","LNX2","Gene"
"9901","UNKL","Gene"
"9902","SUV420H2","Gene"
"9903","CORO1A","Gene"
"9904","DDX19A","Gene"
"9905","CCDC25","Gene"
"9906","BAG4","Gene"
"9907","06-Sep","Gene"
"9908","AIM1","Gene"
"9909","MAPRE2","Gene"
"9910","UEVLD","Gene"
"9911","COMMD8","Gene"
"9912","UACA","Gene"
"9913","HN1","Gene"
"9914","HOXA10","Gene"
"9915","USHBP1","Gene"
"9916","AFMID","Gene"
"9917","NFASC","Gene"
"9918","NCOA2","Gene"
"9919","CHMP6","Gene"
"9920","MEIS1","Gene"
"9921","TG","Gene"
"9922","DNAJC7","Gene"
"9923","TPCN2","Gene"
"9924","CAB39L","Gene"
"9925","GTSF1","Gene"
"9926","ACTG2","Gene"
"9927","MAGI3","Gene"
"9928","FAM127A","Gene"
"9929","PIK3AP1","Gene"
"9930","VAT1L","Gene"
"9931","01-Sep","Gene"
"9932","LYAR","Gene"
"9933","TLE4","Gene"
"9934","DOT1L","Gene"
"9935","UBASH3B","Gene"
"9936","CCR9","Gene"
"9937","HPS3","Gene"
"9938","SPATA7","Gene"
"9939","ZNF532","Gene"
"9940","ST6GALNAC2","Gene"
"9941","FAM78A","Gene"
"9942","DNPH1","Gene"
"9943","AAMDC","Gene"
"9944","PFKFB2","Gene"
"9945","TAPBPL","Gene"
"9946","LRRN4CL","Gene"
"9947","PTPN21","Gene"
"9948","ZNF440","Gene"
"9949","HOXD9","Gene"
"9950","MRPS26","Gene"
"9951","LILRB4","Gene"
"9952","KNTC1","Gene"
"9953","DHRS7B","Gene"
"9954","PARP10","Gene"
"9955","FAM111B","Gene"
"9956","ATP13A1","Gene"
"9957","FUT8","Gene"
"9958","ISG20L2","Gene"
"9959","EMC3","Gene"
"9960","GTF2H1","Gene"
"9961","PSMG4","Gene"
"9962","LDB2","Gene"
"9963","WWC1","Gene"
"9964","CD2","Gene"
"9965","PAOX","Gene"
"9966","EXD2","Gene"
"9967","TRMT5","Gene"
"9968","FAM129C","Gene"
"9969","DSTN","Gene"
"9970","CARD14","Gene"
"9971","SOX8","Gene"
"9972","KIF1A","Gene"
"9973","KDM5A","Gene"
"9974","DXO","Gene"
"9975","EZH1","Gene"
"9976","GGA1","Gene"
"9977","ZNF460","Gene"
"9978","PTPRF","Gene"
"9979","PCED1B","Gene"
"9980","CDK6","Gene"
"9981","C14orf119","Gene"
"9982","TMSB4X","Gene"
"9983","FAM107A","Gene"
"9984","SERPINB1","Gene"
"9985","DCTN3","Gene"
"9986","CDC45","Gene"
"9987","ZNF513","Gene"
"9988","GXYLT1","Gene"
"9989","LTBR","Gene"
"9990","SLC24A1","Gene"
"9991","OSGEP","Gene"
"9992","EHBP1L1","Gene"
"9993","C21orf2","Gene"
"9994","PDGFB","Gene"
"9995","DCTN2","Gene"
"9996","RMND1","Gene"
"9997","PTH1R","Gene"
"9998","CRKL","Gene"
"9999","LPAR6","Gene"
"10000","C1orf159","Gene"
"10001","MCL1","Gene"
"10002","SMC5","Gene"
"10003","LRRC8C","Gene"
"10004","PPTC7","Gene"
"10005","SCPEP1","Gene"
"10006","ARFRP1","Gene"
"10007","POLR3G","Gene"
"10008","IKZF2","Gene"
"10009","GPCPD1","Gene"
"10010","LRRC40","Gene"
"10011","KIAA0895L","Gene"
"10012","DOPEY1","Gene"
"10013","PHF8","Gene"
"10014","SLC29A3","Gene"
"10015","ACIN1","Gene"
"10016","CITED4","Gene"
"10017","EPB41L5","Gene"
"10018","PDCD7","Gene"
"10019","DBF4","Gene"
"10020","KIAA1191","Gene"
"10021","PUS7L","Gene"
"10022","IL10RB","Gene"
"10023","PPRC1","Gene"
"10024","ZBTB7B","Gene"
"10025","IL13RA1","Gene"
"10026","FAM35A","Gene"
"10027","RRAGA","Gene"
"10028","AMIGO2","Gene"
"10029","TMEM43","Gene"
"10030","LMO2","Gene"
"10031","SRSF11","Gene"
"10032","C9orf156","Gene"
"10033","MS4A6E","Gene"
"10034","ZNF483","Gene"
"10035","PIK3R5","Gene"
"10036","DOCK5","Gene"
"10037","WASF2","Gene"
"10038","PPP1R37","Gene"
"10039","MTDH","Gene"
"10040","ZNF585B","Gene"
"10041","SNAPC1","Gene"
"10042","RNF149","Gene"
"10043","NPAS2","Gene"
"10044","UBE2D3","Gene"
"10045","FAM102A","Gene"
"10046","ZMYND8","Gene"
"10047","SNRNP25","Gene"
"10048","APOBEC3H","Gene"
"10049","NR0B2","Gene"
"10050","EIF5B","Gene"
"10051","DOK2","Gene"
"10052","BRD8","Gene"
"10053","CLEC10A","Gene"
"10054","CCDC88C","Gene"
"10055","RNF34","Gene"
"10056","SPAST","Gene"
"10057","TLE1","Gene"
"10058","RNPEP","Gene"
"10059","MCM6","Gene"
"10060","DTNA","Gene"
"10061","RCBTB1","Gene"
"10062","VPS52","Gene"
"10063","KLHL22","Gene"
"10064","WDR34","Gene"
"10065","NUDT22","Gene"
"10066","BEND2","Gene"
"10067","SNX14","Gene"
"10068","PRSS53","Gene"
"10069","PPP1CA","Gene"
"10070","RPLP1","Gene"
"10071","CLYBL","Gene"
"10072","DGCR6","Gene"
"10073","ZNF682","Gene"
"10074","HBP1","Gene"
"10075","BHLHE41","Gene"
"10076","RNF166","Gene"
"10077","SMG7","Gene"
"10078","POMT1","Gene"
"10079","USP45","Gene"
"10080","NAPA","Gene"
"10081","TRIP10","Gene"
"10082","ABHD13","Gene"
"10083","GPR153","Gene"
"10084","NYNRIN","Gene"
"10085","ABCA8","Gene"
"10086","CENPF","Gene"
"10087","UST","Gene"
"10088","EPS15L1","Gene"
"10089","TRAM2","Gene"
"10090","ZNF195","Gene"
"10091","CREM","Gene"
"10092","AKNA","Gene"
"10093","ACKR4","Gene"
"10094","NKX3-1","Gene"
"10095","MTIF2","Gene"
"10096","SLC11A2","Gene"
"10097","FYCO1","Gene"
"10098","FOXP2","Gene"
"10099","BAMBI","Gene"
"10100","ADAMDEC1","Gene"
"10101","HOXB5","Gene"
"10102","VAC14","Gene"
"10103","ZSCAN21","Gene"
"10104","PANK2","Gene"
"10105","UNC50","Gene"
"10106","ARHGAP11A","Gene"
"10107","FBRS","Gene"
"10108","RPL10A","Gene"
"10109","SAFB2","Gene"
"10110","GDF15","Gene"
"10111","ARL11","Gene"
"10112","LIMD2","Gene"
"10113","RANBP10","Gene"
"10114","TMEM144","Gene"
"10115","DRG1","Gene"
"10116","CPSF3L","Gene"
"10117","KDM4A","Gene"
"10118","MRPS22","Gene"
"10119","SPAG9","Gene"
"10120","FARP2","Gene"
"10121","CAPN10","Gene"
"10122","SEPHS1","Gene"
"10123","HDLBP","Gene"
"10124","NID2","Gene"
"10125","ATP6V1E1","Gene"
"10126","ZNF816","Gene"
"10127","SERBP1","Gene"
"10128","DDIAS","Gene"
"10129","WDR83","Gene"
"10130","ENPP6","Gene"
"10131","DCAF13","Gene"
"10132","FAM46C","Gene"
"10133","PLCXD1","Gene"
"10134","ADCY9","Gene"
"10135","ANXA7","Gene"
"10136","PES1","Gene"
"10137","RNF20","Gene"
"10138","C1R","Gene"
"10139","GNG7","Gene"
"10140","TIMD4","Gene"
"10141","IQCE","Gene"
"10142","GALNT7","Gene"
"10143","NREP","Gene"
"10144","MGLL","Gene"
"10145","NSF","Gene"
"10146","HSPBAP1","Gene"
"10147","SPARCL1","Gene"
"10148","DLL1","Gene"
"10149","GRB2","Gene"
"10150","HTN3","Gene"
"10151","ERCC5","Gene"
"10152","PIGV","Gene"
"10153","C4orf47","Gene"
"10154","DDX31","Gene"
"10155","CFH","Gene"
"10156","SDF2L1","Gene"
"10157","ZNF428","Gene"
"10158","JAKMIP1","Gene"
"10159","TSPAN5","Gene"
"10160","REM2","Gene"
"10161","JMJD8","Gene"
"10162","ALG6","Gene"
"10163","FAM134B","Gene"
"10164","QDPR","Gene"
"10165","COQ4","Gene"
"10166","NPC2","Gene"
"10167","BTN3A1","Gene"
"10168","RHPN1","Gene"
"10169","FIBP","Gene"
"10170","SOGA1","Gene"
"10171","NBPF1","Gene"
"10172","WBP4","Gene"
"10173","ABHD15","Gene"
"10174","TP53I13","Gene"
"10175","TBC1D24","Gene"
"10176","BAK1","Gene"
"10177","PITPNA","Gene"
"10178","PEX10","Gene"
"10179","STRADB","Gene"
"10180","PPFIA1","Gene"
"10181","AMPD2","Gene"
"10182","ANKRD16","Gene"
"10183","ZNF181","Gene"
"10184","ZMYM1","Gene"
"10185","HBB","Gene"
"10186","HSD17B10","Gene"
"10187","COTL1","Gene"
"10188","MAML3","Gene"
"10189","AGGF1","Gene"
"10190","ARID5B","Gene"
"10191","ZBTB44","Gene"
"10192","SSH3","Gene"
"10193","PTPN13","Gene"
"10194","MZT2B","Gene"
"10195","CAMKMT","Gene"
"10196","TRIP12","Gene"
"10197","BTRC","Gene"
"10198","CDS2","Gene"
"10199","TMEM178A","Gene"
"10200","TOR1A","Gene"
"10201","FBXW7","Gene"
"10202","TMEM160","Gene"
"10203","LMBR1","Gene"
"10204","PRPF40B","Gene"
"10205","NFXL1","Gene"
"10206","HIST2H2AA4","Gene"
"10207","ZNF333","Gene"
"10208","MXRA5","Gene"
"10209","ZBTB16","Gene"
"10210","SOWAHD","Gene"
"10211","PCNP","Gene"
"10212","ZNF764","Gene"
"10213","C9orf72","Gene"
